     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.03155,0.34046,0.12338,0.16602,0.33860,0.1230807
0.22102,0.15090,0.00060,0.31885,0.30862,0.0394301
0.00582,0.49005,0.20886,0.03425,0.26102,0.1520693
0.00489,0.25686,0.58689,0.00304,0.14832,0.0802639
0.00288,0.67683,0.00323,0.00159,0.31548,0.1373553
0.00143,0.63480,0.17435,0.15229,0.03712,0.1135577
0.00354,0.48837,0.16136,0.00252,0.34420,0.1556226
0.14328,0.48718,0.12052,0.00335,0.24568,0.1463006
0.00274,0.50105,0.16840,0.00064,0.32716,0.1515829
0.00306,0.51897,0.17596,0.00269,0.29931,0.1544318
0.00484,0.51677,0.17031,0.00297,0.30511,0.1468356
0.00243,0.47909,0.12952,0.00221,0.38675,0.1586135
0.00272,0.43397,0.00218,0.00359,0.55754,0.1321508
0.00348,0.41899,0.18934,0.00353,0.38467,0.1357837
0.00658,0.53175,0.05520,0.05404,0.35243,0.1503605
0.26907,0.40403,0.32093,0.00140,0.00457,0.0775218
0.03960,0.52934,0.08771,0.00451,0.33884,0.1616416
0.00202,0.29184,0.35532,0.35011,0.00070,0.0527299
0.07193,0.51952,0.05203,0.00209,0.35442,0.1600435
0.07459,0.51741,0.04231,0.00461,0.36108,0.1552489
0.05405,0.52820,0.07142,0.00472,0.34162,0.1632979
0.05400,0.52835,0.07124,0.00203,0.34438,0.1566175
0.05619,0.52445,0.07514,0.00468,0.33954,0.1615813
0.05383,0.52567,0.07501,0.00356,0.34193,0.1636764
0.05794,0.52433,0.07439,0.00346,0.33988,0.1571352
0.05488,0.52652,0.07412,0.00154,0.34294,0.1588335
0.05483,0.52538,0.07449,0.00022,0.34508,0.1625246
0.05710,0.52456,0.07385,0.00111,0.34338,0.1608167
0.00434,0.57732,0.41338,0.00325,0.00170,0.0687728
0.00339,0.00292,0.99062,0.00251,0.00056,0.0654991
0.04609,0.53346,0.08831,0.00312,0.32903,0.1602098
0.04568,0.53026,0.08995,0.00484,0.32927,0.1571640
0.34133,0.00343,0.65182,0.00248,0.00093,0.1575387
0.32493,0.00427,0.55117,0.00032,0.11931,0.1221307
0.46613,0.00253,0.52834,0.00034,0.00266,0.1581539
0.37031,0.00128,0.54790,0.07937,0.00115,0.1354351
0.80735,0.00192,0.18534,0.00128,0.00411,0.0576461
0.04849,0.52775,0.08107,0.00369,0.33900,0.1625518
0.00186,0.50211,0.00168,0.49246,0.00188,0.0569267
0.04991,0.52936,0.08391,0.00322,0.33360,0.1566020
0.05249,0.52359,0.08148,0.00398,0.33846,0.1602658
0.05249,0.52573,0.08011,0.00147,0.34020,0.1556498
0.05375,0.52594,0.07570,0.00049,0.34411,0.1606594
0.05490,0.52215,0.07444,0.00266,0.34585,0.1571766
0.05227,0.52842,0.07892,0.00227,0.33811,0.1563085
0.05207,0.52397,0.08050,0.00374,0.33972,0.1598657
0.04935,0.52799,0.08078,0.02498,0.31690,0.1608111
0.04977,0.53018,0.08370,0.00173,0.33461,0.1589808
0.05075,0.52907,0.08188,0.00156,0.33673,0.1637013
0.04694,0.52878,0.08382,0.02704,0.31341,0.1567309
0.05311,0.52685,0.07923,0.00075,0.34005,0.1579211
0.04809,0.52643,0.07926,0.00195,0.34427,0.1562860
0.05409,0.52612,0.07828,0.00270,0.33882,0.1600344
0.06713,0.51278,0.06355,0.00468,0.35186,0.1584999
0.00447,0.00449,0.00175,0.00242,0.98687,0.0000000
0.04937,0.52704,0.08239,0.00160,0.33961,0.1573085
0.04863,0.53108,0.08101,0.00198,0.33730,0.1578303
0.04832,0.52651,0.07864,0.02800,0.31853,0.1668091
0.04831,0.52655,0.07657,0.03850,0.31007,0.1655361
0.05267,0.52377,0.06747,0.05935,0.29675,0.1549393
0.04518,0.52428,0.08272,0.03493,0.31289,0.1602936
0.04349,0.52614,0.08072,0.03623,0.31342,0.1611866
0.04109,0.52471,0.08227,0.03788,0.31405,0.1589024
0.04429,0.52795,0.07913,0.03390,0.31473,0.1569575
0.04491,0.52660,0.08108,0.03086,0.31656,0.1602382
0.04482,0.52697,0.08242,0.03114,0.31464,0.1550201
0.04774,0.52596,0.08133,0.01939,0.32557,0.1554131
0.05640,0.53470,0.08084,0.00370,0.32436,0.1562820
0.05055,0.52089,0.07563,0.02231,0.33062,0.1562610
0.05315,0.53137,0.07822,0.00005,0.33721,0.1562180
0.04435,0.52243,0.07756,0.02564,0.33002,0.1606932
0.04227,0.52382,0.07915,0.02553,0.32923,0.1560194
0.05039,0.52327,0.08016,0.01306,0.33312,0.1626480
0.06790,0.51623,0.06702,0.00087,0.34798,0.1577988
0.04126,0.52468,0.08177,0.02318,0.32911,0.1577818
0.04601,0.52500,0.08112,0.02122,0.32664,0.1574513
0.05355,0.53128,0.07835,0.00200,0.33482,0.1636662
0.05047,0.53360,0.08148,0.00416,0.33028,0.1601755
0.05029,0.53486,0.08514,0.00340,0.32631,0.1598591
0.05220,0.53347,0.08447,0.00170,0.32817,0.1612711
0.05484,0.53841,0.08247,0.00073,0.32355,0.1560210
0.05184,0.52773,0.07940,0.00473,0.33630,0.1591625
0.04902,0.52836,0.08326,0.00333,0.33602,0.1603326
0.04923,0.52878,0.08237,0.00077,0.33884,0.1609114
0.04830,0.53023,0.08299,0.00141,0.33708,0.1587154
0.05023,0.52816,0.08121,0.00308,0.33732,0.1600576
0.05133,0.53142,0.08078,0.00036,0.33611,0.1590580
0.48987,0.00211,0.00204,0.00200,0.50397,0.0000825
0.05147,0.53101,0.08029,0.00083,0.33640,0.1700620
0.05070,0.53855,0.08365,0.00287,0.32423,0.1605487
0.05201,0.53938,0.08562,0.00405,0.31894,0.1624899
0.05143,0.53955,0.08805,0.00286,0.31812,0.1573039
0.05099,0.53541,0.08536,0.00109,0.32716,0.1574472
0.05185,0.53465,0.08145,0.00294,0.32912,0.1588350
0.04929,0.53398,0.08169,0.00261,0.33243,0.1609887
0.04752,0.53309,0.08428,0.00458,0.33054,0.1640666
0.04552,0.53867,0.08507,0.00206,0.32868,0.1587682
0.04941,0.53732,0.08606,0.00048,0.32673,0.1603204
0.04943,0.53678,0.08485,0.00052,0.32842,0.1573854
0.05046,0.53350,0.08253,0.00012,0.33339,0.1567438
0.04947,0.53356,0.08267,0.00082,0.33348,0.1546198
0.00250,0.00245,0.00257,0.98773,0.00475,0.0000001
0.04991,0.52933,0.08163,0.00455,0.33458,0.1585155
0.05174,0.52754,0.07725,0.00109,0.34238,0.1560707
0.05277,0.53177,0.07885,0.00041,0.33620,0.1594289
0.05012,0.53396,0.08301,0.00053,0.33239,0.1530454
0.06197,0.52413,0.06936,0.00023,0.34431,0.1584538
0.05394,0.52835,0.07848,0.00274,0.33649,0.1594016
0.04419,0.52475,0.08349,0.01934,0.32823,0.1650439
0.04220,0.52296,0.08540,0.02669,0.32275,0.1516472
0.06359,0.52420,0.06905,0.00413,0.33903,0.1574150
0.04417,0.53138,0.08349,0.00134,0.33962,0.1583179
0.04821,0.52801,0.08264,0.00231,0.33882,0.1582835
0.04643,0.52962,0.08256,0.00320,0.33820,0.1566355
0.06292,0.53065,0.07047,0.00323,0.33274,0.1532572
0.03851,0.52767,0.08827,0.01499,0.33056,0.1566503
0.03920,0.52667,0.08341,0.02044,0.33028,0.1558472
0.04884,0.52755,0.08234,0.00341,0.33786,0.1554636
0.04959,0.52963,0.08383,0.00246,0.33449,0.1586879
0.05162,0.53185,0.08105,0.00203,0.33345,0.1553018
0.05498,0.52713,0.07795,0.00057,0.33937,0.1598706
0.05079,0.52677,0.08131,0.00419,0.33695,0.1558566
0.06206,0.52588,0.06969,0.00495,0.33742,0.1626265
0.07187,0.52626,0.05939,0.00469,0.33778,0.1569699
0.05320,0.52413,0.07801,0.00254,0.34211,0.1621983
0.05200,0.52238,0.07895,0.01523,0.33144,0.1561061
0.05008,0.52661,0.08159,0.00356,0.33816,0.1551701
0.05661,0.52804,0.07572,0.00021,0.33942,0.1593255
0.06318,0.52578,0.06840,0.00483,0.33781,0.1583043
0.05177,0.52823,0.07959,0.00113,0.33928,0.1529479
0.04989,0.52514,0.07856,0.02259,0.32383,0.1574649
0.05554,0.53291,0.08099,0.00204,0.32852,0.1549002
0.05823,0.52166,0.07326,0.00107,0.34578,0.1579590
0.03941,0.52600,0.08356,0.02400,0.32703,0.1556069
0.06758,0.52571,0.06296,0.00276,0.34098,0.1603485
0.07210,0.52973,0.05473,0.00065,0.34278,0.1647158
0.09169,0.53305,0.02800,0.00445,0.34281,0.1631568
0.11520,0.53603,0.00397,0.00186,0.34293,0.1688263
0.14978,0.53833,0.00277,0.00052,0.30861,0.1625389
0.13558,0.53260,0.00197,0.00170,0.32814,0.1631449
0.13203,0.53387,0.00144,0.00472,0.32793,0.1643963
0.13734,0.53270,0.00189,0.00380,0.32428,0.1615762
0.13303,0.53140,0.00059,0.00365,0.33134,0.1629937
0.13084,0.53213,0.00022,0.00111,0.33570,0.1583261
