     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.20298,0.21535,0.14027,0.20042,0.24098,0.0665499
0.20082,0.28759,0.23513,0.23523,0.04123,0.0780610
0.00348,0.00447,0.98630,0.00247,0.00328,0.0668259
0.00096,0.99389,0.00362,0.00114,0.00039,0.0323481
0.00146,0.00307,0.40893,0.58538,0.00116,0.0351173
0.27412,0.25576,0.46275,0.00314,0.00423,0.0692946
0.00076,0.41057,0.43857,0.14418,0.00592,0.0903238
0.00250,0.35781,0.46378,0.02405,0.15186,0.1010257
0.00468,0.21306,0.52526,0.00496,0.25203,0.0794877
0.00133,0.49777,0.32837,0.00122,0.17131,0.1311190
0.00230,0.54943,0.19199,0.00046,0.25583,0.1500063
0.00321,0.55494,0.07974,0.00248,0.35963,0.1538442
0.10847,0.57387,0.02175,0.00335,0.29256,0.1620875
0.05298,0.59221,0.00353,0.09135,0.25994,0.1589992
0.11823,0.59925,0.00184,0.00481,0.27587,0.1609862
0.07549,0.61665,0.00141,0.00217,0.30428,0.1622014
0.09803,0.60288,0.00050,0.00390,0.29469,0.1651060
0.12866,0.59093,0.00287,0.00412,0.27343,0.1618722
0.06857,0.61824,0.00203,0.00152,0.30963,0.1622145
0.09287,0.59932,0.00229,0.00068,0.30484,0.1622188
0.09443,0.60785,0.00134,0.00090,0.29548,0.1636325
0.10171,0.58874,0.00048,0.00387,0.30519,0.1608333
0.07997,0.62312,0.00454,0.00167,0.29071,0.1636655
0.09735,0.61140,0.02604,0.00122,0.26399,0.1644600
0.09890,0.61004,0.03199,0.00244,0.25663,0.1586416
0.05830,0.62534,0.00467,0.00015,0.31154,0.1594029
0.11738,0.58876,0.00500,0.00349,0.28538,0.1668162
0.13235,0.58636,0.00257,0.00107,0.27765,0.1670072
0.15849,0.58101,0.00480,0.00108,0.25463,0.1590216
0.11180,0.57546,0.00191,0.00361,0.30722,0.1587767
0.11105,0.60692,0.00228,0.00425,0.27550,0.1657091
0.11953,0.60972,0.00247,0.00338,0.26489,0.1642628
0.12314,0.60793,0.00327,0.00146,0.26420,0.1635900
0.12174,0.60712,0.00367,0.00393,0.26355,0.1577904
0.42993,0.56302,0.00413,0.00054,0.00238,0.0936460
0.09656,0.59463,0.02821,0.00355,0.27705,0.1649235
0.10167,0.60041,0.00145,0.00307,0.29340,0.1627733
0.00414,0.50259,0.00174,0.48695,0.00458,0.0583209
0.09763,0.59046,0.03612,0.00416,0.27163,0.1659662
0.99258,0.00247,0.00290,0.00187,0.00019,0.0002260
0.09382,0.58777,0.04627,0.00354,0.26860,0.1561183
0.09826,0.59790,0.00459,0.00026,0.29899,0.1689263
0.09770,0.59364,0.00129,0.00018,0.30719,0.1643562
0.10055,0.59004,0.00389,0.00018,0.30533,0.1648936
0.00399,0.00009,0.00338,0.00094,0.99159,0.0000000
0.10234,0.58901,0.00129,0.00090,0.30646,0.1638870
0.09679,0.59068,0.00487,0.00207,0.30559,0.1693315
0.10004,0.58478,0.00051,0.00086,0.31381,0.1701743
0.09654,0.57315,0.00242,0.00461,0.32329,0.1634255
0.09857,0.57766,0.00112,0.00034,0.32232,0.1670121
0.09920,0.57195,0.00091,0.00159,0.32636,0.1601311
0.09612,0.58403,0.00103,0.00002,0.31879,0.1685062
0.09708,0.57592,0.00047,0.00448,0.32204,0.1612711
0.09305,0.58359,0.00070,0.00444,0.31822,0.1607984
0.09852,0.58658,0.00024,0.00302,0.31164,0.1668085
0.09737,0.58793,0.00028,0.00131,0.31311,0.1620700
0.09800,0.58597,0.00214,0.00046,0.31343,0.1658212
0.09559,0.58423,0.00108,0.00425,0.31485,0.1679019
0.09823,0.58202,0.00303,0.00207,0.31466,0.1653117
0.09883,0.58168,0.00104,0.00067,0.31778,0.1614062
0.09566,0.58461,0.00266,0.00262,0.31444,0.1588881
0.09815,0.58477,0.00460,0.00327,0.30921,0.1605121
0.09282,0.59490,0.00213,0.00184,0.30831,0.1640598
0.08694,0.59846,0.00258,0.00389,0.30813,0.1648629
