     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.20501,0.33120,0.12711,0.22821,0.10847,0.0974621
0.11631,0.03996,0.14154,0.43248,0.26970,0.0144452
0.35739,0.34814,0.07026,0.10356,0.12065,0.0872896
0.14426,0.56292,0.14761,0.14056,0.00465,0.1087088
0.13235,0.39769,0.42655,0.03984,0.00357,0.0772611
0.01576,0.56549,0.05018,0.10359,0.26497,0.1537710
0.00120,0.49353,0.00379,0.00315,0.49833,0.1373744
0.00306,0.53281,0.16237,0.00108,0.30067,0.1544309
0.00400,0.69761,0.00126,0.00299,0.29414,0.1333168
0.00423,0.30567,0.26226,0.00122,0.42662,0.0982326
0.12654,0.51369,0.04450,0.00134,0.31393,0.1646616
0.21221,0.36245,0.00242,0.00101,0.42191,0.1096319
0.00296,0.00102,0.98719,0.00419,0.00464,0.0671935
0.38527,0.00483,0.60952,0.00028,0.00010,0.1569890
0.23423,0.00241,0.60184,0.15871,0.00282,0.1003955
0.55147,0.00052,0.44381,0.00110,0.00310,0.1536153
0.38734,0.00036,0.47361,0.00173,0.13697,0.1059914
0.99136,0.00150,0.00274,0.00153,0.00287,0.0005506
0.00299,0.39633,0.00085,0.59932,0.00051,0.0337860
0.17704,0.59278,0.00471,0.00349,0.22198,0.1556273
0.51168,0.00388,0.00242,0.48102,0.00100,0.0009881
0.00009,0.40811,0.00287,0.20751,0.38142,0.1289865
0.11996,0.52492,0.10723,0.00493,0.24296,0.1552347
0.43179,0.10194,0.46002,0.00211,0.00415,0.0996339
0.00429,0.41743,0.22064,0.18338,0.17426,0.1385963
0.00185,0.00288,0.36618,0.62704,0.00205,0.0268062
0.00004,0.00500,0.00253,0.00185,0.99058,0.0000000
0.11276,0.52531,0.00201,0.06562,0.29430,0.1658482
0.00414,0.00417,0.71311,0.00252,0.27606,0.0756871
0.00380,0.25237,0.74203,0.00026,0.00155,0.0554712
0.66774,0.00198,0.00434,0.00062,0.32532,0.0000005
0.12808,0.51311,0.00339,0.12569,0.22972,0.1601206
0.51498,0.00004,0.33495,0.14621,0.00382,0.0933654
0.00072,0.68957,0.30480,0.00379,0.00111,0.0635531
0.10438,0.55651,0.00246,0.00065,0.33601,0.1635941
0.39180,0.60496,0.00123,0.00133,0.00068,0.1032939
0.00339,0.54878,0.00024,0.26892,0.17867,0.1245605
0.00366,0.00347,0.35232,0.00490,0.63565,0.0155443
0.00442,0.00167,0.50357,0.27180,0.21854,0.0342754
0.00025,0.34251,0.33569,0.31825,0.00330,0.0624479
0.00126,0.00174,0.00311,0.99337,0.00052,0.0000001
0.00436,0.00352,0.00072,0.31963,0.67178,0.0002568
0.06339,0.49139,0.07381,0.07654,0.29487,0.1627431
0.30445,0.00084,0.00326,0.00124,0.69021,0.0000001
0.26389,0.49252,0.00050,0.23998,0.00311,0.1089883
0.00253,0.99030,0.00450,0.00054,0.00212,0.0342034
0.08643,0.52941,0.00369,0.06786,0.31261,0.1627797
0.69097,0.30004,0.00066,0.00347,0.00487,0.0262831
0.06413,0.52574,0.06579,0.00452,0.33982,0.1592034
0.00112,0.44187,0.33936,0.00300,0.21465,0.1335203
0.14699,0.52683,0.00286,0.08805,0.23527,0.1569268
0.00337,0.50304,0.10828,0.08043,0.30488,0.1604143
0.13902,0.61298,0.00156,0.05275,0.19370,0.1594127
0.21736,0.77269,0.00372,0.00212,0.00410,0.0998040
0.11881,0.56244,0.00171,0.00106,0.31597,0.1647052
0.00460,0.00448,0.00186,0.70720,0.28186,0.0004184
0.07316,0.54075,0.00098,0.06810,0.31701,0.1653949
0.10826,0.54241,0.10977,0.00205,0.23751,0.1541409
0.12481,0.49861,0.00393,0.10683,0.26582,0.1608407
