     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.09985,0.06857,0.29636,0.35876,0.17647,0.1072601
0.26475,0.12961,0.27614,0.12739,0.20211,0.0938934
0.00128,0.00368,0.00180,0.99263,0.00062,0.0400508
0.00208,0.00145,0.69480,0.26803,0.03364,0.0983661
0.00465,0.00431,0.35762,0.21538,0.41804,0.0969082
0.00234,0.31659,0.35944,0.28090,0.04073,0.1010956
0.02602,0.05193,0.43179,0.36808,0.12218,0.1302199
0.00062,0.00030,0.47886,0.51878,0.00143,0.0906999
0.01141,0.09160,0.48475,0.23910,0.17314,0.1367736
0.11687,0.03107,0.49469,0.21108,0.14628,0.1350431
0.04616,0.09288,0.48700,0.22229,0.15168,0.1403665
0.08031,0.12256,0.48908,0.20084,0.10721,0.1289261
0.01410,0.01475,0.51447,0.24665,0.21003,0.1442700
0.00487,0.00044,0.53255,0.23376,0.22839,0.1431802
0.00389,0.00296,0.52061,0.25511,0.21743,0.1461763
0.00412,0.00436,0.55966,0.18503,0.24682,0.1520885
0.00286,0.00397,0.65093,0.02959,0.31265,0.1565228
0.99441,0.00125,0.00053,0.00078,0.00303,0.0127383
0.07817,0.00074,0.62777,0.00149,0.29182,0.1435506
0.00000,0.00427,0.62432,0.06115,0.31026,0.1569431
0.00497,0.98713,0.00303,0.00214,0.00273,0.0000669
0.00172,0.07163,0.61636,0.00290,0.30738,0.1556640
0.00430,0.00456,0.62375,0.00118,0.36620,0.1528869
0.51132,0.00494,0.00493,0.47587,0.00293,0.0202298
0.00492,0.01656,0.63433,0.05340,0.29079,0.1557974
0.00264,0.01688,0.63030,0.05564,0.29454,0.1540041
0.48852,0.50290,0.00028,0.00431,0.00399,0.0072179
0.00111,0.03297,0.61586,0.05304,0.29701,0.1596162
0.00094,0.04657,0.60776,0.04843,0.29630,0.1490251
0.00234,0.00072,0.68158,0.00015,0.31522,0.1555801
0.00224,0.00383,0.64076,0.04683,0.30635,0.1543546
0.00087,0.00221,0.64348,0.04378,0.30966,0.1471567
0.00404,0.05697,0.63655,0.00301,0.29943,0.1561326
0.00313,0.06188,0.63790,0.00048,0.29661,0.1595607
0.00046,0.07399,0.63632,0.00259,0.28663,0.1552733
0.00261,0.06669,0.63856,0.00164,0.29050,0.1581265
0.00177,0.07010,0.64040,0.00043,0.28730,0.1582568
0.00264,0.07963,0.63660,0.00039,0.28074,0.1632559
0.00035,0.09871,0.63294,0.00378,0.26421,0.1557090
0.00482,0.08870,0.63609,0.00222,0.26817,0.1570068
0.00363,0.09701,0.61850,0.00384,0.27702,0.1568424
0.00446,0.09474,0.61664,0.00488,0.27928,0.1605927
0.00496,0.10892,0.60414,0.00092,0.28107,0.1560855
0.00100,0.08302,0.64231,0.00100,0.27266,0.1589665
0.00247,0.08183,0.64639,0.00454,0.26477,0.1578211
0.00252,0.08629,0.64387,0.00048,0.26684,0.1643957
0.00043,0.08269,0.65446,0.00303,0.25939,0.1626631
0.00235,0.08708,0.66264,0.00157,0.24636,0.1671721
0.52148,0.00354,0.47007,0.00468,0.00023,0.0654616
0.00363,0.09768,0.67346,0.00376,0.22147,0.1635165
0.00156,0.09690,0.68282,0.00035,0.21837,0.1571525
0.00225,0.53955,0.00057,0.00207,0.45556,0.0000002
0.00180,0.09053,0.67190,0.00087,0.23490,0.1609621
0.00178,0.09573,0.66817,0.00163,0.23270,0.1570084
0.00288,0.08429,0.66947,0.00191,0.24145,0.1567089
0.00483,0.12200,0.64528,0.00245,0.22544,0.1553108
0.00260,0.06805,0.67676,0.00275,0.24984,0.1588407
0.00261,0.07146,0.67103,0.00226,0.25264,0.1594355
0.00291,0.07183,0.67236,0.00304,0.24986,0.1574558
0.00269,0.07523,0.66903,0.00327,0.24978,0.1562563
0.00155,0.08533,0.65687,0.00312,0.25313,0.1528775
0.00288,0.09875,0.64791,0.00432,0.24615,0.1610706
0.00262,0.09953,0.64914,0.00105,0.24767,0.1615119
0.00399,0.12035,0.63528,0.00429,0.23609,0.1587160
0.00151,0.08982,0.65579,0.00119,0.25169,0.1571719
0.00039,0.09159,0.65401,0.00190,0.25211,0.1587072
0.00377,0.11944,0.63617,0.00285,0.23777,0.1589374
0.00375,0.11677,0.63789,0.00398,0.23761,0.1607844
0.00216,0.10951,0.64193,0.00289,0.24350,0.1570287
0.00468,0.12734,0.63060,0.00440,0.23298,0.1573081
0.00126,0.08240,0.65665,0.00420,0.25548,0.1592379
0.00445,0.10808,0.64134,0.00411,0.24203,0.1575991
0.00127,0.08062,0.65774,0.00370,0.25666,0.1564285
0.00189,0.08566,0.65645,0.00069,0.25531,0.1595603
0.00467,0.10828,0.64131,0.00169,0.24405,0.1597492
0.00138,0.08978,0.65447,0.00098,0.25339,0.1556697
0.00129,0.08856,0.65580,0.00075,0.25360,0.1601838
0.00386,0.08049,0.66011,0.00140,0.25414,0.1584022
0.00500,0.11890,0.63258,0.00254,0.24098,0.1651431
0.00083,0.11235,0.63738,0.00460,0.24485,0.1577934
0.00042,0.10847,0.63913,0.00314,0.24885,0.1608823
0.00114,0.11362,0.63564,0.00403,0.24558,0.1625400
0.00153,0.12180,0.63272,0.00214,0.24181,0.1560834
0.00338,0.11977,0.63548,0.00120,0.24017,0.1599696
0.00022,0.10243,0.64509,0.00102,0.25125,0.1608689
0.00071,0.11649,0.63463,0.00390,0.24427,0.1576554
0.00110,0.10885,0.64119,0.00141,0.24746,0.1623881
0.00268,0.12265,0.63293,0.00007,0.24167,0.1565284
0.00262,0.11370,0.63821,0.00144,0.24402,0.1563067
0.00067,0.09183,0.64925,0.00422,0.25403,0.1565589
0.00334,0.10956,0.63962,0.00190,0.24559,0.1604141
0.00310,0.11836,0.63162,0.00471,0.24221,0.1552542
0.00088,0.08733,0.65184,0.00367,0.25627,0.1616879
0.00380,0.08439,0.66081,0.00029,0.25070,0.1644719
0.00355,0.07832,0.66658,0.00234,0.24921,0.1565478
0.00407,0.08197,0.66345,0.00031,0.25019,0.1642165
0.00299,0.38830,0.60782,0.00083,0.00007,0.1148932
0.00432,0.07882,0.66621,0.00429,0.24636,0.1584602
0.00309,0.08511,0.66352,0.00175,0.24653,0.1580840
0.55271,0.00186,0.00452,0.00350,0.43741,0.0368739
0.00490,0.08360,0.66247,0.00015,0.24889,0.1591405
0.00070,0.37766,0.00224,0.61584,0.00356,0.1371745
0.00482,0.54381,0.00373,0.44741,0.00023,0.1464459
0.00496,0.41460,0.00473,0.45393,0.12178,0.0889773
0.13212,0.41414,0.00024,0.45122,0.00228,0.0806607
0.00360,0.00333,0.00224,0.00483,0.98600,0.0000000
0.05564,0.12052,0.62464,0.00340,0.19581,0.1508667
0.24441,0.29181,0.45933,0.00388,0.00057,0.1246658
0.00284,0.08357,0.65968,0.00015,0.25376,0.1575982
0.00432,0.00095,0.98980,0.00070,0.00424,0.0689649
0.00068,0.08147,0.65904,0.00288,0.25593,0.1598149
0.00174,0.64763,0.34165,0.00445,0.00453,0.0497361
0.00386,0.08242,0.66061,0.00295,0.25017,0.1648608
0.15360,0.16847,0.67459,0.00193,0.00142,0.1468824
0.00280,0.00364,0.00471,0.69933,0.28952,0.0386787
0.00301,0.09373,0.66702,0.00253,0.23371,0.1602112
0.00328,0.24449,0.16875,0.58319,0.00028,0.0952662
