  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.10500,0.59500,0.00000,0.30000,0.08397,0.00543,1.60634
  3,0.00000,0.28000,0.21000,0.00000,0.51000,0.08080,0.00385,1.82243
  4,0.00000,0.32000,0.51000,0.17000,0.00000,0.08701,0.00251,0.81942
  5,0.00000,0.15500,0.47500,0.37000,0.00000,0.09163,0.00243,0.90571
  6,0.00000,0.19500,0.36000,0.44500,0.00000,0.09185,0.00276,1.11488
  7,0.00000,0.11500,0.37500,0.46500,0.04500,0.09278,0.00215,0.78389
  8,0.00000,0.15000,0.40500,0.44500,0.00000,0.09313,0.00205,0.81432
  9,0.00000,0.19500,0.36500,0.44000,0.00000,0.09763,0.00203,0.79676
 10,0.33000,0.03500,0.59000,0.04500,0.00000,0.10082,0.00250,0.75547
 10,0.32500,0.04000,0.58500,0.05000,0.00000,0.10082,0.00250,0.75547
 10,0.32500,0.04000,0.58500,0.05000,0.00000,0.10082,0.00250,0.75547
 11,0.12500,0.28000,0.59500,0.00000,0.00000,0.13518,0.00297,0.58589
 12,0.09500,0.09500,0.60000,0.00000,0.21000,0.14995,0.00325,0.50144
 13,0.04500,0.12000,0.63000,0.00000,0.20500,0.15066,0.00312,0.49433
 14,0.01000,0.14500,0.63500,0.00000,0.21000,0.15344,0.00312,0.49843
 15,0.01500,0.13500,0.64000,0.00000,0.21000,0.15357,0.00296,0.49439
 16,0.03000,0.13000,0.64000,0.00000,0.20000,0.15365,0.00279,0.48074
 17,0.00000,0.10500,0.65000,0.00000,0.24500,0.15470,0.00318,0.51323
 18,0.00000,0.10500,0.65000,0.00000,0.24500,0.15468,0.00296,0.50965
 19,0.00000,0.10500,0.63500,0.00000,0.26000,0.15551,0.00301,0.51750
 20,0.00000,0.10500,0.63500,0.00000,0.26000,0.15551,0.00283,0.50533
 21,0.00000,0.10500,0.63500,0.00000,0.26000,0.15523,0.00273,0.49696
 22,0.00000,0.10000,0.63500,0.00000,0.26500,0.15529,0.00261,0.49444
 23,0.00000,0.10500,0.63500,0.00000,0.26000,0.15532,0.00250,0.49122
 24,0.00000,0.10500,0.63500,0.00000,0.26000,0.15623,0.00250,0.48984
 25,0.00000,0.10500,0.63500,0.00000,0.26000,0.15616,0.00249,0.49352
 26,0.00000,0.10500,0.63500,0.00000,0.26000,0.15619,0.00254,0.49938
 27,0.00000,0.10500,0.63500,0.00000,0.26000,0.15611,0.00251,0.50518
 28,0.00000,0.10500,0.63500,0.00000,0.26000,0.15626,0.00254,0.50487
 29,0.00000,0.10500,0.63500,0.00000,0.26000,0.15624,0.00249,0.50527
 30,0.00000,0.42500,0.00000,0.57500,0.00000,0.14634,0.00350,0.46699
 30,0.00000,0.10500,0.63500,0.00000,0.26000,0.15666,0.00350,0.46699
