  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.12000,0.21000,0.15000,0.30500,0.21500,0.06854,0.00241,0.19444
  2,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00008,0.00241,0.19444
  3,0.04500,0.17000,0.45000,0.29500,0.04000,0.11436,0.00559,0.48387
  4,0.04000,0.19000,0.46500,0.28000,0.02500,0.11587,0.00474,0.52761
  5,0.09000,0.26500,0.52000,0.12500,0.00000,0.12880,0.00512,0.60416
  6,0.21000,0.13000,0.53500,0.10500,0.02000,0.13244,0.00412,0.54072
  7,0.15000,0.16000,0.55000,0.12000,0.02000,0.13001,0.00344,0.52139
  8,0.05000,0.06500,0.72000,0.00000,0.16500,0.14938,0.00448,0.57900
  9,0.01500,0.02000,0.69500,0.00000,0.27000,0.15318,0.00484,0.60378
 10,0.00000,0.03000,0.72500,0.00000,0.24500,0.15492,0.00534,0.62859
 11,0.00000,0.02500,0.72500,0.00000,0.25000,0.15477,0.00475,0.62379
 12,0.00000,0.12000,0.66500,0.00000,0.21500,0.16064,0.00477,0.58669
 13,0.00000,0.12000,0.66500,0.00000,0.21500,0.16055,0.00436,0.58469
 14,0.00000,0.11500,0.66500,0.00000,0.22000,0.16039,0.00418,0.57329
 15,0.00000,0.12000,0.66500,0.00000,0.21500,0.16028,0.00402,0.58210
 16,0.00000,0.11000,0.68000,0.00000,0.21000,0.15967,0.00405,0.59684
 17,0.00000,0.10500,0.68000,0.00000,0.21500,0.15970,0.00381,0.59066
 18,0.00000,0.10500,0.68000,0.00000,0.21500,0.15963,0.00362,0.59641
 19,0.00000,0.10000,0.66000,0.00500,0.23500,0.15926,0.00300,0.53659
 20,0.00000,0.10000,0.65500,0.01500,0.23000,0.15950,0.00284,0.51701
 21,0.00000,0.41000,0.00000,0.59000,0.00000,0.14372,0.00394,0.47734
 21,0.00000,0.10000,0.66000,0.02000,0.22000,0.16070,0.00394,0.47734
 22,0.00000,0.43500,0.00000,0.56500,0.00000,0.14358,0.00386,0.48091
 22,0.00000,0.10000,0.66000,0.01500,0.22500,0.16066,0.00386,0.48091
 23,0.00000,0.43000,0.00000,0.57000,0.00000,0.14351,0.00362,0.47715
 23,0.00000,0.10000,0.66000,0.02000,0.22000,0.16063,0.00362,0.47715
 24,0.00000,0.43000,0.00000,0.57000,0.00000,0.14343,0.00344,0.47609
 24,0.00000,0.10000,0.66000,0.02000,0.22000,0.16060,0.00344,0.47609
 25,0.00000,0.43000,0.00000,0.57000,0.00000,0.14343,0.00361,0.48355
 25,0.00000,0.09000,0.67000,0.00000,0.24000,0.16000,0.00361,0.48355
 26,0.00000,0.43500,0.00000,0.56500,0.00000,0.14305,0.00430,0.47777
 26,0.00000,0.10000,0.66000,0.00000,0.24000,0.15957,0.00430,0.47777
 27,0.00000,0.48000,0.00000,0.52000,0.00000,0.14733,0.00474,0.48632
 27,0.00000,0.10000,0.66000,0.00000,0.24000,0.15963,0.00474,0.48632
 28,0.00000,0.48000,0.00000,0.52000,0.00000,0.14734,0.00475,0.48615
 28,0.00000,0.10000,0.65500,0.00000,0.24500,0.15859,0.00475,0.48615
 29,0.00000,0.48000,0.00000,0.52000,0.00000,0.14729,0.00453,0.47663
 29,0.00000,0.09500,0.66500,0.00000,0.24000,0.15915,0.00453,0.47663
 29,0.00000,0.00000,0.00000,0.00000,1.00000,0.00073,0.00453,0.47663
 30,0.00000,0.48000,0.00000,0.52000,0.00000,0.14710,0.00495,0.44867
 30,0.00000,0.09500,0.66000,0.00000,0.24500,0.15921,0.00495,0.44867
 30,0.00000,0.00000,0.00000,0.00000,1.00000,0.00096,0.00495,0.44867
 31,0.00000,0.48000,0.00000,0.52000,0.00000,0.14724,0.00490,0.45143
 31,0.00000,0.09500,0.66500,0.00000,0.24000,0.15926,0.00490,0.45143
 31,0.00000,0.00000,0.00000,0.00000,1.00000,0.00087,0.00490,0.45143
 32,0.00000,0.48000,0.00000,0.52000,0.00000,0.14718,0.00500,0.46038
 32,0.00000,0.09500,0.66500,0.00000,0.24000,0.15917,0.00500,0.46038
 32,0.00000,0.00000,0.00000,0.00000,1.00000,0.00093,0.00500,0.46038
 33,0.00000,0.48000,0.00000,0.52000,0.00000,0.14719,0.00508,0.46765
 33,0.00000,0.09500,0.66500,0.00000,0.24000,0.15910,0.00508,0.46765
 33,0.00000,0.00000,0.00000,0.00000,1.00000,0.00094,0.00508,0.46765
 34,0.00000,0.48000,0.00000,0.52000,0.00000,0.14732,0.00506,0.46697
 34,0.00000,0.09000,0.66500,0.00000,0.24500,0.15908,0.00506,0.46697
 34,0.00000,0.00000,0.00000,0.00000,1.00000,0.00094,0.00506,0.46697
 35,0.00000,0.48000,0.00000,0.52000,0.00000,0.14745,0.00497,0.46143
 35,0.00000,0.10000,0.66000,0.00000,0.24000,0.15879,0.00497,0.46143
 35,0.00000,0.00000,0.00000,0.00000,1.00000,0.00096,0.00497,0.46143
 36,0.00000,0.48000,0.00000,0.52000,0.00000,0.14741,0.00530,0.44868
 36,0.00000,0.11000,0.65000,0.00000,0.24000,0.15883,0.00530,0.44868
 36,0.00000,0.00000,0.00000,0.00000,1.00000,0.00096,0.00530,0.44868
 37,0.00000,0.48000,0.00000,0.52000,0.00000,0.14735,0.00531,0.45310
 37,0.00000,0.11000,0.65000,0.00000,0.24000,0.15878,0.00531,0.45310
 37,0.00000,0.00000,0.00000,0.00000,1.00000,0.00101,0.00531,0.45310
 38,0.00000,0.48000,0.00000,0.52000,0.00000,0.14721,0.00537,0.45830
 38,0.00000,0.11000,0.65000,0.00000,0.24000,0.15873,0.00537,0.45830
 38,0.00000,0.00000,0.00000,0.00000,1.00000,0.00102,0.00537,0.45830
 39,0.22000,0.07500,0.70500,0.00000,0.00000,0.15306,0.00525,0.45156
 39,0.00000,0.48000,0.00000,0.52000,0.00000,0.14721,0.00525,0.45156
 39,0.00000,0.09500,0.65500,0.00000,0.25000,0.15861,0.00525,0.45156
 39,0.00000,0.00000,0.00000,0.00000,1.00000,0.00102,0.00525,0.45156
 40,0.22500,0.06500,0.71000,0.00000,0.00000,0.15422,0.00506,0.40993
 40,0.00000,0.47500,0.00000,0.52500,0.00000,0.14611,0.00506,0.40993
 40,0.00000,0.09000,0.65500,0.00000,0.25500,0.15959,0.00506,0.40993
 40,0.00000,0.00000,0.00000,0.00000,1.00000,0.00071,0.00506,0.40993
 41,0.22500,0.06500,0.71000,0.00000,0.00000,0.15420,0.00507,0.41083
 41,0.00000,0.47500,0.00000,0.52500,0.00000,0.14609,0.00507,0.41083
 41,0.00000,0.09000,0.65500,0.00000,0.25500,0.15966,0.00507,0.41083
 41,0.00000,0.00000,0.00000,0.00000,1.00000,0.00071,0.00507,0.41083
 42,0.22000,0.07000,0.71000,0.00000,0.00000,0.15421,0.00492,0.40742
 42,0.00000,0.47500,0.00000,0.52500,0.00000,0.14605,0.00492,0.40742
 42,0.00000,0.10000,0.64500,0.00000,0.25500,0.15948,0.00492,0.40742
 42,0.00000,0.00000,0.00000,0.00000,1.00000,0.00075,0.00492,0.40742
 43,0.22000,0.07500,0.70500,0.00000,0.00000,0.15407,0.00482,0.40407
 43,0.00000,0.47500,0.00000,0.52500,0.00000,0.14588,0.00482,0.40407
 43,0.00000,0.10000,0.64500,0.00000,0.25500,0.15951,0.00482,0.40407
 43,0.00000,0.00000,0.00000,0.00000,1.00000,0.00057,0.00482,0.40407
 44,0.22000,0.07500,0.70500,0.00000,0.00000,0.15397,0.00490,0.40772
 44,0.00000,0.47500,0.00000,0.52500,0.00000,0.14586,0.00490,0.40772
 44,0.00000,0.10000,0.64500,0.00000,0.25500,0.15932,0.00490,0.40772
 44,0.00000,0.00000,0.00000,0.00000,1.00000,0.00054,0.00490,0.40772
 45,0.23000,0.06500,0.70500,0.00000,0.00000,0.15426,0.00435,0.37556
 45,0.00000,0.47500,0.00000,0.52500,0.00000,0.14596,0.00435,0.37556
 45,0.00000,0.09000,0.66000,0.00000,0.25000,0.16057,0.00435,0.37556
 46,0.22500,0.05000,0.72500,0.00000,0.00000,0.15423,0.00425,0.37522
 46,0.00000,0.47500,0.00000,0.52500,0.00000,0.14597,0.00425,0.37522
 46,0.00000,0.09000,0.66000,0.00000,0.25000,0.16044,0.00425,0.37522
 47,0.22000,0.05500,0.72500,0.00000,0.00000,0.15411,0.00425,0.37830
 47,0.00000,0.47500,0.00000,0.52500,0.00000,0.14591,0.00425,0.37830
 47,0.00000,0.09000,0.66000,0.00000,0.25000,0.16040,0.00425,0.37830
 48,0.22000,0.05500,0.72500,0.00000,0.00000,0.15412,0.00429,0.38141
 48,0.00000,0.47500,0.00000,0.52500,0.00000,0.14583,0.00429,0.38141
 48,0.00000,0.09000,0.66000,0.00000,0.25000,0.16035,0.00429,0.38141
 49,0.22000,0.05500,0.72500,0.00000,0.00000,0.15409,0.00423,0.38248
 49,0.00000,0.47500,0.00000,0.52500,0.00000,0.14585,0.00423,0.38248
 49,0.00000,0.09000,0.66000,0.00000,0.25000,0.16032,0.00423,0.38248
 50,0.22000,0.05500,0.72500,0.00000,0.00000,0.15399,0.00415,0.38342
 50,0.00000,0.47500,0.00000,0.52500,0.00000,0.14579,0.00415,0.38342
 50,0.00000,0.09000,0.66000,0.00000,0.25000,0.16028,0.00415,0.38342
 51,0.22000,0.05500,0.72500,0.00000,0.00000,0.15389,0.00413,0.38545
 51,0.00000,0.47500,0.00000,0.52500,0.00000,0.14587,0.00413,0.38545
 51,0.00000,0.09000,0.66000,0.00000,0.25000,0.16013,0.00413,0.38545
 52,0.22000,0.05500,0.72500,0.00000,0.00000,0.15379,0.00406,0.38660
 52,0.00000,0.47500,0.00000,0.52500,0.00000,0.14580,0.00406,0.38660
 52,0.00000,0.09000,0.66000,0.00000,0.25000,0.16009,0.00406,0.38660
 52,0.00000,0.00000,0.00000,0.00000,1.00000,0.00033,0.00406,0.38660
 53,0.22000,0.05500,0.72500,0.00000,0.00000,0.15380,0.00409,0.38896
 53,0.00000,0.47500,0.00000,0.52500,0.00000,0.14562,0.00409,0.38896
 53,0.00000,0.09000,0.66000,0.00000,0.25000,0.16008,0.00409,0.38896
 53,0.00000,0.00000,0.00000,0.00000,1.00000,0.00024,0.00409,0.38896
 54,0.22000,0.05000,0.73000,0.00000,0.00000,0.15382,0.00409,0.39102
 54,0.00000,0.47500,0.00000,0.52500,0.00000,0.14557,0.00409,0.39102
 54,0.00000,0.09000,0.66000,0.00000,0.25000,0.16010,0.00409,0.39102
 54,0.00000,0.00000,0.00000,0.00000,1.00000,0.00024,0.00409,0.39102
 55,0.22000,0.05000,0.73000,0.00000,0.00000,0.15370,0.00410,0.39230
 55,0.00000,0.47500,0.00000,0.52500,0.00000,0.14558,0.00410,0.39230
 55,0.00000,0.09000,0.66000,0.00000,0.25000,0.16021,0.00410,0.39230
 56,0.22000,0.05000,0.73000,0.00000,0.00000,0.15351,0.00417,0.39495
 56,0.00000,0.47500,0.00000,0.52500,0.00000,0.14562,0.00417,0.39495
 56,0.00000,0.09500,0.65500,0.00000,0.25000,0.16012,0.00417,0.39495
 57,0.22000,0.00000,0.78000,0.00000,0.00000,0.18916,0.00507,0.36321
 57,0.00000,0.47500,0.00000,0.52500,0.00000,0.14681,0.00507,0.36321
 57,0.00000,0.10500,0.65000,0.00000,0.24500,0.15979,0.00507,0.36321
 58,0.22000,0.00000,0.78000,0.00000,0.00000,0.18905,0.00502,0.36463
 58,0.00000,0.47500,0.00000,0.52500,0.00000,0.14677,0.00502,0.36463
 58,0.00000,0.10500,0.65000,0.00000,0.24500,0.15976,0.00502,0.36463
 59,0.22000,0.00000,0.78000,0.00000,0.00000,0.18897,0.00494,0.36534
 59,0.00000,0.47500,0.00000,0.52500,0.00000,0.14674,0.00494,0.36534
 59,0.00000,0.10500,0.65000,0.00000,0.24500,0.15975,0.00494,0.36534
 60,0.22000,0.00000,0.78000,0.00000,0.00000,0.18872,0.00488,0.36676
 60,0.00000,0.47500,0.00000,0.52500,0.00000,0.14658,0.00488,0.36676
 60,0.00000,0.10500,0.64500,0.00000,0.25000,0.15964,0.00488,0.36676
 61,0.22000,0.00000,0.78000,0.00000,0.00000,0.18856,0.00495,0.36931
 61,0.00000,0.48000,0.00000,0.52000,0.00000,0.14736,0.00495,0.36931
 61,0.00000,0.10500,0.65000,0.00000,0.24500,0.15965,0.00495,0.36931
 62,0.22000,0.00000,0.78000,0.00000,0.00000,0.18843,0.00499,0.37224
 62,0.00000,0.48000,0.00000,0.52000,0.00000,0.14737,0.00499,0.37224
 62,0.00000,0.10500,0.65000,0.00000,0.24500,0.15963,0.00499,0.37224
 63,0.22000,0.00000,0.78000,0.00000,0.00000,0.18833,0.00495,0.37382
 63,0.00000,0.48000,0.00000,0.52000,0.00000,0.14734,0.00495,0.37382
 63,0.00000,0.10500,0.65000,0.00000,0.24500,0.15961,0.00495,0.37382
 64,0.22500,0.00000,0.77500,0.00000,0.00000,0.18836,0.00502,0.37431
 64,0.00000,0.48000,0.00000,0.52000,0.00000,0.14741,0.00502,0.37431
 64,0.00000,0.10500,0.65000,0.00000,0.24500,0.15962,0.00502,0.37431
 65,0.22500,0.00000,0.77500,0.00000,0.00000,0.18824,0.00505,0.37667
 65,0.00000,0.48000,0.00000,0.52000,0.00000,0.14729,0.00505,0.37667
 65,0.00000,0.10500,0.65000,0.00000,0.24500,0.15956,0.00505,0.37667
 66,0.22500,0.00000,0.77500,0.00000,0.00000,0.18813,0.00506,0.37791
