  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,0.00000,1.00000,0.00000,0.05658,0.00246,3.38799
  3,0.00000,0.00000,0.00000,0.54000,0.46000,0.05729,0.00134,0.98557
  4,0.17000,0.12500,0.07500,0.55500,0.07500,0.06069,0.00131,0.54931
  5,0.20500,0.19000,0.10500,0.50000,0.00000,0.07372,0.00154,0.63548
  6,0.00000,0.64000,0.00000,0.36000,0.00000,0.12060,0.00387,0.79364
  7,0.00000,0.53000,0.00000,0.47000,0.00000,0.11476,0.00276,0.68806
  8,0.19500,0.08000,0.12500,0.55000,0.05000,0.07928,0.00481,0.25848
  8,0.00000,0.59500,0.00000,0.40500,0.00000,0.15359,0.00481,0.25848
  9,0.00000,0.55000,0.00000,0.45000,0.00000,0.14224,0.00589,0.33207
 10,0.00000,0.55000,0.00000,0.45000,0.00000,0.14201,0.00517,0.33468
 11,0.11500,0.00500,0.29000,0.58500,0.00500,0.09903,0.00527,0.35631
 11,0.00000,0.55000,0.00000,0.45000,0.00000,0.14182,0.00527,0.35631
 12,0.27000,0.00000,0.37500,0.35500,0.00000,0.12080,0.00599,0.38621
 12,0.00000,0.55000,0.00000,0.45000,0.00000,0.14178,0.00599,0.38621
 13,0.09000,0.00000,0.57000,0.15500,0.18500,0.14751,0.00701,0.40697
 13,0.00000,0.54500,0.00000,0.45500,0.00000,0.14176,0.00701,0.40697
 14,0.09500,0.00000,0.60500,0.12000,0.18000,0.14811,0.00681,0.42295
 14,0.00000,0.54500,0.00000,0.45500,0.00000,0.14146,0.00681,0.42295
 15,0.13500,0.00000,0.58000,0.05500,0.23000,0.15241,0.00663,0.42733
 15,0.00000,0.54500,0.00000,0.45500,0.00000,0.14138,0.00663,0.42733
 16,0.11500,0.00000,0.57500,0.10500,0.20500,0.14875,0.00608,0.42207
 16,0.00000,0.55000,0.00000,0.45000,0.00000,0.14124,0.00608,0.42207
 17,0.00000,0.54500,0.00000,0.45500,0.00000,0.14111,0.00683,0.44987
 17,0.00500,0.00000,0.67000,0.02000,0.30500,0.15438,0.00683,0.44987
 18,0.00000,0.54500,0.00000,0.45500,0.00000,0.14091,0.00678,0.46218
 18,0.00500,0.00000,0.68500,0.01000,0.30000,0.15420,0.00678,0.46218
 19,0.00000,0.55000,0.00000,0.45000,0.00000,0.14094,0.00615,0.44568
 19,0.00000,0.07000,0.65500,0.00000,0.27500,0.15700,0.00615,0.44568
 20,0.00000,0.55000,0.00000,0.45000,0.00000,0.14081,0.00553,0.43785
 20,0.00000,0.07000,0.65500,0.00000,0.27500,0.15701,0.00553,0.43785
 21,0.00000,0.55000,0.00000,0.45000,0.00000,0.14084,0.00547,0.43528
 21,0.00000,0.06500,0.66000,0.00000,0.27500,0.15778,0.00547,0.43528
 22,0.00000,0.55000,0.00000,0.45000,0.00000,0.14083,0.00530,0.42433
 22,0.01500,0.08000,0.65500,0.00000,0.25000,0.15758,0.00530,0.42433
 23,0.00000,0.55000,0.00000,0.45000,0.00000,0.14077,0.00535,0.42838
 23,0.00500,0.08000,0.65500,0.00000,0.26000,0.15723,0.00535,0.42838
 24,0.00000,0.55000,0.00000,0.45000,0.00000,0.14084,0.00546,0.42871
 24,0.00000,0.08500,0.66500,0.00000,0.25000,0.15873,0.00546,0.42871
 25,0.00000,0.55000,0.00000,0.45000,0.00000,0.14070,0.00524,0.43163
 25,0.00000,0.08500,0.66500,0.00000,0.25000,0.15868,0.00524,0.43163
 26,0.00000,0.55000,0.00000,0.45000,0.00000,0.14061,0.00516,0.43424
 26,0.00000,0.08000,0.66500,0.00000,0.25500,0.15857,0.00516,0.43424
 27,0.00000,0.55000,0.00000,0.45000,0.00000,0.14060,0.00519,0.43565
 27,0.00000,0.08500,0.66500,0.00000,0.25000,0.15832,0.00519,0.43565
 28,0.00000,0.55000,0.00000,0.45000,0.00000,0.14061,0.00517,0.43478
 28,0.00000,0.08500,0.66500,0.00000,0.25000,0.15858,0.00517,0.43478
