     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.23270,0.20744,0.11276,0.02687,0.42023,0.0524654
0.25232,0.15050,0.17203,0.09566,0.32950,0.0404989
0.00171,0.27387,0.00345,0.00022,0.72075,0.0656887
0.00180,0.78328,0.00191,0.00334,0.20968,0.1039448
0.00387,0.99003,0.00066,0.00110,0.00434,0.0365883
0.00297,0.62271,0.00062,0.00029,0.37340,0.1490163
0.00241,0.50446,0.00118,0.14497,0.34698,0.1417553
0.00247,0.52682,0.10399,0.00446,0.36226,0.1548655
0.00415,0.50346,0.31169,0.00148,0.17921,0.1291957
0.08078,0.54147,0.06446,0.00072,0.31257,0.1647290
0.16699,0.54400,0.06498,0.00276,0.22126,0.1608834
0.13270,0.55006,0.00185,0.00335,0.31205,0.1642605
0.11301,0.54694,0.04545,0.00168,0.29292,0.1573778
0.27742,0.50782,0.00176,0.20926,0.00375,0.1093773
0.28118,0.49838,0.21315,0.00486,0.00243,0.0883243
0.14145,0.55689,0.00412,0.00070,0.29685,0.1636083
0.14455,0.55656,0.00030,0.00089,0.29770,0.1642724
0.14371,0.55723,0.00157,0.00237,0.29513,0.1655870
0.00368,0.21863,0.14749,0.62793,0.00228,0.0169094
0.99053,0.00465,0.00148,0.00241,0.00093,0.0000419
0.14603,0.55917,0.00104,0.00189,0.29187,0.1666544
0.00417,0.03312,0.89594,0.00344,0.06332,0.0700114
0.14837,0.55893,0.00351,0.00031,0.28888,0.1601492
0.12927,0.54919,0.00476,0.02915,0.28762,0.1690324
0.13012,0.54365,0.00430,0.04860,0.27332,0.1653964
0.13261,0.54801,0.00301,0.04495,0.27142,0.1630669
0.13242,0.54357,0.00134,0.03597,0.28671,0.1597253
0.12991,0.55641,0.00472,0.01719,0.29176,0.1589970
0.00334,0.00276,0.64241,0.34839,0.00310,0.0652482
0.13917,0.55255,0.00211,0.00043,0.30574,0.1651945
0.13866,0.55545,0.00161,0.00260,0.30167,0.1715650
0.13675,0.55059,0.00130,0.00089,0.31045,0.1606734
0.14152,0.55779,0.00497,0.00394,0.29178,0.1614423
0.13372,0.55468,0.00299,0.00078,0.30783,0.1633561
0.13654,0.55484,0.00302,0.00210,0.30350,0.1595062
0.11911,0.54835,0.02414,0.01848,0.28992,0.1671232
0.11473,0.54869,0.03170,0.01939,0.28548,0.1607918
0.13846,0.55205,0.00161,0.02160,0.28629,0.1642404
0.13650,0.55461,0.00257,0.02364,0.28268,0.1643152
0.14101,0.55513,0.00136,0.01948,0.28302,0.1675769
0.14605,0.56118,0.00041,0.02033,0.27204,0.1620336
0.13389,0.54618,0.00301,0.02794,0.28898,0.1625882
0.15384,0.56382,0.00013,0.00423,0.27797,0.1626213
0.11736,0.54884,0.02463,0.01491,0.29426,0.1614164
0.14004,0.55058,0.00009,0.01684,0.29246,0.1640240
0.13950,0.54571,0.00043,0.01757,0.29680,0.1657674
0.13685,0.54261,0.00313,0.01928,0.29813,0.1679646
0.13593,0.53698,0.00488,0.02235,0.29986,0.1604724
0.00264,0.00326,0.60853,0.00081,0.38476,0.0590892
0.14791,0.56044,0.00093,0.00010,0.29062,0.1616273
0.13289,0.54644,0.00359,0.02692,0.29017,0.1631887
0.13386,0.54855,0.00120,0.02240,0.29399,0.1652125
0.13252,0.54832,0.00363,0.02499,0.29054,0.1585248
0.12966,0.55197,0.00352,0.00408,0.31077,0.1674744
0.12761,0.54944,0.00281,0.00381,0.31633,0.1633430
0.12977,0.55200,0.00159,0.00166,0.31499,0.1618291
0.13382,0.55620,0.00404,0.00034,0.30561,0.1636642
0.13055,0.55248,0.00452,0.00363,0.30883,0.1637036
0.13161,0.55785,0.00490,0.00151,0.30413,0.1647667
0.13592,0.55852,0.00308,0.00090,0.30158,0.1653527
0.13891,0.55660,0.00163,0.00197,0.30090,0.1609073
0.13668,0.55883,0.00315,0.00133,0.30001,0.1624352
0.12078,0.54966,0.02488,0.00009,0.30459,0.1573082
0.16060,0.55527,0.00487,0.00757,0.27169,0.1589243
0.12535,0.54808,0.00419,0.02785,0.29452,0.1632624
0.12339,0.54844,0.00295,0.02754,0.29768,0.1643559
0.12353,0.54938,0.00324,0.02484,0.29901,0.1625495
0.12253,0.55026,0.00419,0.02359,0.29944,0.1633525
0.12613,0.54862,0.00151,0.02643,0.29730,0.1684357
0.12661,0.55073,0.00140,0.03127,0.28999,0.1625987
0.12134,0.54944,0.00454,0.02762,0.29706,0.1639725
0.12208,0.54580,0.00341,0.02937,0.29934,0.1614155
0.12842,0.55016,0.00145,0.02213,0.29783,0.1678209
0.12326,0.54987,0.00340,0.02778,0.29570,0.1578803
0.12802,0.54679,0.00017,0.01159,0.31343,0.1618252
0.12818,0.55341,0.00343,0.02403,0.29095,0.1698256
0.13026,0.55848,0.00183,0.02582,0.28361,0.1628363
0.12800,0.55840,0.00223,0.02574,0.28563,0.1588728
0.12536,0.54653,0.00331,0.01023,0.31457,0.1647374
0.12726,0.54617,0.00365,0.01023,0.31270,0.1649489
0.12585,0.54859,0.00319,0.00772,0.31464,0.1646467
0.12712,0.54550,0.00440,0.00390,0.31908,0.1659772
0.12463,0.54947,0.00411,0.00049,0.32131,0.1615698
0.12895,0.54445,0.00425,0.00883,0.31351,0.1642918
0.12816,0.54162,0.00460,0.00990,0.31572,0.1646415
0.12708,0.54596,0.00255,0.00612,0.31829,0.1617695
0.13171,0.54230,0.00078,0.02009,0.30512,0.1628389
0.12919,0.54386,0.00497,0.01281,0.30918,0.1601583
0.13167,0.54620,0.00076,0.01691,0.30446,0.1646185
0.13122,0.54671,0.00267,0.01787,0.30153,0.1698401
0.13602,0.54111,0.00011,0.02144,0.30133,0.1682937
0.14109,0.53548,0.00199,0.02506,0.29638,0.1658254
0.14084,0.53202,0.00364,0.02620,0.29730,0.1627648
0.14238,0.53337,0.00220,0.02509,0.29696,0.1703198
0.15214,0.52673,0.00312,0.02551,0.29250,0.1648996
0.15427,0.52732,0.00043,0.02816,0.28982,0.1663644
0.15923,0.52351,0.00195,0.02766,0.28766,0.1600184
0.13992,0.52634,0.00480,0.03055,0.29839,0.1644894
0.14275,0.53081,0.00261,0.03029,0.29353,0.1605458
0.13795,0.53465,0.00030,0.02548,0.30162,0.1667994
0.13634,0.52895,0.00378,0.02710,0.30383,0.1622458
0.13680,0.53418,0.00329,0.02312,0.30260,0.1635779
0.13725,0.53517,0.00134,0.02284,0.30340,0.1657384
0.13757,0.53275,0.00124,0.02376,0.30468,0.1638114
0.00096,0.50054,0.17049,0.16186,0.16615,0.1482787
0.13692,0.53350,0.00052,0.03524,0.29381,0.1625345
0.11845,0.53543,0.02420,0.03563,0.28630,0.1592768
0.14387,0.53716,0.00251,0.00433,0.31213,0.1640756
0.14934,0.53805,0.00030,0.00301,0.30930,0.1656579
0.00395,0.39113,0.22393,0.12090,0.26009,0.1334835
0.14629,0.53495,0.00246,0.00461,0.31169,0.1614243
0.14144,0.54019,0.00000,0.00247,0.31589,0.1584995
0.13134,0.54467,0.00020,0.03682,0.28697,0.1672751
0.13094,0.54441,0.00185,0.04099,0.28181,0.1673497
0.13315,0.54519,0.00159,0.03942,0.28064,0.1638867
0.12808,0.54640,0.00418,0.04025,0.28108,0.1620098
0.12933,0.54309,0.00451,0.04253,0.28055,0.1654331
0.13172,0.54483,0.00181,0.04162,0.28002,0.1679599
0.12689,0.54615,0.00374,0.04570,0.27752,0.1669523
0.12745,0.54567,0.00296,0.04972,0.27420,0.1626925
0.13277,0.54497,0.00001,0.04216,0.28009,0.1666111
0.13104,0.54298,0.00088,0.04596,0.27913,0.1629722
0.00150,0.66379,0.00301,0.32862,0.00309,0.0754936
0.13500,0.54063,0.00335,0.04351,0.27751,0.1642967
0.13551,0.53893,0.00295,0.04461,0.27800,0.1571499
0.13083,0.54470,0.00012,0.03895,0.28540,0.1632229
0.12869,0.54396,0.00296,0.03645,0.28794,0.1637459
0.33593,0.00222,0.65556,0.00139,0.00490,0.1587055
0.44185,0.00185,0.55113,0.00469,0.00048,0.1626233
0.36288,0.00044,0.55937,0.07419,0.00311,0.1415231
0.36200,0.06152,0.57169,0.00211,0.00268,0.1226649
0.55770,0.00435,0.00406,0.43302,0.00087,0.0011563
0.15427,0.54023,0.00364,0.03034,0.27152,0.1645232
0.15682,0.53972,0.00398,0.03044,0.26904,0.1632213
0.15354,0.54099,0.00337,0.03040,0.27169,0.1618845
0.00475,0.55785,0.11807,0.06070,0.25863,0.1565732
0.13965,0.54448,0.00288,0.03279,0.28020,0.1614985
0.14115,0.54385,0.00014,0.03052,0.28434,0.1643038
0.00220,0.00498,0.00121,0.55173,0.43989,0.0007454
0.13349,0.54421,0.00317,0.03666,0.28247,0.1607604
0.14205,0.54388,0.00058,0.02721,0.28628,0.1612155
0.57164,0.42299,0.00359,0.00103,0.00075,0.0605842
0.00462,0.65111,0.25116,0.09141,0.00170,0.0870352
0.11783,0.53701,0.02773,0.03716,0.28027,0.1531618
0.37935,0.00249,0.55471,0.00241,0.06104,0.1446387
0.16284,0.54755,0.00164,0.00772,0.28025,0.1591459
0.12852,0.55104,0.00126,0.02766,0.29151,0.1643745
0.12748,0.55212,0.00388,0.02820,0.28832,0.1622529
0.12571,0.54915,0.00470,0.02953,0.29092,0.1658291
0.12826,0.55114,0.00187,0.02708,0.29165,0.1646916
