  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.01000,0.34000,0.03500,0.11500,0.50000,0.09327,0.00472,0.52906
  3,0.04000,0.34000,0.05500,0.15500,0.41000,0.08972,0.00300,0.45790
  4,0.00000,0.88500,0.00000,0.06000,0.05500,0.18938,0.01434,0.88637
  5,0.00000,0.56500,0.00000,0.11500,0.32000,0.15094,0.00572,0.43816
  6,0.00000,0.56500,0.00000,0.11500,0.32000,0.15090,0.00508,0.45646
  7,0.00000,0.55500,0.11500,0.10500,0.22500,0.16013,0.00524,0.44748
  8,0.01000,0.56500,0.10000,0.11000,0.21500,0.16050,0.00478,0.44780
  9,0.03000,0.56000,0.11000,0.06500,0.23500,0.16144,0.00410,0.42054
 10,0.02000,0.57000,0.08500,0.08500,0.24000,0.15998,0.00394,0.41861
 10,0.00000,0.00000,0.00000,1.00000,0.00000,-0.00496,0.00394,0.41861
 11,0.02000,0.55000,0.11500,0.08000,0.23500,0.15796,0.00433,0.44952
 12,0.03000,0.55000,0.08500,0.08000,0.25500,0.15915,0.00358,0.41268
 13,0.02500,0.55000,0.09000,0.08000,0.25500,0.15878,0.00363,0.41859
 14,0.00000,0.56000,0.09500,0.08000,0.26500,0.15811,0.00393,0.43178
 15,0.00000,0.55500,0.10000,0.08000,0.26500,0.15827,0.00393,0.43292
 16,0.00000,0.56000,0.09500,0.08000,0.26500,0.15814,0.00389,0.43341
 17,0.01500,0.56000,0.09000,0.08000,0.25500,0.15809,0.00334,0.42349
 18,0.03500,0.55000,0.08500,0.08000,0.25000,0.15743,0.00332,0.42376
 19,0.04500,0.55000,0.08000,0.07500,0.25000,0.15771,0.00325,0.42307
 20,0.07000,0.54500,0.06500,0.07000,0.25000,0.15951,0.00311,0.41240
 21,0.07500,0.54500,0.06500,0.06500,0.25000,0.15963,0.00308,0.41366
 22,0.05000,0.55000,0.07500,0.07500,0.25000,0.15824,0.00311,0.42075
 23,0.05000,0.55000,0.07500,0.07500,0.25000,0.15812,0.00313,0.42256
 24,0.05000,0.55000,0.07500,0.07500,0.25000,0.15811,0.00313,0.42276
 25,0.05000,0.55000,0.07500,0.07500,0.25000,0.15836,0.00309,0.42009
 26,0.05000,0.55000,0.08000,0.07500,0.24500,0.15840,0.00308,0.41967
 27,0.04500,0.55500,0.07500,0.07500,0.25000,0.15799,0.00313,0.42606
 28,0.04500,0.55500,0.07500,0.07500,0.25000,0.15794,0.00313,0.42644
 29,0.05000,0.56000,0.07000,0.07500,0.24500,0.15819,0.00309,0.42639
 30,0.05000,0.56000,0.07000,0.07500,0.24500,0.15842,0.00306,0.42706
 31,0.05000,0.56500,0.06500,0.07500,0.24500,0.15849,0.00305,0.42762
 32,0.05000,0.56000,0.07000,0.07500,0.24500,0.15843,0.00305,0.42793
 33,0.05500,0.57000,0.06000,0.07500,0.24000,0.15895,0.00304,0.42706
 34,0.05500,0.57000,0.06000,0.07500,0.24000,0.15898,0.00303,0.42749
 35,0.05500,0.57500,0.05500,0.07500,0.24000,0.15920,0.00304,0.42748
 36,0.05500,0.57500,0.05500,0.07500,0.24000,0.15930,0.00305,0.42761
 37,0.05500,0.57500,0.05500,0.07500,0.24000,0.15930,0.00274,0.42221
 38,0.05500,0.58000,0.05000,0.07500,0.24000,0.15957,0.00275,0.42202
 39,0.05500,0.58000,0.05000,0.07500,0.24000,0.15960,0.00275,0.42218
 40,0.05500,0.58000,0.04500,0.08000,0.24000,0.15963,0.00291,0.42172
 40,0.00000,0.00000,0.99500,0.00000,0.00500,0.06749,0.00291,0.42172
 41,0.06000,0.58000,0.04500,0.07500,0.24000,0.15964,0.00288,0.42252
 41,0.00000,0.00000,0.81000,0.18000,0.01000,0.07454,0.00288,0.42252
 42,0.05500,0.58000,0.04500,0.08000,0.24000,0.15964,0.00274,0.42323
 42,0.00000,0.00000,0.76500,0.14500,0.09000,0.07753,0.00274,0.42323
 43,0.05500,0.57500,0.05500,0.07500,0.24000,0.15937,0.00269,0.42181
 43,0.00000,0.00000,0.76500,0.14500,0.09000,0.07761,0.00269,0.42181
 44,0.05500,0.57500,0.05500,0.07500,0.24000,0.15932,0.00269,0.42206
 44,0.00000,0.00000,0.76500,0.14500,0.09000,0.07762,0.00269,0.42206
 45,0.05000,0.58000,0.05500,0.07500,0.24000,0.15939,0.00269,0.42188
 45,0.00000,0.00000,0.76500,0.14500,0.09000,0.07760,0.00269,0.42188
 46,0.05000,0.57500,0.05500,0.07500,0.24500,0.15924,0.00268,0.42250
 46,0.00000,0.00000,0.76500,0.14500,0.09000,0.07764,0.00268,0.42250
 47,0.05000,0.57500,0.05500,0.07500,0.24500,0.15918,0.00268,0.42286
 47,0.00000,0.00000,0.76500,0.14500,0.09000,0.07761,0.00268,0.42286
 48,0.05000,0.57500,0.05500,0.07500,0.24500,0.15903,0.00269,0.42361
 48,0.00000,0.00000,0.76500,0.14500,0.09000,0.07760,0.00269,0.42361
 49,0.05000,0.57500,0.05500,0.07500,0.24500,0.15905,0.00269,0.42351
 49,0.00000,0.00000,0.76500,0.14500,0.09000,0.07761,0.00269,0.42351
 50,0.05000,0.57500,0.05500,0.07500,0.24500,0.15911,0.00268,0.42315
 50,0.00000,0.00000,0.76500,0.14500,0.09000,0.07763,0.00268,0.42315
