     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.08858,0.27478,0.08339,0.14722,0.40603,0.0883996
0.29011,0.10317,0.21167,0.23204,0.16301,0.0406833
0.00097,0.25867,0.00456,0.00452,0.73129,0.0585266
0.00195,0.51959,0.00197,0.13573,0.34077,0.1494330
0.00209,0.96997,0.00159,0.01788,0.00846,0.0396238
0.00445,0.60882,0.00447,0.00346,0.37880,0.1444906
0.00103,0.55219,0.13106,0.10225,0.21346,0.1603306
0.16013,0.55424,0.04646,0.09112,0.14806,0.1505292
0.00406,0.55104,0.08144,0.26445,0.09900,0.1297148
0.04647,0.55403,0.13843,0.03066,0.23040,0.1552117
0.00841,0.58320,0.07453,0.09170,0.24216,0.1546882
0.06884,0.51943,0.36339,0.03664,0.01171,0.0893858
0.03452,0.54696,0.08425,0.07987,0.25439,0.1579358
0.04250,0.54902,0.08048,0.07803,0.24997,0.1539704
0.00421,0.54833,0.10310,0.07399,0.27037,0.1585046
0.00346,0.54868,0.10505,0.07320,0.26960,0.1575480
0.53645,0.45509,0.00127,0.00396,0.00323,0.0701048
0.00190,0.56405,0.09389,0.08359,0.25657,0.1517539
0.06171,0.54781,0.06877,0.07103,0.25068,0.1586954
0.06615,0.54706,0.06817,0.07082,0.24780,0.1662772
0.10355,0.54020,0.04510,0.04715,0.26400,0.1591458
0.08752,0.54343,0.05296,0.06058,0.25551,0.1491122
0.05483,0.54624,0.07600,0.08017,0.24277,0.1569969
0.05282,0.54918,0.07689,0.07406,0.24705,0.1580416
0.05549,0.54894,0.07563,0.07532,0.24462,0.1611808
0.05643,0.54791,0.07530,0.07894,0.24142,0.1588831
0.05659,0.54284,0.08143,0.07423,0.24491,0.1520444
0.05032,0.57001,0.05903,0.07719,0.24345,0.1569516
0.05231,0.56420,0.06698,0.07319,0.24332,0.1616284
0.05076,0.57253,0.06120,0.07192,0.24358,0.1609079
0.05410,0.57748,0.05423,0.07448,0.23970,0.1588303
0.05461,0.57551,0.05425,0.07562,0.24001,0.1575420
0.05540,0.57453,0.05783,0.07369,0.23855,0.1649963
0.05479,0.58511,0.04408,0.07628,0.23973,0.1590180
0.05308,0.58352,0.04834,0.07670,0.23836,0.1612154
0.05326,0.58585,0.04407,0.07858,0.23823,0.1601611
0.00251,0.00326,0.00024,0.99287,0.00113,0.0000000
0.05459,0.58533,0.04056,0.08031,0.23922,0.1621641
0.05836,0.58674,0.03451,0.08158,0.23881,0.1597753
0.00455,0.00087,0.98934,0.00207,0.00317,0.0676336
0.00005,0.00161,0.62408,0.37262,0.00164,0.0666806
0.00114,0.00468,0.63289,0.00076,0.36053,0.0618159
0.07340,0.59136,0.01505,0.08242,0.23777,0.1559845
0.05617,0.58549,0.04895,0.07101,0.23838,0.1584042
0.05175,0.58556,0.05248,0.07068,0.23953,0.1606185
0.05674,0.58550,0.05251,0.06915,0.23610,0.1563892
0.05135,0.57991,0.04598,0.08316,0.23961,0.1577616
0.05167,0.58003,0.05217,0.07407,0.24207,0.1554018
0.05227,0.57620,0.05211,0.07813,0.24129,0.1594742
0.04966,0.57822,0.05105,0.07948,0.24158,0.1606918
0.04921,0.57857,0.04833,0.08166,0.24223,0.1595758
0.05056,0.58055,0.04936,0.07741,0.24212,0.1566301
0.05178,0.57710,0.05012,0.07756,0.24344,0.1629694
0.05164,0.57875,0.04647,0.08263,0.24051,0.1563036
0.06074,0.58189,0.05913,0.05523,0.24301,0.1563900
0.05074,0.57212,0.04506,0.08724,0.24484,0.1593925
0.05361,0.57285,0.04502,0.08748,0.24104,0.1593108
0.04853,0.57459,0.04824,0.08660,0.24204,0.1636197
0.04844,0.57475,0.04032,0.09256,0.24394,0.1539930
0.04653,0.57501,0.05837,0.07726,0.24283,0.1516403
0.05505,0.57085,0.04771,0.08250,0.24388,0.1604671
0.05491,0.56795,0.04468,0.08651,0.24594,0.1590817
0.99020,0.00125,0.00167,0.00298,0.00391,0.0000002
0.05444,0.57020,0.05060,0.08234,0.24241,0.1602156
0.05629,0.56825,0.04726,0.08406,0.24414,0.1675605
0.06409,0.57059,0.03050,0.09176,0.24306,0.1596342
0.06260,0.56710,0.03413,0.09247,0.24370,0.1599606
0.06707,0.56955,0.02556,0.09369,0.24413,0.1634201
0.08346,0.57271,0.00443,0.09718,0.24222,0.1618584
0.08678,0.57107,0.00103,0.10069,0.24043,0.1600853
0.08402,0.56813,0.00162,0.10161,0.24463,0.1594834
0.08427,0.57021,0.00282,0.09712,0.24558,0.1646242
0.08751,0.56669,0.00076,0.10136,0.24369,0.1690410
0.09745,0.55926,0.00155,0.10511,0.23662,0.1534920
0.08177,0.57230,0.00354,0.09880,0.24358,0.1606387
0.00471,0.49091,0.19770,0.00100,0.30567,0.1547922
0.00295,0.38844,0.34459,0.00185,0.26217,0.1286883
0.08578,0.57012,0.00210,0.10347,0.23853,0.1642715
0.09174,0.56687,0.00220,0.10547,0.23372,0.1631510
0.09221,0.56654,0.00191,0.10711,0.23224,0.1628408
0.09234,0.56774,0.00076,0.10827,0.23088,0.1593579
0.09023,0.56371,0.00475,0.11097,0.23034,0.1640232
0.09139,0.56489,0.00162,0.11414,0.22797,0.1663431
0.09493,0.56262,0.00024,0.12179,0.22042,0.1611523
0.09502,0.56028,0.00145,0.12184,0.22140,0.1636125
0.09427,0.55887,0.00021,0.12624,0.22042,0.1636488
0.09272,0.55651,0.00261,0.12835,0.21981,0.1605991
0.09218,0.56213,0.00159,0.12146,0.22265,0.1617958
0.09180,0.55886,0.00130,0.12502,0.22302,0.1621350
0.09462,0.55655,0.00276,0.12403,0.22205,0.1592670
0.24396,0.46524,0.00449,0.28534,0.00097,0.1092239
0.08967,0.56502,0.00278,0.11100,0.23154,0.1589458
0.09004,0.56937,0.00186,0.10836,0.23037,0.1590580
0.08898,0.56556,0.00196,0.11133,0.23218,0.1597049
0.00400,0.58189,0.15083,0.00003,0.26324,0.1507313
0.08705,0.56747,0.00021,0.11001,0.23526,0.1612939
0.08867,0.56381,0.00295,0.10785,0.23672,0.1570800
0.34502,0.00403,0.64852,0.00052,0.00189,0.1584377
0.44320,0.00050,0.55039,0.00400,0.00191,0.1661826
0.44197,0.00195,0.55401,0.00177,0.00031,0.1677235
0.44278,0.00255,0.55413,0.00003,0.00051,0.1612247
0.40150,0.05435,0.54093,0.00320,0.00002,0.1275918
0.39524,0.00020,0.54866,0.00226,0.05364,0.1410685
0.37684,0.00358,0.54512,0.07380,0.00066,0.1370953
