     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.23402,0.18528,0.29255,0.03284,0.25531,0.0661059
0.28353,0.24471,0.29773,0.09951,0.07451,0.0697927
0.00483,0.00353,0.00197,0.98724,0.00242,0.0000006
0.00120,0.20054,0.79432,0.00203,0.00191,0.0500766
0.14296,0.74611,0.10494,0.00239,0.00360,0.0892248
0.99182,0.00165,0.00369,0.00071,0.00212,0.0000006
0.00084,0.67096,0.00021,0.00203,0.32596,0.1301812
0.00062,0.51025,0.00285,0.22891,0.25737,0.1338627
0.00332,0.40987,0.00490,0.01882,0.56310,0.1223294
0.00105,0.00150,0.00068,0.37769,0.61908,0.0001231
0.15653,0.50886,0.00037,0.01211,0.32214,0.1565960
0.34930,0.46640,0.00214,0.00480,0.17736,0.1169685
0.03764,0.50291,0.16691,0.00134,0.29121,0.1531863
0.09954,0.46640,0.06036,0.07710,0.29660,0.1520052
0.00344,0.48055,0.29453,0.21938,0.00209,0.0995448
0.20428,0.40513,0.00453,0.38312,0.00294,0.0852497
0.00023,0.00004,0.52399,0.47239,0.00336,0.0568030
0.00360,0.47994,0.13765,0.00170,0.37711,0.1544104
0.00010,0.40402,0.16865,0.11456,0.31267,0.1418753
0.10353,0.49831,0.06923,0.00053,0.32840,0.1559142
0.50898,0.00188,0.00124,0.48784,0.00006,0.0003926
0.00149,0.27606,0.00316,0.51091,0.20837,0.0582212
0.19427,0.39253,0.00368,0.00270,0.40682,0.1129275
0.00389,0.00430,0.59939,0.00278,0.38964,0.0555218
0.00102,0.40315,0.37382,0.00182,0.22019,0.1245533
0.33234,0.00045,0.66615,0.00084,0.00022,0.1589843
0.44343,0.00452,0.54370,0.00445,0.00391,0.1556172
0.15430,0.58421,0.00140,0.06449,0.19560,0.1555463
0.32375,0.00175,0.59230,0.00385,0.07835,0.1366814
0.31034,0.00290,0.57611,0.10708,0.00356,0.1190395
0.00443,0.00148,0.00452,0.00370,0.98586,0.0000000
0.60315,0.00076,0.38992,0.00491,0.00125,0.1401546
0.12736,0.55398,0.07409,0.00420,0.24037,0.1602799
0.36275,0.63027,0.00153,0.00490,0.00056,0.1046344
0.00412,0.00062,0.32930,0.38421,0.28175,0.0137391
0.00486,0.63461,0.00236,0.35659,0.00158,0.0760670
0.14263,0.54173,0.00434,0.10059,0.21070,0.1633715
0.00052,0.55019,0.14262,0.06432,0.24235,0.1559599
0.13356,0.53741,0.12777,0.00078,0.20049,0.1420600
0.07377,0.53649,0.00296,0.06956,0.31722,0.1580950
0.66490,0.00478,0.00078,0.00049,0.32905,0.0000172
0.69189,0.30256,0.00104,0.00451,0.00000,0.0292893
0.00327,0.16437,0.22360,0.60837,0.00039,0.0155233
0.00210,0.00070,0.30550,0.00140,0.69031,0.0119717
0.15617,0.53043,0.00148,0.12988,0.18205,0.1553244
0.33031,0.08691,0.57628,0.00281,0.00369,0.1066902
0.24886,0.57888,0.00115,0.17105,0.00006,0.1205101
0.00340,0.56219,0.17784,0.00031,0.25626,0.1493103
0.14594,0.59327,0.00415,0.00134,0.25530,0.1600253
0.08478,0.53759,0.00073,0.06191,0.31499,0.1627118
0.17619,0.00014,0.00357,0.60704,0.21307,0.0001035
0.00388,0.00009,0.98797,0.00442,0.00365,0.0674451
0.14969,0.45893,0.00214,0.14459,0.24465,0.1560644
0.39977,0.00295,0.00452,0.26975,0.32301,0.0003252
0.00207,0.00193,0.78011,0.21571,0.00018,0.0612174
0.08377,0.51940,0.08357,0.11351,0.19975,0.1564647
0.05392,0.52217,0.00239,0.07695,0.34457,0.1521821
0.50127,0.00035,0.38460,0.00481,0.10898,0.0942865
0.62566,0.00492,0.20588,0.16333,0.00020,0.0622200
0.27991,0.00011,0.30499,0.41131,0.00369,0.0335838
0.00307,0.59218,0.40081,0.00394,0.00000,0.0696008
0.08922,0.50331,0.09379,0.12312,0.19056,0.1513091
0.00164,0.37385,0.00194,0.18785,0.43472,0.1129129
0.00103,0.39022,0.20224,0.00021,0.40630,0.1318403
0.00107,0.23237,0.44585,0.21970,0.10102,0.0717755
0.14669,0.59189,0.00441,0.00100,0.25600,0.1592563
0.12443,0.58937,0.00162,0.07441,0.21017,0.1594258
0.29118,0.00089,0.00197,0.00289,0.70306,0.0000001
0.00377,0.99195,0.00153,0.00052,0.00224,0.0348962
0.44156,0.32248,0.00348,0.22827,0.00421,0.0631001
0.00154,0.54989,0.00168,0.00428,0.44262,0.1459062
0.24882,0.00416,0.74033,0.00296,0.00372,0.1394609
0.13434,0.57398,0.00100,0.06815,0.22253,0.1590007
0.14988,0.58598,0.00067,0.00321,0.26026,0.1658755
0.05707,0.43086,0.11551,0.21488,0.18168,0.1380178
0.11783,0.60225,0.00165,0.07707,0.20120,0.1612811
0.00121,0.54071,0.11202,0.08905,0.25701,0.1565794
0.15949,0.50210,0.00440,0.11382,0.22020,0.1593792
0.10702,0.61165,0.00086,0.09128,0.18920,0.1560572
0.07581,0.52409,0.05992,0.05266,0.28752,0.1581392
0.33545,0.47743,0.18240,0.00354,0.00118,0.0833236
0.00387,0.53820,0.10780,0.00105,0.34909,0.1579765
0.00049,0.51091,0.17582,0.09564,0.21715,0.1494597
