     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.15815,0.08449,0.41459,0.23684,0.10594,0.1224602
0.28181,0.24278,0.23056,0.10239,0.14246,0.0775465
0.00199,0.00424,0.32683,0.66590,0.00104,0.0821623
0.00238,0.00402,0.77884,0.18614,0.02862,0.0951396
0.00131,0.00162,0.41695,0.23587,0.34426,0.1245211
0.19018,0.00352,0.52907,0.00439,0.27284,0.1317166
0.45594,0.00154,0.53307,0.00892,0.00053,0.0868431
0.00393,0.16977,0.55043,0.00003,0.27584,0.1438457
0.00260,0.41952,0.57560,0.00170,0.00058,0.1048646
0.00174,0.00230,0.45247,0.00327,0.54023,0.0890792
0.00319,0.18377,0.48036,0.14357,0.18910,0.1333768
0.00045,0.00245,0.00304,0.63116,0.36290,0.0348886
0.00119,0.05692,0.67712,0.00173,0.26304,0.1569761
0.57059,0.00066,0.00142,0.42502,0.00231,0.0175016
0.00095,0.99134,0.00252,0.00064,0.00455,0.0000309
0.00129,0.45110,0.00174,0.54254,0.00333,0.1438209
0.00147,0.47829,0.00351,0.35032,0.16642,0.0570544
0.00440,0.27999,0.00013,0.71520,0.00027,0.1255071
0.00123,0.32087,0.19570,0.48117,0.00103,0.0953834
0.09868,0.14176,0.64657,0.00262,0.11037,0.1457085
0.99078,0.00350,0.00173,0.00259,0.00141,0.0144591
0.17177,0.34056,0.00003,0.48562,0.00202,0.0713024
0.52753,0.00017,0.00234,0.00076,0.46919,0.0318905
0.00479,0.00209,0.00249,0.00387,0.98676,0.0000000
0.00035,0.00391,0.61759,0.11590,0.26225,0.1568711
0.59490,0.40092,0.00292,0.00101,0.00025,0.0162716
0.25072,0.26890,0.47719,0.00031,0.00288,0.1260602
0.00485,0.00367,0.54835,0.27725,0.16587,0.1412508
0.00341,0.10079,0.62970,0.06755,0.19855,0.1545858
0.00106,0.36320,0.00499,0.00364,0.62711,0.0000206
0.14594,0.58777,0.26131,0.00173,0.00325,0.0575155
0.60694,0.00463,0.25361,0.00364,0.13118,0.0610719
0.00133,0.00097,0.00374,0.31341,0.68054,0.0095051
0.00148,0.00292,0.71267,0.00021,0.28273,0.1510341
0.32195,0.00240,0.00074,0.33940,0.33551,0.0223811
0.00045,0.19499,0.58285,0.21932,0.00239,0.1031657
0.00107,0.62607,0.00061,0.36917,0.00308,0.1341816
