  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.43500,0.29000,0.07500,0.20000,0.00000,0.07550,0.00314,0.72016
  3,0.25500,0.24000,0.15500,0.23000,0.12000,0.07027,0.00179,0.45051
  4,0.25000,0.24500,0.15500,0.24000,0.11000,0.07029,0.00143,0.48007
  5,0.24500,0.27500,0.08500,0.25000,0.14500,0.07114,0.00117,0.47312
  6,0.11000,0.62000,0.08000,0.04000,0.15000,0.15103,0.00474,0.48600
  7,0.12000,0.60000,0.07500,0.05500,0.15000,0.14612,0.00403,0.47954
  8,0.10500,0.61500,0.00000,0.07000,0.21000,0.15512,0.00391,0.45653
  9,0.09000,0.61500,0.00000,0.07000,0.22500,0.15726,0.00394,0.47862
 10,0.15000,0.57000,0.00000,0.00000,0.28000,0.16784,0.00402,0.44417
 11,0.15000,0.58500,0.00000,0.00000,0.26500,0.16450,0.00363,0.43644
 12,0.13000,0.58000,0.00000,0.00000,0.29000,0.16493,0.00354,0.44308
 13,0.13000,0.58000,0.00000,0.00000,0.29000,0.16544,0.00359,0.44795
 14,0.13500,0.58000,0.00000,0.00000,0.28500,0.16603,0.00368,0.45398
 15,0.12500,0.58000,0.00000,0.00000,0.29500,0.16523,0.00347,0.44205
 16,0.12500,0.58000,0.00000,0.00000,0.29500,0.16549,0.00344,0.43985
 17,0.12500,0.58000,0.00000,0.00000,0.29500,0.16525,0.00346,0.44254
 18,0.12500,0.58000,0.00000,0.00000,0.29500,0.16507,0.00347,0.44349
 19,0.12500,0.58000,0.00000,0.00000,0.29500,0.16509,0.00358,0.45197
 19,0.03500,0.01000,0.92500,0.03000,0.00000,0.06840,0.00358,0.45197
 20,0.13000,0.58000,0.00000,0.00000,0.29000,0.16480,0.00359,0.45270
 20,0.03500,0.00500,0.92500,0.03500,0.00000,0.06839,0.00359,0.45270
 21,0.12500,0.58000,0.00000,0.00000,0.29500,0.16437,0.00357,0.45220
 21,0.03500,0.00500,0.93000,0.03000,0.00000,0.06837,0.00357,0.45220
 22,0.12000,0.58500,0.00000,0.00000,0.29500,0.16485,0.00361,0.45218
 22,0.03000,0.01000,0.93000,0.03000,0.00000,0.06831,0.00361,0.45218
