	Iteration	Pt	Pd	Au	Ru	Rh	Ir	Re	Os	Activity
28	29	0.45	0.29	0.25	0.0	0.0	0.0	0.0	0.01	-1.0100196135059791
29	30	0.45	0.39	0.15	0.0	0.0	0.0	0.01	0.0	-0.8891591946239339
30	31	0.42	0.32	0.23	0.0	0.02	0.0	0.01	0.0	-0.9842532959736763
31	32	0.44	0.36	0.16	0.04	0.0	0.0	0.0	0.0	-0.9237129621269604
32	33	0.05	0.01	0.0	0.0	0.93	0.0	0.0	0.01	-0.31109474458932074
33	34	0.42	0.27	0.3	0.0	0.0	0.0	0.0	0.01	-1.0335544186501548
34	35	0.42	0.28	0.24	0.01	0.0	0.05	0.0	0.0	-0.9510773757939164
35	36	0.19	0.01	0.75	0.04	0.0	0.0	0.01	0.0	-0.34061201546579817
36	37	0.42	0.3	0.24	0.03	0.0	0.0	0.01	0.0	-1.0027954442879334
37	38	0.43	0.32	0.24	0.01	0.0	0.0	0.0	0.0	-1.0007747675132785
38	39	0.09	0.05	0.0	0.77	0.0	0.07	0.01	0.01	-0.1442716260357596
39	40	0.43	0.31	0.24	0.02	0.0	0.0	0.0	0.0	-1.0031086989306046
40	41	0.0	0.0	0.0	0.08	0.22	0.12	0.58	0.0	-0.24692828326794597
41	42	0.02	0.04	0.01	0.01	0.29	0.5700000000000001	0.01	0.05	-0.30661311795105295
42	43	0.0	0.9400000000000001	0.0	0.0	0.0	0.06	0.0	0.0	-0.2414408405281126
43	44	0.39	0.24	0.28	0.0	0.0	0.0	0.0	0.09	-1.0581319789788772
44	45	0.03	0.5	0.3	0.05	0.09	0.0	0.03	0.0	-0.3049208132956298
45	46	0.06	0.34	0.19	0.0	0.0	0.41000000000000003	0.0	0.0	-0.2330288045609976
46	47	0.0	0.63	0.06	0.0	0.0	0.29	0.01	0.01	-0.18457240311135678
47	48	0.0	0.4	0.0	0.0	0.0	0.6	0.0	0.0	-0.2907075670483097
48	49	0.38	0.2	0.26	0.0	0.0	0.0	0.0	0.16	-1.0228568000862135
49	50	0.32	0.09	0.27	0.02	0.1	0.01	0.01	0.18	-0.7713160275529852
50	51	0.51	0.02	0.03	0.29	0.04	0.06	0.0	0.05	-0.44896387048815567
51	52	0.07	0.0	0.32	0.0	0.41000000000000003	0.04	0.03	0.13	-0.31608889094262643
52	53	0.28	0.36	0.29	0.0	0.03	0.01	0.02	0.01	-0.9050983113860225
53	54	0.26	0.06	0.52	0.0	0.12	0.01	0.0	0.03	-0.5539309248445751
54	55	0.0	0.28	0.01	0.04	0.0	0.0	0.5700000000000001	0.1	-0.29094952623387516
55	56	0.31	0.0	0.02	0.07	0.0	0.0	0.08	0.52	-0.42369921897729823
56	57	0.0	0.06	0.4	0.0	0.0	0.01	0.41000000000000003	0.12	-0.2871637030469356
57	58	0.25	0.06	0.02	0.01	0.51	0.01	0.14	0.0	-0.2887330505705997
58	59	0.04	0.03	0.01	0.01	0.67	0.0	0.22	0.02	-0.26850846881315255
59	60	0.01	0.01	0.03	0.0	0.07	0.4	0.42	0.06	-0.23523208768907003
60	61	0.08	0.35000000000000003	0.05	0.0	0.44	0.02	0.06	0.0	-0.2886450054997335
61	62	0.33	0.28	0.3	0.01	0.03	0.01	0.0	0.04	-0.9987076799472987
62	63	0.38	0.01	0.23	0.0	0.01	0.02	0.31	0.04	-0.5042753721377063
63	64	0.09	0.0	0.02	0.24	0.08	0.55	0.01	0.01	-0.25322330266036186
64	65	0.01	0.46	0.02	0.37	0.05	0.0	0.0	0.09	-0.2592354864059394
65	66	0.22	0.06	0.38	0.26	0.01	0.0	0.03	0.04	-0.5215285865032496
66	67	0.29	0.26	0.31	0.03	0.01	0.0	0.04	0.06	-0.9689731904149992
67	68	0.01	0.02	0.06	0.38	0.01	0.01	0.43	0.08	-0.22997184470144494
68	69	0.26	0.09	0.07	0.01	0.02	0.42	0.13	0.0	-0.26832893213945785
69	70	0.01	0.02	0.34	0.03	0.0	0.5700000000000001	0.03	0.0	-0.2230785243376593
70	71	0.31	0.03	0.26	0.0	0.04	0.33	0.03	0.0	-0.3317333275316899
71	72	0.02	0.0	0.01	0.27	0.62	0.03	0.0	0.05	-0.26023712984341635
72	73	0.01	0.0	0.1	0.0	0.5	0.29	0.07	0.03	-0.23965712152263585
73	74	0.28	0.26	0.07	0.0	0.03	0.0	0.34	0.02	-0.5069225130640679
74	75	0.23	0.12	0.0	0.07	0.0	0.02	0.5	0.06	-0.34225631171155546
75	76	0.45	0.27	0.01	0.1	0.02	0.0	0.14	0.01	-0.669147877464169
76	77	0.32	0.11	0.01	0.04	0.16	0.04	0.3	0.02	-0.34487733666417764
77	78	0.0	0.03	0.85	0.04	0.0	0.03	0.03	0.02	-0.21920218446871173
78	79	0.26	0.14	0.04	0.48	0.01	0.0	0.01	0.06	-0.42237051342632
79	80	0.28	0.26	0.24	0.0	0.17	0.02	0.0	0.03	-0.7789057090792795
80	81	0.16	0.01	0.02	0.02	0.02	0.67	0.01	0.09	-0.33845455374993605
81	82	0.06	0.02	0.02	0.0	0.0	0.16	0.02	0.72	-0.32811568335805513
82	83	0.01	0.12	0.35000000000000003	0.46	0.0	0.02	0.0	0.04	-0.2096082759532485
83	84	0.31	0.24	0.27	0.01	0.05	0.0	0.06	0.06	-0.9371773066910389
84	85	0.44	0.29	0.12	0.0	0.05	0.0	0.04	0.06	-0.8839630644237797
85	86	0.33	0.18	0.31	0.13	0.02	0.0	0.0	0.03	-0.904052693509696
86	87	0.32	0.29	0.22	0.0	0.0	0.05	0.0	0.12	-0.9554195846326123
87	88	0.2	0.32	0.26	0.15	0.02	0.01	0.03	0.01	-0.7230105044722994
88	89	0.0	0.45	0.0	0.06	0.01	0.19	0.29	0.0	-0.1660136286389403
89	90	0.43	0.14	0.01	0.1	0.23	0.0	0.0	0.09	-0.5238000793398075
90	91	0.28	0.0	0.41000000000000003	0.04	0.0	0.03	0.02	0.22	-0.6024768817727937
91	92	0.45	0.26	0.0	0.22	0.0	0.04	0.0	0.03	-0.6777217745481531
92	93	0.31	0.18	0.32	0.0	0.04	0.0	0.11	0.04	-0.8627448487645304
93	94	0.19	0.15	0.29	0.01	0.06	0.0	0.0	0.3	-0.7025923618461827
94	95	0.46	0.11	0.21	0.07	0.12	0.01	0.0	0.02	-0.7439805251869857
95	96	0.6900000000000001	0.16	0.0	0.03	0.0	0.01	0.03	0.08	-0.5576385374164908
96	97	0.35000000000000003	0.24	0.24	0.0	0.09	0.0	0.03	0.05	-0.932719260098761
97	98	0.28	0.22	0.3	0.04	0.01	0.09	0.0	0.06	-0.8234143110360973
98	99	0.31	0.22	0.25	0.0	0.01	0.02	0.14	0.05	-0.8511243563062905
99	100	0.35000000000000003	0.22	0.19	0.03	0.0	0.16	0.05	0.0	-0.6764765591361849
100	101	0.35000000000000003	0.2	0.18	0.03	0.01	0.1	0.02	0.11	-0.8184824873377036
101	102	0.38	0.26	0.31	0.0	0.0	0.0	0.0	0.05	-1.054467559438676
102	103	0.26	0.19	0.22	0.0	0.04	0.01	0.04	0.24	-0.8311294436584353
103	104	0.3	0.24	0.22	0.08	0.08	0.01	0.03	0.04	-0.8441011318840732
104	105	0.0	0.03	0.1	0.03	0.0	0.01	0.73	0.1	-0.31120674904218704
105	106	0.0	0.02	0.18	0.01	0.31	0.0	0.42	0.06	-0.23018993600637344
106	107	0.0	0.05	0.0	0.48	0.1	0.3	0.03	0.04	-0.11876893653570353
107	108	0.36	0.25	0.3	0.0	0.0	0.01	0.05	0.03	-1.0000701394989355
108	109	0.5	0.08	0.25	0.02	0.02	0.0	0.11	0.02	-0.7701968615957445
109	110	0.02	0.1	0.0	0.43	0.22	0.0	0.22	0.01	-0.12821977043563124
110	111	0.28	0.04	0.02	0.02	0.25	0.34	0.03	0.02	-0.27167129924499483
111	112	0.05	0.0	0.01	0.0	0.31	0.04	0.05	0.54	-0.3409298590458272
112	113	0.0	0.08	0.52	0.04	0.34	0.0	0.01	0.01	-0.2274197781370122
113	114	0.36	0.24	0.28	0.0	0.0	0.04	0.04	0.04	-0.9666972331489168
114	115	0.42	0.21	0.19	0.05	0.01	0.02	0.0	0.1	-0.9600463399745998
115	116	0.47000000000000003	0.25	0.12	0.07	0.01	0.01	0.02	0.05	-0.8795192821338806
116	117	0.43	0.2	0.26	0.02	0.05	0.0	0.0	0.04	-0.973413330639892
117	118	0.4	0.12	0.27	0.0	0.01	0.01	0.0	0.19	-0.9189508504284065
118	119	0.38	0.16	0.23	0.02	0.12	0.01	0.0	0.08	-0.8536772150271137
119	120	0.41000000000000003	0.17	0.2	0.14	0.01	0.04	0.02	0.01	-0.8250827770306354
120	121	0.03	0.03	0.08	0.0	0.03	0.61	0.22	0.0	-0.2813682010765902
121	122	0.4	0.02	0.03	0.23	0.01	0.3	0.01	0.0	-0.3138129401059476
122	123	0.03	0.0	0.43	0.24	0.01	0.01	0.21	0.07	-0.19719775806125145
123	124	0.05	0.3	0.54	0.01	0.02	0.01	0.0	0.07	-0.4361432930012704
124	125	0.49	0.19	0.0	0.01	0.02	0.0	0.0	0.29	-0.6726730710482964
125	126	0.07	0.03	0.5700000000000001	0.04	0.0	0.29	0.0	0.0	-0.14497797790065287
126	127	0.04	0.04	0.0	0.27	0.0	0.01	0.04	0.6	-0.30186814336178835
127	128	0.64	0.0	0.21	0.02	0.03	0.02	0.0	0.08	-0.6202598793995503
128	129	0.09	0.0	0.03	0.0	0.0	0.17	0.71	0.0	-0.29990083505326903
129	130	0.12	0.01	0.13	0.0	0.7000000000000001	0.0	0.02	0.02	-0.31269032506755556
130	131	0.37	0.1	0.42	0.02	0.06	0.0	0.03	0.0	-0.7957312601570548
131	132	0.0	0.0	0.0	0.04	0.75	0.19	0.0	0.02	-0.2785116918477328
132	133	0.5	0.19	0.22	0.0	0.09	0.0	0.0	0.0	-0.8619690130921964
133	134	0.13	0.66	0.0	0.09	0.0	0.0	0.03	0.09	-0.32060346030919773
134	135	0.45	0.01	0.3	0.16	0.01	0.0	0.06	0.01	-0.6768622513669261
135	136	0.24	0.29	0.4	0.02	0.01	0.0	0.03	0.01	-0.8597048322454814
136	137	0.02	0.56	0.11	0.0	0.02	0.01	0.26	0.02	-0.237941849149885
137	138	0.26	0.35000000000000003	0.0	0.24	0.02	0.0	0.02	0.11	-0.6393734023506003
138	139	0.36	0.23	0.26	0.0	0.01	0.04	0.04	0.06	-0.9588621260392609
139	140	0.25	0.32	0.19	0.04	0.02	0.01	0.02	0.15	-0.8707253767568408
140	141	0.02	0.0	0.19	0.76	0.0	0.0	0.02	0.01	-0.13759726774989775
141	142	0.31	0.19	0.4	0.01	0.0	0.02	0.02	0.05	-0.915133651486076
142	143	0.43	0.28	0.14	0.05	0.04	0.04	0.01	0.01	-0.8559857409763554
143	144	0.51	0.2	0.21	0.0	0.0	0.0	0.07	0.01	-0.8894355805413592
144	145	0.09	0.03	0.04	0.0	0.02	0.0	0.32	0.5	-0.33935245396226343
145	146	0.11	0.0	0.05	0.53	0.0	0.03	0.26	0.02	-0.19441554157146806
146	147	0.39	0.28	0.13	0.04	0.01	0.0	0.04	0.11	-0.9341367171266957
147	148	0.03	0.28	0.03	0.27	0.0	0.3	0.0	0.09	-0.16205403355333778
148	149	0.26	0.34	0.23	0.07	0.0	0.04	0.02	0.04	-0.8469764781196629
149	150	0.39	0.12	0.29	0.01	0.0	0.0	0.16	0.03	-0.8146805281057663
150	151	0.34	0.2	0.21	0.0	0.05	0.04	0.01	0.15	-0.9046206470713014
151	152	0.38	0.14	0.34	0.03	0.02	0.02	0.05	0.02	-0.8849974088534382
152	153	0.02	0.0	0.01	0.0	0.4	0.02	0.54	0.01	-0.26236982447064555
153	154	0.02	0.35000000000000003	0.02	0.01	0.3	0.26	0.01	0.03	-0.18963399750960977
154	155	0.42	0.26	0.16	0.05	0.03	0.01	0.0	0.07	-0.9468125829876093
155	156	0.01	0.63	0.03	0.05	0.21	0.0	0.05	0.02	-0.17959554965011093
156	157	0.32	0.14	0.13	0.06	0.0	0.0	0.0	0.35	-0.7275964074637715
157	158	0.0	0.29	0.01	0.0	0.29	0.09	0.31	0.01	-0.16978108396608318
158	159	0.35000000000000003	0.24	0.22	0.1	0.01	0.04	0.0	0.04	-0.9163220413885671
159	160	0.48	0.08	0.32	0.0	0.0	0.03	0.01	0.08	-0.8563975318746906
160	161	0.29	0.05	0.0	0.41000000000000003	0.17	0.01	0.03	0.04	-0.2754223571984017
161	162	0.32	0.3	0.18	0.0	0.02	0.0	0.02	0.16	-0.958979789157534
162	163	0.32	0.23	0.19	0.03	0.08	0.02	0.03	0.1	-0.871141684860103
163	164	0.52	0.2	0.26	0.0	0.0	0.0	0.02	0.0	-0.929661239831771
164	165	0.49	0.12	0.25	0.0	0.0	0.0	0.03	0.11	-0.9069708034654584
165	166	0.4	0.34	0.12	0.04	0.01	0.01	0.02	0.06	-0.9060604122309164
166	167	0.49	0.35000000000000003	0.07	0.04	0.03	0.0	0.01	0.01	-0.8003176660137863
167	168	0.32	0.15	0.32	0.03	0.06	0.0	0.1	0.02	-0.811341642445976
