     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.03790,0.25506,0.03532,0.23838,0.43334,0.0140495
0.27919,0.10235,0.02096,0.33723,0.26027,0.0327128
0.51053,0.00792,0.01969,0.38658,0.07528,0.0240385
0.21168,0.00352,0.00358,0.55340,0.22783,0.0372773
0.13173,0.00045,0.22604,0.53552,0.10627,0.0947858
0.03879,0.00095,0.45718,0.49977,0.00330,0.0980903
0.05083,0.09365,0.31363,0.53932,0.00257,0.0970013
0.12007,0.00121,0.36597,0.47361,0.03915,0.1145177
0.22226,0.00328,0.40065,0.37263,0.00119,0.1133878
0.13958,0.00138,0.40647,0.34163,0.11094,0.1253618
0.09835,0.07642,0.42993,0.27481,0.12049,0.1243177
0.12092,0.00405,0.44678,0.25835,0.16991,0.1395663
0.12420,0.00109,0.54337,0.02822,0.30311,0.1389493
0.05531,0.00489,0.50733,0.13875,0.29371,0.1379373
0.15243,0.00215,0.50283,0.11163,0.23097,0.1385310
0.08640,0.00357,0.60745,0.08178,0.22079,0.1418998
0.09744,0.00126,0.56634,0.10621,0.22876,0.1500526
0.08830,0.00311,0.60346,0.09461,0.21051,0.1488411
0.10636,0.00454,0.63957,0.05808,0.19145,0.1420453
0.05525,0.00099,0.60317,0.11003,0.23056,0.1472572
0.00197,0.98764,0.00251,0.00342,0.00446,0.0000836
0.02830,0.00491,0.62067,0.09780,0.24832,0.1487488
0.00330,0.00286,0.65827,0.06597,0.26960,0.1559454
0.00491,0.00005,0.70562,0.00246,0.28696,0.1523127
0.00412,0.00464,0.69798,0.00489,0.28837,0.1554662
0.00163,0.00139,0.70045,0.00469,0.29183,0.1493002
0.00206,0.06453,0.67224,0.00362,0.25755,0.1589735
0.00370,0.10669,0.65203,0.00193,0.23564,0.1586745
0.00221,0.10975,0.64911,0.00372,0.23520,0.1558532
0.00347,0.09549,0.65721,0.00239,0.24144,0.1645577
0.00498,0.10933,0.68518,0.00157,0.19894,0.1578433
0.00345,0.10909,0.63701,0.00457,0.24589,0.1572249
0.00382,0.10090,0.66269,0.00197,0.23061,0.1589179
0.00338,0.10107,0.65744,0.00469,0.23342,0.1600365
0.00287,0.10409,0.65671,0.00165,0.23469,0.1564386
0.00128,0.09943,0.67562,0.00296,0.22072,0.1597625
0.00250,0.09683,0.68139,0.00114,0.21814,0.1586576
0.00352,0.09662,0.68070,0.00198,0.21718,0.1619640
0.00050,0.09885,0.69362,0.00038,0.20665,0.1528230
0.00160,0.10001,0.63952,0.00336,0.25551,0.1626247
0.00052,0.10552,0.63584,0.00036,0.25776,0.1609720
0.00452,0.10478,0.62625,0.00154,0.26290,0.1566162
0.00145,0.10120,0.63976,0.00002,0.25758,0.1583644
0.00182,0.09697,0.64296,0.00330,0.25494,0.1585796
0.00195,0.09906,0.64275,0.00118,0.25507,0.1593873
0.00219,0.09912,0.63963,0.00432,0.25472,0.1599564
0.00436,0.09785,0.64170,0.00066,0.25543,0.1589256
0.00085,0.10181,0.64653,0.00014,0.25067,0.1581317
0.00368,0.10260,0.63506,0.00478,0.25388,0.1554072
0.00452,0.12964,0.63711,0.00312,0.22561,0.1563687
0.00449,0.08871,0.65139,0.00098,0.25442,0.1575779
0.00031,0.08876,0.65913,0.00169,0.25010,0.1598615
0.00166,0.08882,0.65585,0.00170,0.25196,0.1604061
0.00295,0.08988,0.65275,0.00094,0.25347,0.1630210
0.00209,0.08551,0.65361,0.00454,0.25426,0.1557886
0.00026,0.08726,0.65510,0.00493,0.25244,0.1616860
0.58941,0.00157,0.40611,0.00183,0.00108,0.0451620
0.00141,0.08716,0.65701,0.00130,0.25313,0.1609815
0.00023,0.08980,0.65764,0.00029,0.25204,0.1590988
0.00164,0.08532,0.65519,0.00116,0.25669,0.1553299
0.00379,0.08987,0.64768,0.00373,0.25493,0.1635375
0.00007,0.09028,0.65180,0.00316,0.25468,0.1635353
0.00168,0.08887,0.64881,0.00064,0.26000,0.1607975
0.00250,0.08760,0.64902,0.00004,0.26085,0.1587929
0.00036,0.08731,0.65519,0.00183,0.25531,0.1599173
0.00451,0.08781,0.64127,0.00168,0.26472,0.1562658
0.00278,0.08892,0.65465,0.00110,0.25255,0.1585015
0.00265,0.08710,0.65557,0.00103,0.25365,0.1647865
0.00105,0.08741,0.65810,0.00042,0.25301,0.1564082
0.00236,0.08643,0.65169,0.00194,0.25759,0.1555009
0.00079,0.09086,0.65874,0.00325,0.24635,0.1588501
0.00459,0.08587,0.66654,0.00011,0.24289,0.1582170
0.00210,0.09277,0.64854,0.00369,0.25290,0.1622894
0.00346,0.09097,0.64169,0.00232,0.26156,0.1566882
0.00277,0.11900,0.64080,0.00380,0.23363,0.1587998
0.00259,0.09058,0.66131,0.00085,0.24467,0.1572522
0.00438,0.12205,0.63572,0.00145,0.23640,0.1593741
0.00395,0.12397,0.63750,0.00303,0.23154,0.1582608
0.00368,0.12521,0.63212,0.00473,0.23427,0.1622031
0.00044,0.11048,0.64190,0.00317,0.24401,0.1642233
0.00309,0.12909,0.63434,0.00129,0.23219,0.1626872
0.00155,0.13344,0.62988,0.00397,0.23115,0.1585130
0.00173,0.12816,0.63622,0.00061,0.23328,0.1554993
0.00130,0.10960,0.63934,0.00238,0.24738,0.1616669
0.00412,0.12536,0.63141,0.00123,0.23788,0.1533650
0.00275,0.09680,0.63992,0.00232,0.25821,0.1645306
0.00072,0.37026,0.62588,0.00304,0.00009,0.1180225
0.00082,0.10945,0.64222,0.00159,0.24592,0.1601005
0.00011,0.11077,0.64240,0.00246,0.24427,0.1587161
0.45689,0.53699,0.00242,0.00101,0.00269,0.0082090
0.00338,0.11140,0.63452,0.00025,0.25045,0.1554684
0.00048,0.10843,0.64691,0.00188,0.24229,0.1583911
0.00088,0.10810,0.65051,0.00009,0.24043,0.1587530
0.00191,0.10755,0.65381,0.00282,0.23390,0.1609719
0.00105,0.10743,0.65626,0.00409,0.23117,0.1601179
0.00218,0.51810,0.00441,0.47132,0.00400,0.1422784
0.00379,0.53915,0.15368,0.30288,0.00049,0.0821612
0.00296,0.37144,0.00267,0.62271,0.00022,0.1358069
0.00085,0.00368,0.99452,0.00042,0.00054,0.0644134
0.19974,0.20461,0.58806,0.00407,0.00352,0.1397140
0.03587,0.11425,0.63680,0.00321,0.20988,0.1579612
0.13972,0.38925,0.00259,0.46575,0.00270,0.0786529
0.00130,0.00060,0.00202,0.00316,0.99292,0.0000000
0.99176,0.00265,0.00083,0.00207,0.00270,0.0147581
0.53214,0.00096,0.00276,0.00340,0.46074,0.0324663
0.00486,0.10660,0.66124,0.00014,0.22717,0.1611339
0.03755,0.17616,0.69344,0.09030,0.00255,0.1204760
0.04478,0.11843,0.62660,0.00453,0.20565,0.1565526
0.03495,0.11651,0.63474,0.00445,0.20935,0.1541759
0.00337,0.09746,0.66040,0.00263,0.23615,0.1572457
0.00430,0.09901,0.65636,0.00044,0.23990,0.1592630
0.03243,0.11739,0.63218,0.00441,0.21359,0.1590623
0.00276,0.10007,0.65691,0.00142,0.23883,0.1634446
0.00498,0.10617,0.65849,0.00401,0.22635,0.1598706
0.00046,0.09649,0.65796,0.00456,0.24052,0.1558383
0.00162,0.09905,0.65449,0.00283,0.24201,0.1539023
0.00028,0.09827,0.65512,0.00130,0.24503,0.1586381
0.00457,0.10627,0.65766,0.00295,0.22856,0.1617999
0.00188,0.10331,0.65738,0.00003,0.23739,0.1610238
0.03446,0.11681,0.63327,0.00448,0.21098,0.1571963
0.00022,0.10207,0.65424,0.00036,0.24311,0.1565225
0.03633,0.12174,0.62390,0.00458,0.21345,0.1574262
0.00429,0.10600,0.65946,0.00199,0.22826,0.1554810
0.00241,0.09721,0.64983,0.00021,0.25033,0.1631431
0.11551,0.18301,0.53491,0.00205,0.16452,0.1457373
0.00475,0.65266,0.00086,0.00337,0.33836,0.0000675
0.28172,0.29708,0.41564,0.00301,0.00255,0.1157555
0.00328,0.08666,0.64517,0.00206,0.26283,0.1619851
0.00422,0.09258,0.64673,0.00010,0.25637,0.1578239
0.00379,0.08486,0.64090,0.00432,0.26613,0.1570380
0.00039,0.38768,0.00256,0.50049,0.10888,0.0975748
0.00309,0.09648,0.65231,0.00002,0.24811,0.1619294
