  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.15000,0.39000,0.01500,0.29000,0.15500,0.11312,0.00687,0.45366
  3,0.15500,0.43500,0.00000,0.31000,0.10000,0.12009,0.00629,0.63394
  4,0.24000,0.45500,0.02500,0.13000,0.15000,0.12948,0.00514,0.46252
  5,0.25000,0.45500,0.01500,0.12000,0.16000,0.13064,0.00460,0.49922
  6,0.13500,0.54500,0.00000,0.09000,0.23000,0.14415,0.00442,0.45885
  7,0.03000,0.63000,0.00000,0.05000,0.29000,0.16508,0.00555,0.53980
  8,0.03500,0.58000,0.00000,0.07500,0.31000,0.16388,0.00480,0.51712
  9,0.06500,0.60500,0.00000,0.08000,0.25000,0.16114,0.00391,0.48137
 10,0.11500,0.57000,0.02500,0.00500,0.28500,0.16255,0.00379,0.42240
 11,0.11500,0.57500,0.02000,0.00000,0.29000,0.16366,0.00375,0.42826
 12,0.11500,0.60000,0.00000,0.00000,0.28500,0.16406,0.00391,0.45666
 13,0.12000,0.60500,0.00000,0.00000,0.27500,0.16536,0.00405,0.45965
 14,0.11500,0.60500,0.00000,0.00000,0.28000,0.16527,0.00363,0.45353
 15,0.11500,0.60500,0.00000,0.00000,0.28000,0.16540,0.00363,0.45431
 16,0.11500,0.60500,0.00000,0.00000,0.28000,0.16468,0.00354,0.45418
 17,0.12000,0.60500,0.00000,0.00000,0.27500,0.16511,0.00358,0.45388
 18,0.11500,0.60000,0.00000,0.00000,0.28500,0.16443,0.00347,0.45254
 19,0.11500,0.60000,0.00000,0.00000,0.28500,0.16431,0.00345,0.45405
 20,0.11500,0.59500,0.00000,0.00000,0.29000,0.16451,0.00345,0.45375
 21,0.11500,0.60000,0.00000,0.00000,0.28500,0.16442,0.00344,0.45430
 22,0.11000,0.59500,0.00000,0.00000,0.29500,0.16518,0.00351,0.45254
 23,0.11000,0.59500,0.00000,0.00000,0.29500,0.16515,0.00331,0.45930
 24,0.11500,0.59500,0.00000,0.00000,0.29000,0.16487,0.00327,0.45989
 25,0.11500,0.59500,0.00000,0.00000,0.29000,0.16477,0.00326,0.46000
 26,0.11500,0.60000,0.00000,0.00000,0.28500,0.16435,0.00319,0.45895
 27,0.11500,0.60000,0.00000,0.00000,0.28500,0.16436,0.00319,0.45927
 28,0.11500,0.60000,0.00000,0.00000,0.28500,0.16457,0.00321,0.45918
 29,0.11500,0.60000,0.00000,0.00000,0.28500,0.16455,0.00301,0.46051
 30,0.11500,0.60000,0.00000,0.00000,0.28500,0.16468,0.00302,0.46024
 31,0.11500,0.59500,0.00000,0.00000,0.29000,0.16447,0.00300,0.46084
 32,0.11500,0.59500,0.00000,0.00000,0.29000,0.16464,0.00302,0.46039
 33,0.11500,0.60000,0.00000,0.00000,0.28500,0.16431,0.00301,0.46324
 34,0.11500,0.59500,0.00000,0.00000,0.29000,0.16407,0.00296,0.46115
 35,0.11500,0.60000,0.00000,0.00000,0.28500,0.16398,0.00296,0.46199
 36,0.11500,0.59500,0.00000,0.00000,0.29000,0.16403,0.00296,0.46198
 37,0.11500,0.60000,0.00000,0.00000,0.28500,0.16402,0.00282,0.46421
 38,0.11500,0.59500,0.00000,0.00000,0.29000,0.16402,0.00272,0.46335
 39,0.11500,0.59500,0.00000,0.00000,0.29000,0.16394,0.00272,0.46369
 40,0.11500,0.59500,0.00000,0.00000,0.29000,0.16381,0.00270,0.46359
 41,0.11500,0.59500,0.00000,0.00000,0.29000,0.16423,0.00272,0.46067
 42,0.11000,0.59500,0.00000,0.00000,0.29500,0.16424,0.00280,0.45161
 42,0.00000,0.00000,1.00000,0.00000,0.00000,0.06673,0.00280,0.45161
 43,0.11000,0.59500,0.00000,0.00000,0.29500,0.16422,0.00280,0.45182
 43,0.00000,0.00000,1.00000,0.00000,0.00000,0.06673,0.00280,0.45182
 44,0.11000,0.59000,0.00000,0.00000,0.30000,0.16458,0.00282,0.45017
 44,0.00000,0.00000,1.00000,0.00000,0.00000,0.06670,0.00282,0.45017
 45,0.38000,0.00000,0.62000,0.00000,0.00000,0.16057,0.00415,0.42642
 45,0.11000,0.59000,0.00000,0.00000,0.30000,0.16461,0.00415,0.42642
 46,0.44500,0.00000,0.55500,0.00000,0.00000,0.16419,0.00428,0.43484
 46,0.11000,0.59000,0.00000,0.00000,0.30000,0.16459,0.00428,0.43484
 47,0.45000,0.00000,0.55000,0.00000,0.00000,0.16425,0.00455,0.43944
 47,0.11000,0.59000,0.00000,0.00000,0.30000,0.16458,0.00455,0.43944
 48,0.45500,0.00000,0.54500,0.00000,0.00000,0.16458,0.00490,0.43926
 48,0.11500,0.58500,0.00000,0.00000,0.30000,0.16460,0.00490,0.43926
 49,0.45000,0.00000,0.55000,0.00000,0.00000,0.16461,0.00462,0.42908
 49,0.11000,0.58500,0.00000,0.00000,0.30500,0.16462,0.00462,0.42908
 50,0.45000,0.00000,0.55000,0.00000,0.00000,0.16460,0.00462,0.42954
 50,0.11000,0.58500,0.00000,0.00000,0.30500,0.16465,0.00462,0.42954
 51,0.45000,0.00000,0.55000,0.00000,0.00000,0.16461,0.00464,0.42960
 51,0.11500,0.58000,0.00000,0.00000,0.30500,0.16490,0.00464,0.42960
 52,0.45500,0.00000,0.54500,0.00000,0.00000,0.16452,0.00451,0.43013
 52,0.11000,0.58500,0.00000,0.00000,0.30500,0.16490,0.00451,0.43013
 53,0.45000,0.00000,0.55000,0.00000,0.00000,0.16452,0.00451,0.43157
 53,0.11000,0.58500,0.00000,0.00000,0.30500,0.16472,0.00451,0.43157
 54,0.45000,0.00000,0.55000,0.00000,0.00000,0.16395,0.00449,0.43314
 54,0.11000,0.58500,0.00000,0.00000,0.30500,0.16472,0.00449,0.43314
 55,0.45000,0.00000,0.55000,0.00000,0.00000,0.16403,0.00555,0.43663
 55,0.11500,0.58500,0.00000,0.00000,0.30000,0.16477,0.00555,0.43663
 56,0.44500,0.00000,0.55500,0.00000,0.00000,0.16429,0.00518,0.42901
 56,0.11500,0.58500,0.00000,0.00000,0.30000,0.16476,0.00518,0.42901
 57,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00515,0.43476
 57,0.11500,0.58000,0.00000,0.00000,0.30500,0.16478,0.00515,0.43476
 58,0.44500,0.00000,0.55500,0.00000,0.00000,0.16426,0.00518,0.43496
 58,0.11500,0.58000,0.00000,0.00000,0.30500,0.16505,0.00518,0.43496
 59,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00518,0.43561
 59,0.11500,0.58000,0.00000,0.00000,0.30500,0.16491,0.00518,0.43561
 60,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00518,0.43579
 60,0.11500,0.58000,0.00000,0.00000,0.30500,0.16486,0.00518,0.43579
 61,0.44500,0.00000,0.55500,0.00000,0.00000,0.16426,0.00520,0.43577
 61,0.11500,0.57500,0.00000,0.00000,0.31000,0.16511,0.00520,0.43577
 62,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00515,0.43500
 62,0.11500,0.58500,0.00000,0.00000,0.30000,0.16477,0.00515,0.43500
 63,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00515,0.43504
 63,0.11500,0.58500,0.00000,0.00000,0.30000,0.16477,0.00515,0.43504
 64,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00519,0.43637
 64,0.11500,0.58500,0.00000,0.00000,0.30000,0.16490,0.00519,0.43637
 65,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00520,0.43688
 65,0.11500,0.58500,0.00000,0.00000,0.30000,0.16486,0.00520,0.43688
 66,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00517,0.43603
 66,0.11500,0.58500,0.00000,0.00000,0.30000,0.16467,0.00517,0.43603
 67,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00516,0.43601
 67,0.11500,0.58500,0.00000,0.00000,0.30000,0.16466,0.00516,0.43601
 68,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00518,0.43646
 68,0.11500,0.58500,0.00000,0.00000,0.30000,0.16471,0.00518,0.43646
 69,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00518,0.43625
 69,0.11500,0.58500,0.00000,0.00000,0.30000,0.16477,0.00518,0.43625
 70,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00519,0.43667
 70,0.11500,0.58500,0.00000,0.00000,0.30000,0.16463,0.00519,0.43667
 71,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00518,0.43658
 71,0.11500,0.58500,0.00000,0.00000,0.30000,0.16461,0.00518,0.43658
 72,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00514,0.43512
 72,0.11500,0.58500,0.00000,0.00000,0.30000,0.16449,0.00514,0.43512
 73,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00514,0.43525
 73,0.11500,0.58500,0.00000,0.00000,0.30000,0.16448,0.00514,0.43525
 74,0.44500,0.00000,0.55500,0.00000,0.00000,0.16425,0.00514,0.43543
 74,0.11500,0.58500,0.00000,0.00000,0.30000,0.16447,0.00514,0.43543
 75,0.44500,0.00000,0.55500,0.00000,0.00000,0.16424,0.00516,0.43597
