     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.31151,0.13479,0.08875,0.21210,0.25285,0.0349804
0.21037,0.12819,0.30924,0.15974,0.19247,0.0511364
0.00915,0.11333,0.75570,0.05066,0.07116,0.0612227
0.00400,0.52689,0.46663,0.00000,0.00248,0.0672070
0.00293,0.22398,0.41928,0.35306,0.00076,0.0439980
0.00298,0.21763,0.41346,0.00489,0.36104,0.0789445
0.00033,0.00231,0.28743,0.00416,0.70577,0.0098126
0.00324,0.32757,0.44239,0.00244,0.22436,0.1059652
0.00114,0.43150,0.32030,0.00236,0.24470,0.1327614
0.00279,0.51537,0.18698,0.00138,0.29349,0.1457364
0.00214,0.52062,0.11071,0.10901,0.25752,0.1578627
0.08270,0.57969,0.04847,0.10836,0.18078,0.1601485
0.10524,0.53260,0.03389,0.08936,0.23890,0.1668639
0.15582,0.51937,0.06109,0.03672,0.22700,0.1547946
0.06596,0.54710,0.00305,0.12711,0.25678,0.1596133
0.08870,0.50857,0.06032,0.13014,0.21228,0.1613091
0.07825,0.54511,0.04233,0.10086,0.23345,0.1608036
0.08232,0.52862,0.05463,0.11319,0.22123,0.1589291
0.09272,0.58170,0.00069,0.08690,0.23800,0.1645347
0.08863,0.58611,0.00499,0.08165,0.23862,0.1634435
0.09264,0.58311,0.00114,0.08787,0.23524,0.1622680
0.09042,0.57490,0.00376,0.09292,0.23801,0.1564306
0.10739,0.56695,0.00348,0.12086,0.20132,0.1596521
0.06936,0.56368,0.05259,0.08049,0.23388,0.1587841
0.08637,0.54536,0.01939,0.09335,0.25553,0.1615845
0.08324,0.54682,0.02674,0.09517,0.24803,0.1641477
0.08565,0.54323,0.01762,0.09728,0.25622,0.1683711
0.08711,0.53383,0.00251,0.09629,0.28025,0.1619449
0.08827,0.53698,0.00963,0.09870,0.26642,0.1653937
0.09220,0.53524,0.00197,0.09866,0.27193,0.1605858
0.07959,0.54067,0.01996,0.09152,0.26826,0.1566613
0.09633,0.54489,0.00299,0.11839,0.23741,0.1584786
0.07936,0.54942,0.03647,0.08268,0.25206,0.1619268
0.08008,0.54390,0.04009,0.08566,0.25026,0.1607293
0.08253,0.54896,0.03616,0.08476,0.24759,0.1503376
0.08036,0.55284,0.00060,0.13145,0.23474,0.1609386
0.10229,0.55053,0.00299,0.11341,0.23078,0.1622505
0.09741,0.54580,0.00489,0.11765,0.23425,0.1623305
0.09739,0.54975,0.00443,0.11590,0.23253,0.1647478
0.10792,0.54600,0.00299,0.11804,0.22505,0.1627658
0.11473,0.54450,0.00055,0.11608,0.22415,0.1622038
0.08086,0.54715,0.00302,0.13502,0.23395,0.1606778
0.35292,0.59251,0.00461,0.04765,0.00230,0.1103671
0.11078,0.54685,0.00043,0.11080,0.23115,0.1571245
0.06599,0.55882,0.00373,0.12810,0.24336,0.1630888
0.06355,0.55841,0.00135,0.13531,0.24138,0.1576423
0.10799,0.55479,0.00119,0.09788,0.23815,0.1604054
0.10191,0.55542,0.00284,0.10163,0.23820,0.1672681
0.11023,0.55226,0.00013,0.09621,0.24117,0.1594187
0.10110,0.55711,0.00297,0.10075,0.23807,0.1666383
0.10469,0.55818,0.00309,0.09573,0.23832,0.1625819
0.10723,0.55628,0.00179,0.09541,0.23929,0.1616650
0.10664,0.55996,0.00324,0.09373,0.23644,0.1628732
0.10755,0.55836,0.00104,0.09294,0.24011,0.1677497
0.11216,0.56193,0.00489,0.08536,0.23566,0.1653134
0.11807,0.56247,0.00011,0.07914,0.24020,0.1646218
0.11794,0.56740,0.00018,0.07759,0.23690,0.1639835
0.12077,0.56366,0.00149,0.07378,0.24030,0.1640408
0.11931,0.56610,0.00071,0.07359,0.24029,0.1604148
0.12025,0.56290,0.00184,0.07838,0.23664,0.1658197
0.12079,0.56390,0.00230,0.07515,0.23786,0.1642701
0.11964,0.56730,0.00435,0.07085,0.23786,0.1615167
0.12266,0.56147,0.00337,0.07450,0.23799,0.1619783
0.00250,0.62130,0.00213,0.37029,0.00378,0.0726373
0.00297,0.39955,0.00177,0.26337,0.33234,0.1209298
0.11955,0.56241,0.00245,0.07979,0.23581,0.1674087
0.12651,0.55956,0.00375,0.07774,0.23245,0.1617149
0.12426,0.56141,0.00040,0.07892,0.23501,0.1606773
0.98792,0.00125,0.00356,0.00283,0.00444,0.0001270
0.11952,0.56311,0.00013,0.07923,0.23802,0.1626128
0.11613,0.56506,0.00410,0.07929,0.23542,0.1684796
0.11928,0.56923,0.00431,0.07296,0.23422,0.1596780
0.12077,0.55859,0.00451,0.07948,0.23666,0.1666345
0.12272,0.55616,0.00482,0.07898,0.23731,0.1617337
0.11900,0.56014,0.00342,0.08167,0.23577,0.1603182
0.12044,0.56087,0.00370,0.08276,0.23222,0.1647202
0.00144,0.00454,0.00216,0.99035,0.00152,0.0000002
0.12137,0.56130,0.00111,0.08025,0.23597,0.1622954
0.11870,0.56192,0.00474,0.08331,0.23133,0.1647167
0.12030,0.56143,0.00064,0.08335,0.23429,0.1627053
0.11955,0.56077,0.00376,0.08147,0.23444,0.1620046
0.12411,0.55752,0.00003,0.08524,0.23309,0.1597706
0.11010,0.57422,0.00074,0.07697,0.23797,0.1636549
0.11132,0.56978,0.00088,0.08088,0.23714,0.1670844
0.10948,0.57973,0.00258,0.07257,0.23564,0.1666648
0.10566,0.58622,0.00263,0.06976,0.23573,0.1657596
0.10771,0.58663,0.00180,0.06868,0.23519,0.1631576
0.10695,0.58900,0.00104,0.06654,0.23647,0.1584746
0.10954,0.57743,0.00346,0.07741,0.23216,0.1644169
0.10854,0.58046,0.00199,0.07569,0.23332,0.1622093
0.10745,0.57977,0.00455,0.07361,0.23462,0.1590681
0.11496,0.56371,0.00126,0.08360,0.23647,0.1647327
0.11594,0.56474,0.00329,0.08248,0.23355,0.1646636
0.12013,0.56651,0.00297,0.07843,0.23196,0.1608215
0.11471,0.56494,0.00134,0.08250,0.23651,0.1657231
0.11806,0.56332,0.00174,0.07903,0.23785,0.1577464
0.11076,0.57014,0.00325,0.08053,0.23532,0.1573342
0.11875,0.55879,0.00438,0.08679,0.23130,0.1635459
0.11630,0.56168,0.00086,0.08355,0.23761,0.1613470
0.11546,0.55941,0.00428,0.08652,0.23434,0.1676650
0.11789,0.55969,0.00345,0.08547,0.23351,0.1625017
0.12118,0.55510,0.00384,0.08743,0.23245,0.1624158
0.12078,0.55717,0.00276,0.08610,0.23319,0.1669080
0.12034,0.55725,0.00391,0.08677,0.23173,0.1553963
0.10860,0.56648,0.00349,0.07969,0.24174,0.1671347
0.10810,0.56518,0.00120,0.08051,0.24501,0.1625141
0.10796,0.56785,0.00029,0.08139,0.24251,0.1708114
0.10114,0.56881,0.00058,0.07997,0.24950,0.1643569
0.09606,0.57118,0.00467,0.07580,0.25229,0.1603585
0.10867,0.56796,0.00010,0.08143,0.24184,0.1657625
0.10362,0.57073,0.00105,0.07805,0.24654,0.1663626
0.10192,0.56933,0.00107,0.07452,0.25316,0.1658326
0.09586,0.57212,0.00142,0.07571,0.25489,0.1646840
0.09668,0.57019,0.00237,0.07509,0.25569,0.1670925
0.09353,0.57150,0.00390,0.07135,0.25972,0.1655105
0.09071,0.57505,0.00464,0.06700,0.26260,0.1620208
0.09512,0.57345,0.00120,0.07223,0.25800,0.1638021
0.09268,0.57053,0.00233,0.07236,0.26209,0.1602059
0.10236,0.57024,0.00005,0.07232,0.25502,0.1732271
0.09385,0.57124,0.00131,0.06949,0.26411,0.1632780
0.09198,0.57168,0.00497,0.06554,0.26583,0.1631658
0.09389,0.57505,0.00258,0.06847,0.26001,0.1620843
0.09460,0.57078,0.00469,0.06904,0.26090,0.1681527
0.09390,0.57080,0.00354,0.06878,0.26299,0.1574255
