	Pt	Pd	Au	Ru	Rh	Ir	Re	Os	Activity
82	0.0	0.0	0.0	0.0	0.1	0.1	0.6	0.2	-0.2811873011081057
83	0.0	0.0	0.0	0.0	0.1	0.1	0.7	0.1	-0.29607976046688106
84	0.0	0.0	0.0	0.0	0.1	0.1	0.8	0.0	-0.3113558687216734
85	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.7	-0.3185713189105187
86	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.6	-0.30366930113680113
87	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.5	-0.28230118585622826
88	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.4	-0.2603577652737501
89	0.0	0.0	0.0	0.0	0.1	0.2	0.4	0.3	-0.2476354344160624
90	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.2	-0.2510103798371313
91	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.1	-0.26863545574273096
92	0.0	0.0	0.0	0.0	0.1	0.2	0.7	0.0	-0.29160464403605946
93	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.6	-0.30956904109806327
94	0.0	0.0	0.0	0.0	0.1	0.3	0.1	0.5	-0.287897665035035
95	0.0	0.0	0.0	0.0	0.1	0.3	0.2	0.4	-0.26079936814095933
96	0.0	0.0	0.0	0.0	0.1	0.3	0.3	0.3	-0.23827339692830848
97	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.2	-0.2316246985505725
98	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.1	-0.24454057178370622
99	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.0	-0.26995466679700114
100	0.0	0.0	0.0	0.0	0.1	0.4	0.0	0.5	-0.30427489641218086
101	0.0	0.0	0.0	0.0	0.1	0.4	0.1	0.4	-0.2804094947656303
102	0.0	0.0	0.0	0.0	0.1	0.4	0.2	0.3	-0.25434677629365077
103	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.2	-0.23759727238914796
104	0.0	0.0	0.0	0.0	0.1	0.4	0.4	0.1	-0.2391720125507284
105	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.0	-0.25800519215568474
106	0.0	0.0	0.0	0.0	0.1	0.5	0.0	0.4	-0.30865194888677755
107	0.0	0.0	0.0	0.0	0.1	0.5	0.1	0.3	-0.2885808296717981
108	0.0	0.0	0.0	0.0	0.1	0.5	0.2	0.2	-0.2690018406263407
109	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.1	-0.2596914773238073
110	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.0	-0.2657033843239527
111	0.0	0.0	0.0	0.0	0.1	0.6	0.0	0.3	-0.3225753742505818
112	0.0	0.0	0.0	0.0	0.1	0.6	0.1	0.2	-0.3091184610091104
113	0.0	0.0	0.0	0.0	0.1	0.6	0.2	0.1	-0.2964492063383436
114	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.0	-0.2913891425705593
115	0.0	0.0	0.0	0.0	0.1	0.7	0.0	0.2	-0.3383733825605249
116	0.0	0.0	0.0	0.0	0.1	0.7	0.1	0.1	-0.3301074852987783
117	0.0	0.0	0.0	0.0	0.1	0.7	0.2	0.0	-0.3214955442381693
118	0.0	0.0	0.0	0.0	0.1	0.8	0.0	0.1	-0.34753707617793456
119	0.0	0.0	0.0	0.0	0.1	0.8	0.1	0.0	-0.3417798790743391
120	0.0	0.0	0.0	0.0	0.1	0.9	0.0	0.0	-0.34781433790905597
121	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.8	-0.33210070541405384
122	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.7	-0.3273292272318125
123	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.6	-0.31675852019756295
124	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.5	-0.30145769995797445
125	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.4	-0.28715785199040356
126	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.3	-0.2810942855351514
127	0.0	0.0	0.0	0.0	0.2	0.0	0.6	0.2	-0.28624989025020214
128	0.0	0.0	0.0	0.0	0.2	0.0	0.7	0.1	-0.2990623792923252
129	0.0	0.0	0.0	0.0	0.2	0.0	0.8	0.0	-0.31291499304355536
130	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.7	-0.327792087662119
131	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.6	-0.3150006867025659
132	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.5	-0.29314662881215076
133	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.4	-0.26809751986185193
134	0.0	0.0	0.0	0.0	0.2	0.1	0.4	0.3	-0.25127810821619206
135	0.0	0.0	0.0	0.0	0.2	0.1	0.5	0.2	-0.25150758899904657
136	0.0	0.0	0.0	0.0	0.2	0.1	0.6	0.1	-0.26774856706453753
137	0.0	0.0	0.0	0.0	0.2	0.1	0.7	0.0	-0.2906395675577173
138	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.6	-0.31850201982169
139	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.5	-0.29484505831152513
140	0.0	0.0	0.0	0.0	0.2	0.2	0.2	0.4	-0.26190742982350523
141	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.3	-0.23214295332719206
142	0.0	0.0	0.0	0.0	0.2	0.2	0.4	0.2	-0.22057623513113556
143	0.0	0.0	0.0	0.0	0.2	0.2	0.5	0.1	-0.2328756708362681
144	0.0	0.0	0.0	0.0	0.2	0.2	0.6	0.0	-0.2610081870846266
145	0.0	0.0	0.0	0.0	0.2	0.3	0.0	0.5	-0.3072537957382489
146	0.0	0.0	0.0	0.0	0.2	0.3	0.1	0.4	-0.2751687509422834
147	0.0	0.0	0.0	0.0	0.2	0.3	0.2	0.3	-0.23800900987783147
148	0.0	0.0	0.0	0.0	0.2	0.3	0.3	0.2	-0.21261557259476843
149	0.0	0.0	0.0	0.0	0.2	0.3	0.4	0.1	-0.2123136148664479
150	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.0	-0.2359469107801354
151	0.0	0.0	0.0	0.0	0.2	0.4	0.0	0.4	-0.30194594091072563
152	0.0	0.0	0.0	0.0	0.2	0.4	0.1	0.3	-0.2690040167734233
153	0.0	0.0	0.0	0.0	0.2	0.4	0.2	0.2	-0.2369579401648675
154	0.0	0.0	0.0	0.0	0.2	0.4	0.3	0.1	-0.22192952243791975
155	0.0	0.0	0.0	0.0	0.2	0.4	0.4	0.0	-0.23142940641756904
156	0.0	0.0	0.0	0.0	0.2	0.5	0.0	0.3	-0.30872138801449195
157	0.0	0.0	0.0	0.0	0.2	0.5	0.1	0.2	-0.2822373947324251
158	0.0	0.0	0.0	0.0	0.2	0.5	0.2	0.1	-0.26016003508829516
159	0.0	0.0	0.0	0.0	0.2	0.5	0.3	0.0	-0.254122211039312
160	0.0	0.0	0.0	0.0	0.2	0.6	0.0	0.2	-0.32471284299991315
161	0.0	0.0	0.0	0.0	0.2	0.6	0.1	0.1	-0.30686167389768587
162	0.0	0.0	0.0	0.0	0.2	0.6	0.2	0.0	-0.2932111367943517
163	0.0	0.0	0.0	0.0	0.2	0.7	0.0	0.1	-0.33995305108441026
164	0.0	0.0	0.0	0.0	0.2	0.7	0.1	0.0	-0.32850068042423647
165	0.0	0.0	0.0	0.0	0.2	0.8	0.0	0.0	-0.3467618097202309
166	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.7	-0.33839461664796183
167	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.6	-0.33029084879338017
168	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.5	-0.31200945581173434
169	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.4	-0.2882120988480992
170	0.0	0.0	0.0	0.0	0.3	0.0	0.4	0.3	-0.26993982412550466
171	0.0	0.0	0.0	0.0	0.3	0.0	0.5	0.2	-0.26657111117127086
172	0.0	0.0	0.0	0.0	0.3	0.0	0.6	0.1	-0.2782584913179934
173	0.0	0.0	0.0	0.0	0.3	0.0	0.7	0.0	-0.2969119593838193
174	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.6	-0.333283507913254
175	0.0	0.0	0.0	0.0	0.3	0.1	0.1	0.5	-0.31269981058817103
176	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.4	-0.27984048684697943
177	0.0	0.0	0.0	0.0	0.3	0.1	0.3	0.3	-0.2473281184524021
178	0.0	0.0	0.0	0.0	0.3	0.1	0.4	0.2	-0.23164300821478997
179	0.0	0.0	0.0	0.0	0.3	0.1	0.5	0.1	-0.2399875345367644
180	0.0	0.0	0.0	0.0	0.3	0.1	0.6	0.0	-0.2651120730304075
181	0.0	0.0	0.0	0.0	0.3	0.2	0.0	0.5	-0.3206711180787186
182	0.0	0.0	0.0	0.0	0.3	0.2	0.1	0.4	-0.2860843871038186
183	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.3	-0.24295291789450713
184	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.2	-0.2111831822712163
185	0.0	0.0	0.0	0.0	0.3	0.2	0.4	0.1	-0.20714307953124977
186	0.0	0.0	0.0	0.0	0.3	0.2	0.5	0.0	-0.23041379270299603
187	0.0	0.0	0.0	0.0	0.3	0.3	0.0	0.4	-0.30588414057545604
188	0.0	0.0	0.0	0.0	0.3	0.3	0.1	0.3	-0.26339820388829494
189	0.0	0.0	0.0	0.0	0.3	0.3	0.2	0.2	-0.22094451244612123
190	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.1	-0.1999874232132418
191	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.0	-0.21036987659906578
192	0.0	0.0	0.0	0.0	0.3	0.4	0.0	0.3	-0.2991806186900963
193	0.0	0.0	0.0	0.0	0.3	0.4	0.1	0.2	-0.2593122876790206
194	0.0	0.0	0.0	0.0	0.3	0.4	0.2	0.1	-0.22740075613733743
195	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.0	-0.21998419755698326
196	0.0	0.0	0.0	0.0	0.3	0.5	0.0	0.2	-0.3061806527670745
197	0.0	0.0	0.0	0.0	0.3	0.5	0.1	0.1	-0.27638153437295787
198	0.0	0.0	0.0	0.0	0.3	0.5	0.2	0.0	-0.2572573186840089
199	0.0	0.0	0.0	0.0	0.3	0.6	0.0	0.1	-0.3217334637281676
200	0.0	0.0	0.0	0.0	0.3	0.6	0.1	0.0	-0.3026990797263545
201	0.0	0.0	0.0	0.0	0.3	0.7	0.0	0.0	-0.33532256146016265
202	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.6	-0.3462113132373388
203	0.0	0.0	0.0	0.0	0.4	0.0	0.1	0.5	-0.3319299131349053
204	0.0	0.0	0.0	0.0	0.4	0.0	0.2	0.4	-0.3047260993073985
205	0.0	0.0	0.0	0.0	0.4	0.0	0.3	0.3	-0.2751612888820006
206	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.2	-0.2582676010439752
207	0.0	0.0	0.0	0.0	0.4	0.0	0.5	0.1	-0.26153110225167986
208	0.0	0.0	0.0	0.0	0.4	0.0	0.6	0.0	-0.2797200537258627
209	0.0	0.0	0.0	0.0	0.4	0.1	0.0	0.5	-0.3378574741442797
210	0.0	0.0	0.0	0.0	0.4	0.1	0.1	0.4	-0.30744101941943813
211	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.3	-0.26608447119847645
212	0.0	0.0	0.0	0.0	0.4	0.1	0.3	0.2	-0.23314153014446318
213	0.0	0.0	0.0	0.0	0.4	0.1	0.4	0.1	-0.22535275221349596
214	0.0	0.0	0.0	0.0	0.4	0.1	0.5	0.0	-0.24346801322335115
215	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.4	-0.3195594370075778
216	0.0	0.0	0.0	0.0	0.4	0.2	0.1	0.3	-0.2751749363846984
217	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.2	-0.22891396275287185
218	0.0	0.0	0.0	0.0	0.4	0.2	0.3	0.1	-0.20424888117238302
219	0.0	0.0	0.0	0.0	0.4	0.2	0.4	0.0	-0.21228275307668343
220	0.0	0.0	0.0	0.0	0.4	0.3	0.0	0.3	-0.3001051939967688
221	0.0	0.0	0.0	0.0	0.4	0.3	0.1	0.2	-0.25207631729025404
222	0.0	0.0	0.0	0.0	0.4	0.3	0.2	0.1	-0.2136670728212647
223	0.0	0.0	0.0	0.0	0.4	0.3	0.3	0.0	-0.20452695325237355
224	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.2	-0.2916994793229474
225	0.0	0.0	0.0	0.0	0.4	0.4	0.1	0.1	-0.25173482226704036
226	0.0	0.0	0.0	0.0	0.4	0.4	0.2	0.0	-0.22826926987995166
227	0.0	0.0	0.0	0.0	0.4	0.5	0.0	0.1	-0.29865208566972795
228	0.0	0.0	0.0	0.0	0.4	0.5	0.1	0.0	-0.27215399531989143
229	0.0	0.0	0.0	0.0	0.4	0.6	0.0	0.0	-0.31393904684348095
230	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	-0.34952584568191747
231	0.0	0.0	0.0	0.0	0.5	0.0	0.1	0.4	-0.32741196896443886
232	0.0	0.0	0.0	0.0	0.5	0.0	0.2	0.3	-0.2943739795395441
233	0.0	0.0	0.0	0.0	0.5	0.0	0.3	0.2	-0.26604373214002675
234	0.0	0.0	0.0	0.0	0.5	0.0	0.4	0.1	-0.2566697457905078
235	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	-0.2678425218661051
236	0.0	0.0	0.0	0.0	0.5	0.1	0.0	0.4	-0.33476012535084815
237	0.0	0.0	0.0	0.0	0.5	0.1	0.1	0.3	-0.2965402138374047
238	0.0	0.0	0.0	0.0	0.5	0.1	0.2	0.2	-0.25473573015232964
239	0.0	0.0	0.0	0.0	0.5	0.1	0.3	0.1	-0.2306130723374355
240	0.0	0.0	0.0	0.0	0.5	0.1	0.4	0.0	-0.23473270887073816
241	0.0	0.0	0.0	0.0	0.5	0.2	0.0	0.3	-0.31010567902129377
242	0.0	0.0	0.0	0.0	0.5	0.2	0.1	0.2	-0.2627811597086918
243	0.0	0.0	0.0	0.0	0.5	0.2	0.2	0.1	-0.22426299141193878
244	0.0	0.0	0.0	0.0	0.5	0.2	0.3	0.0	-0.21405712517879844
245	0.0	0.0	0.0	0.0	0.5	0.3	0.0	0.2	-0.2880919427880315
246	0.0	0.0	0.0	0.0	0.5	0.3	0.1	0.1	-0.24423426301508216
247	0.0	0.0	0.0	0.0	0.5	0.3	0.2	0.0	-0.21941161909243495
248	0.0	0.0	0.0	0.0	0.5	0.4	0.0	0.1	-0.2810228034727074
249	0.0	0.0	0.0	0.0	0.5	0.4	0.1	0.0	-0.2501261838298603
250	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	-0.29031912422350026
251	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.4	-0.34343603548888646
252	0.0	0.0	0.0	0.0	0.6	0.0	0.1	0.3	-0.3160036733558313
253	0.0	0.0	0.0	0.0	0.6	0.0	0.2	0.2	-0.28455566100756985
254	0.0	0.0	0.0	0.0	0.6	0.0	0.3	0.1	-0.2651207382981955
255	0.0	0.0	0.0	0.0	0.6	0.0	0.4	0.0	-0.26605143540990356
256	0.0	0.0	0.0	0.0	0.6	0.1	0.0	0.3	-0.3220106754081736
257	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.2	-0.28341455208494065
258	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.1	-0.2512640094858271
259	0.0	0.0	0.0	0.0	0.6	0.1	0.3	0.0	-0.24171105272273585
260	0.0	0.0	0.0	0.0	0.6	0.2	0.0	0.2	-0.29488732120257954
261	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.1	-0.255128775211033
262	0.0	0.0	0.0	0.0	0.6	0.2	0.2	0.0	-0.23285707940654515
263	0.0	0.0	0.0	0.0	0.6	0.3	0.0	0.1	-0.2761532015023972
264	0.0	0.0	0.0	0.0	0.6	0.3	0.1	0.0	-0.2460242152551147
265	0.0	0.0	0.0	0.0	0.6	0.4	0.0	0.0	-0.27493066177618253
266	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.3	-0.329876849358516
267	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.2	-0.30365213351485104
268	0.0	0.0	0.0	0.0	0.7	0.0	0.2	0.1	-0.28135289890986337
269	0.0	0.0	0.0	0.0	0.7	0.0	0.3	0.0	-0.27411211801583485
270	0.0	0.0	0.0	0.0	0.7	0.1	0.0	0.2	-0.3063280635264147
271	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	-0.27640987592483957
272	0.0	0.0	0.0	0.0	0.7	0.1	0.2	0.0	-0.25968298097448606
273	0.0	0.0	0.0	0.0	0.7	0.2	0.0	0.1	-0.28369160086710454
274	0.0	0.0	0.0	0.0	0.7	0.2	0.1	0.0	-0.2591725424992243
275	0.0	0.0	0.0	0.0	0.7	0.3	0.0	0.0	-0.2736236337577511
276	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.2	-0.3169218791894013
277	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.1	-0.29819315349808684
278	0.0	0.0	0.0	0.0	0.8	0.0	0.2	0.0	-0.28777477716525907
279	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	-0.2976580080875063
280	0.0	0.0	0.0	0.0	0.8	0.1	0.1	0.0	-0.28104366129232755
281	0.0	0.0	0.0	0.0	0.8	0.2	0.0	0.0	-0.2843472440550473
282	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.1	-0.3115893970902697
283	0.0	0.0	0.0	0.0	0.9	0.0	0.1	0.0	-0.30223495009507767
284	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	-0.3001285029780012
285	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.3143840678787165
286	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.9	-0.32555856683808415
287	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.8	-0.32027332304409833
288	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.7	-0.31352786613713035
289	0.0	0.0	0.0	0.1	0.0	0.0	0.3	0.6	-0.30640931091549506
290	0.0	0.0	0.0	0.1	0.0	0.0	0.4	0.5	-0.30085660731592195
291	0.0	0.0	0.0	0.1	0.0	0.0	0.5	0.4	-0.29912699001133713
292	0.0	0.0	0.0	0.1	0.0	0.0	0.6	0.3	-0.3024093653841254
293	0.0	0.0	0.0	0.1	0.0	0.0	0.7	0.2	-0.309642675942776
294	0.0	0.0	0.0	0.1	0.0	0.0	0.8	0.1	-0.3180184704748631
295	0.0	0.0	0.0	0.1	0.0	0.0	0.9	0.0	-0.3248851832325219
296	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.8	-0.3185580145936545
297	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.7	-0.3081957718640363
298	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.6	-0.2951044092780241
299	0.0	0.0	0.0	0.1	0.0	0.1	0.3	0.5	-0.28208781756863766
300	0.0	0.0	0.0	0.1	0.0	0.1	0.4	0.4	-0.2737896969016137
301	0.0	0.0	0.0	0.1	0.0	0.1	0.5	0.3	-0.2743348554750463
302	0.0	0.0	0.0	0.1	0.0	0.1	0.6	0.2	-0.28410445592786265
303	0.0	0.0	0.0	0.1	0.0	0.1	0.7	0.1	-0.298983054862842
304	0.0	0.0	0.0	0.1	0.0	0.1	0.8	0.0	-0.3132782324346013
305	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.7	-0.30747541336080475
306	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.6	-0.2899946889377489
307	0.0	0.0	0.0	0.1	0.0	0.2	0.2	0.5	-0.2693644019370721
308	0.0	0.0	0.0	0.1	0.0	0.2	0.3	0.4	-0.2516149665920774
309	0.0	0.0	0.0	0.1	0.0	0.2	0.4	0.3	-0.24444069712306632
310	0.0	0.0	0.0	0.1	0.0	0.2	0.5	0.2	-0.2520310073214256
311	0.0	0.0	0.0	0.1	0.0	0.2	0.6	0.1	-0.27131464435109015
312	0.0	0.0	0.0	0.1	0.0	0.2	0.7	0.0	-0.2939954504810506
313	0.0	0.0	0.0	0.1	0.0	0.3	0.0	0.6	-0.29442899733497374
314	0.0	0.0	0.0	0.1	0.0	0.3	0.1	0.5	-0.27064783539090925
315	0.0	0.0	0.0	0.1	0.0	0.3	0.2	0.4	-0.24555673340326525
