  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.28000,0.30500,0.33500,0.07000,0.01000,0.09995,0.00528,0.49409
  3,0.32000,0.27500,0.33500,0.07000,0.00000,0.10121,0.00385,0.55275
  4,0.31500,0.00000,0.68500,0.00000,0.00000,0.14177,0.00691,0.79892
  5,0.39000,0.00000,0.61000,0.00000,0.00000,0.14195,0.00556,0.73048
  6,0.19000,0.16000,0.64000,0.00000,0.01000,0.14365,0.00410,0.44054
  7,0.13500,0.15500,0.64000,0.00000,0.07000,0.15027,0.00398,0.46075
  8,0.13500,0.14000,0.64500,0.00000,0.08000,0.15003,0.00375,0.47847
  9,0.13500,0.14000,0.64000,0.00000,0.08500,0.15002,0.00340,0.46858
  9,0.02000,0.05000,0.00000,0.93000,0.00000,0.04085,0.00340,0.46858
 10,0.12500,0.14500,0.62000,0.00000,0.11000,0.14955,0.00343,0.48673
 11,0.12000,0.13000,0.65000,0.00000,0.10000,0.14918,0.00510,0.49511
 11,0.00000,0.45500,0.00000,0.54500,0.00000,0.13986,0.00510,0.49511
 12,0.13000,0.14000,0.61500,0.00000,0.11500,0.14959,0.00563,0.45728
 12,0.00000,0.47000,0.00000,0.53000,0.00000,0.14017,0.00563,0.45728
 13,0.12500,0.13500,0.62500,0.00000,0.11500,0.14950,0.00550,0.46285
 13,0.00000,0.48500,0.00000,0.51500,0.00000,0.14076,0.00550,0.46285
 14,0.13500,0.13500,0.61000,0.00000,0.12000,0.15005,0.00524,0.45237
 14,0.00000,0.51500,0.00000,0.48500,0.00000,0.14284,0.00524,0.45237
 15,0.13000,0.13500,0.61500,0.00000,0.12000,0.14976,0.00523,0.46651
 15,0.00000,0.53500,0.00000,0.46500,0.00000,0.14488,0.00523,0.46651
 16,0.11500,0.12500,0.68000,0.00000,0.08000,0.15019,0.00588,0.50008
 16,0.00000,0.53500,0.00000,0.46500,0.00000,0.14468,0.00588,0.50008
 17,0.00000,0.53500,0.00000,0.46500,0.00000,0.14461,0.00632,0.51396
 17,0.04000,0.11000,0.71000,0.00000,0.14000,0.15229,0.00632,0.51396
 18,0.00000,0.53500,0.00000,0.46500,0.00000,0.14549,0.00600,0.49782
 18,0.04000,0.11000,0.70500,0.00000,0.14500,0.15193,0.00600,0.49782
 19,0.00000,0.53500,0.00000,0.46500,0.00000,0.14530,0.00554,0.48076
 19,0.04500,0.08500,0.70500,0.00000,0.16500,0.15116,0.00554,0.48076
 20,0.00000,0.53500,0.00000,0.46500,0.00000,0.14537,0.00534,0.48165
 20,0.04500,0.09000,0.70000,0.00000,0.16500,0.15111,0.00534,0.48165
 21,0.00000,0.53500,0.00000,0.46500,0.00000,0.14527,0.00605,0.50225
 21,0.00000,0.04000,0.70000,0.00000,0.26000,0.15253,0.00605,0.50225
 22,0.00000,0.53500,0.00000,0.46500,0.00000,0.14522,0.00555,0.49402
 22,0.00000,0.04000,0.70000,0.00000,0.26000,0.15258,0.00555,0.49402
