     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.15815,0.08449,0.41459,0.23684,0.10594,0.1224602
0.28181,0.24278,0.23056,0.10239,0.14246,0.0775465
0.00199,0.00424,0.40183,0.59090,0.00104,0.0873019
0.04683,0.00351,0.70552,0.14478,0.09935,0.1355331
0.26766,0.00105,0.64809,0.08146,0.00175,0.1432132
0.20018,0.00352,0.59907,0.00439,0.19284,0.1291700
0.10428,0.17967,0.71406,0.00092,0.00106,0.1457612
0.14666,0.09490,0.69285,0.06341,0.00217,0.1446870
0.00260,0.23952,0.66060,0.09670,0.00058,0.1159228
0.00186,0.00320,0.00044,0.49472,0.49978,0.0227925
0.46716,0.00357,0.02636,0.50084,0.00208,0.0270014
0.17962,0.04614,0.76746,0.00262,0.00415,0.1628944
0.00316,0.51533,0.00135,0.47895,0.00122,0.1428291
0.00136,0.81335,0.00243,0.17935,0.00352,0.0749328
0.00312,0.30872,0.00216,0.68297,0.00302,0.1269176
0.00385,0.41502,0.00209,0.40280,0.17624,0.0691522
0.00494,0.36822,0.18491,0.44019,0.00173,0.0948167
0.00246,0.00338,0.00138,0.00251,0.99027,0.0000000
0.56412,0.00111,0.00390,0.00110,0.42977,0.0374523
0.00201,0.00440,0.40880,0.11723,0.46756,0.0926442
0.98485,0.00497,0.00250,0.00422,0.00345,0.0174892
0.17677,0.41056,0.00003,0.41062,0.00202,0.0654577
0.55642,0.00352,0.43709,0.00012,0.00285,0.0543689
0.00082,0.26781,0.47215,0.00487,0.25434,0.1187786
0.11868,0.00429,0.87566,0.00054,0.00082,0.1956553
0.00455,0.40653,0.00445,0.00248,0.58200,0.0000004
0.00273,0.00483,0.00038,0.99034,0.00172,0.0430921
0.00489,0.60940,0.38346,0.00118,0.00107,0.0595970
0.24512,0.00466,0.25021,0.00122,0.49879,0.0633085
0.60817,0.39044,0.00018,0.00005,0.00116,0.0152953
0.31148,0.00179,0.35751,0.32547,0.00374,0.1080332
0.25135,0.00066,0.17921,0.29470,0.27407,0.0677015
0.73835,0.00272,0.00171,0.25450,0.00272,0.0170857
0.27127,0.71834,0.00320,0.00339,0.00381,0.0014641
0.00314,0.00497,0.00467,0.75691,0.23030,0.0471045
0.00449,0.00398,0.98842,0.00223,0.00088,0.0706418
0.30883,0.00242,0.41839,0.11715,0.15321,0.1088025
