  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.02500,0.00000,0.57000,0.35000,0.05500,0.13686,0.01049,0.68423
  3,0.12000,0.00000,0.54500,0.22000,0.11500,0.12914,0.00619,0.53981
  4,0.09500,0.00000,0.63000,0.16000,0.11500,0.13736,0.00574,0.62404
  5,0.22000,0.00000,0.65500,0.12500,0.00000,0.14383,0.00537,0.65595
  6,0.21000,0.00000,0.65500,0.13500,0.00000,0.14432,0.00463,0.66498
  7,0.15000,0.09500,0.69500,0.06000,0.00000,0.14721,0.00455,0.66465
  8,0.15000,0.09500,0.70500,0.05000,0.00000,0.14608,0.00469,0.68681
  9,0.17000,0.05500,0.77500,0.00000,0.00000,0.15149,0.00527,0.57347
 10,0.17500,0.07000,0.75500,0.00000,0.00000,0.15011,0.00442,0.55151
 11,0.19000,0.07500,0.73500,0.00000,0.00000,0.14979,0.00387,0.53398
 12,0.14500,0.00000,0.85500,0.00000,0.00000,0.16515,0.00484,0.51970
 13,0.15000,0.00000,0.85000,0.00000,0.00000,0.16676,0.00658,0.52495
 13,0.00000,0.50500,0.00500,0.49000,0.00000,0.14277,0.00658,0.52495
 14,0.15500,0.00000,0.84500,0.00000,0.00000,0.16649,0.00600,0.52150
 14,0.00000,0.47000,0.01500,0.51500,0.00000,0.14389,0.00600,0.52150
 15,0.15000,0.00000,0.85000,0.00000,0.00000,0.16652,0.00598,0.53998
 15,0.00000,0.47000,0.00000,0.53000,0.00000,0.14457,0.00598,0.53998
 16,0.12500,0.00000,0.87500,0.00000,0.00000,0.16778,0.00748,0.50669
 16,0.00000,0.46500,0.00000,0.53500,0.00000,0.14460,0.00748,0.50669
 17,0.13000,0.00000,0.87000,0.00000,0.00000,0.16684,0.00701,0.45135
 17,0.00000,0.47500,0.00000,0.52500,0.00000,0.14425,0.00701,0.45135
 18,0.13500,0.00000,0.86500,0.00000,0.00000,0.16631,0.00628,0.44246
 18,0.00000,0.47500,0.00000,0.52500,0.00000,0.14421,0.00628,0.44246
 19,0.13500,0.00000,0.86500,0.00000,0.00000,0.16614,0.00590,0.44122
 19,0.00000,0.47000,0.00000,0.53000,0.00000,0.14424,0.00590,0.44122
 20,0.13500,0.00000,0.86500,0.00000,0.00000,0.16614,0.00600,0.45108
 20,0.00000,0.47000,0.00000,0.53000,0.00000,0.14419,0.00600,0.45108
 21,0.13500,0.00000,0.86500,0.00000,0.00000,0.16571,0.00552,0.44466
 21,0.00000,0.47000,0.00000,0.53000,0.00000,0.14416,0.00552,0.44466
 22,0.13500,0.00000,0.86500,0.00000,0.00000,0.16665,0.00549,0.41839
 22,0.00000,0.47500,0.00000,0.52500,0.00000,0.14463,0.00549,0.41839
 23,0.15500,0.00000,0.84500,0.00000,0.00000,0.16644,0.00518,0.40805
 23,0.00000,0.47500,0.00000,0.52500,0.00000,0.14450,0.00518,0.40805
 24,0.16000,0.00000,0.84000,0.00000,0.00000,0.16618,0.00514,0.40941
 24,0.00000,0.48000,0.00000,0.52000,0.00000,0.14440,0.00514,0.40941
 25,0.00000,0.48000,0.00000,0.52000,0.00000,0.14461,0.00693,0.42208
 25,0.00000,0.00000,1.00000,0.00000,0.00000,0.21093,0.00693,0.42208
 26,0.00000,0.48000,0.00000,0.52000,0.00000,0.14455,0.00671,0.42345
 26,0.00000,0.00000,1.00000,0.00000,0.00000,0.21061,0.00671,0.42345
 27,0.00000,0.47000,0.00000,0.53000,0.00000,0.14522,0.00641,0.42146
 27,0.00000,0.00000,1.00000,0.00000,0.00000,0.21017,0.00641,0.42146
 28,0.00000,0.47000,0.00000,0.53000,0.00000,0.14518,0.00633,0.42599
 28,0.00000,0.00000,1.00000,0.00000,0.00000,0.21044,0.00633,0.42599
 29,0.00000,0.47000,0.00000,0.53000,0.00000,0.14510,0.00612,0.42403
 29,0.00000,0.00000,1.00000,0.00000,0.00000,0.20960,0.00612,0.42403
 30,0.00000,0.47000,0.00000,0.53000,0.00000,0.14507,0.00591,0.42426
 30,0.00000,0.00000,1.00000,0.00000,0.00000,0.20915,0.00591,0.42426
 31,0.00000,0.47000,0.00000,0.53000,0.00000,0.14499,0.00587,0.42940
 31,0.00000,0.00000,1.00000,0.00000,0.00000,0.20878,0.00587,0.42940
 32,0.00000,0.47000,0.00000,0.53000,0.00000,0.14494,0.00562,0.42391
 32,0.00000,0.00000,1.00000,0.00000,0.00000,0.20943,0.00562,0.42391
 33,0.00000,0.47000,0.00000,0.53000,0.00000,0.14486,0.00558,0.42811
 33,0.00000,0.00000,1.00000,0.00000,0.00000,0.20947,0.00558,0.42811
 34,0.00000,0.47000,0.00000,0.53000,0.00000,0.14477,0.00561,0.43329
 34,0.00000,0.00000,1.00000,0.00000,0.00000,0.20947,0.00561,0.43329
 35,0.00000,0.47000,0.00000,0.53000,0.00000,0.14470,0.00557,0.43719
 35,0.00000,0.00000,1.00000,0.00000,0.00000,0.20942,0.00557,0.43719
 36,0.14000,0.00000,0.85000,0.01000,0.00000,0.19777,0.00453,0.22339
 36,0.00000,0.45500,0.00000,0.54500,0.00000,0.14758,0.00453,0.22339
 37,0.14000,0.00000,0.85000,0.00500,0.00500,0.19780,0.00447,0.22428
 37,0.00000,0.45500,0.00000,0.54500,0.00000,0.14743,0.00447,0.22428
 38,0.11500,0.05000,0.53000,0.10000,0.20500,0.15652,0.00520,0.20919
 38,0.14500,0.00000,0.85500,0.00000,0.00000,0.19750,0.00520,0.20919
 38,0.11500,0.05000,0.53000,0.10000,0.20500,0.15652,0.00520,0.20919
 38,0.00000,0.45000,0.00000,0.55000,0.00000,0.14873,0.00520,0.20919
 39,0.15500,0.00000,0.58500,0.15500,0.10500,0.15333,0.00513,0.21289
 39,0.14500,0.00000,0.85500,0.00000,0.00000,0.19746,0.00513,0.21289
 39,0.00000,0.45500,0.00000,0.54500,0.00000,0.14840,0.00513,0.21289
 40,0.12500,0.06000,0.52500,0.09000,0.20000,0.15227,0.00507,0.21596
 40,0.14500,0.00000,0.85500,0.00000,0.00000,0.19763,0.00507,0.21596
 40,0.00000,0.45500,0.00000,0.54500,0.00000,0.14816,0.00507,0.21596
 41,0.12500,0.06000,0.52500,0.09000,0.20000,0.15219,0.00496,0.21732
 41,0.14500,0.00000,0.85500,0.00000,0.00000,0.19751,0.00496,0.21732
 41,0.00000,0.45500,0.00000,0.54500,0.00000,0.14802,0.00496,0.21732
 42,0.14500,0.00000,0.57000,0.14000,0.14500,0.15247,0.00490,0.21982
 42,0.14500,0.00000,0.85500,0.00000,0.00000,0.19745,0.00490,0.21982
 42,0.00000,0.45500,0.00000,0.54500,0.00000,0.14780,0.00490,0.21982
 43,0.14000,0.00000,0.57000,0.14000,0.15000,0.15230,0.00481,0.22149
 43,0.14500,0.00000,0.85500,0.00000,0.00000,0.19737,0.00481,0.22149
 43,0.00000,0.45500,0.00000,0.54500,0.00000,0.14768,0.00481,0.22149
 44,0.14500,0.00000,0.85500,0.00000,0.00000,0.19730,0.00484,0.22559
 44,0.00000,0.45500,0.00000,0.54500,0.00000,0.14748,0.00484,0.22559
 45,0.14500,0.00000,0.85500,0.00000,0.00000,0.19722,0.00477,0.22758
 45,0.11500,0.00000,0.55500,0.15500,0.17500,0.15239,0.00477,0.22758
 45,0.00000,0.45500,0.00000,0.54500,0.00000,0.14738,0.00477,0.22758
 46,0.14500,0.00000,0.85500,0.00000,0.00000,0.19714,0.00469,0.22894
 46,0.11500,0.00000,0.55500,0.15500,0.17500,0.15227,0.00469,0.22894
 46,0.00000,0.45000,0.00000,0.55000,0.00000,0.14997,0.00469,0.22894
 47,0.14500,0.00000,0.85500,0.00000,0.00000,0.19706,0.00459,0.22870
 47,0.11500,0.00000,0.55500,0.15500,0.17500,0.15195,0.00459,0.22870
 47,0.00000,0.45000,0.00000,0.55000,0.00000,0.14998,0.00459,0.22870
 48,0.15000,0.00000,0.85000,0.00000,0.00000,0.19699,0.00455,0.23172
 48,0.11000,0.00000,0.55000,0.15500,0.18500,0.15190,0.00455,0.23172
 48,0.00000,0.45000,0.00000,0.55000,0.00000,0.14989,0.00455,0.23172
 49,0.15000,0.00000,0.85000,0.00000,0.00000,0.19694,0.00449,0.23356
 49,0.11000,0.00000,0.55000,0.15500,0.18500,0.15142,0.00449,0.23356
 49,0.00000,0.45000,0.00000,0.55000,0.00000,0.14974,0.00449,0.23356
 50,0.15000,0.00000,0.85000,0.00000,0.00000,0.19693,0.00447,0.23680
 50,0.11000,0.00000,0.55000,0.15500,0.18500,0.15141,0.00447,0.23680
 50,0.00000,0.45000,0.00000,0.55000,0.00000,0.14960,0.00447,0.23680
 51,0.15000,0.00000,0.85000,0.00000,0.00000,0.19685,0.00437,0.23699
 51,0.11000,0.00000,0.55000,0.15500,0.18500,0.15136,0.00437,0.23699
 51,0.00000,0.45000,0.00000,0.55000,0.00000,0.14960,0.00437,0.23699
 52,0.15000,0.00000,0.85000,0.00000,0.00000,0.19663,0.00440,0.24086
 52,0.10500,0.00000,0.55000,0.15500,0.19000,0.15073,0.00440,0.24086
 52,0.00000,0.45000,0.00000,0.55000,0.00000,0.14957,0.00440,0.24086
 53,0.15000,0.00000,0.85000,0.00000,0.00000,0.19654,0.00434,0.24253
 53,0.10000,0.00000,0.54500,0.15500,0.20000,0.15063,0.00434,0.24253
 53,0.00000,0.45000,0.00000,0.55000,0.00000,0.14950,0.00434,0.24253
 53,0.00000,0.00000,0.00000,0.00000,1.00000,0.00018,0.00434,0.24253
 54,0.15000,0.00000,0.85000,0.00000,0.00000,0.19656,0.00454,0.24891
 54,0.08000,0.00000,0.55500,0.05500,0.31000,0.15100,0.00454,0.24891
 54,0.00000,0.45000,0.00000,0.55000,0.00000,0.14912,0.00454,0.24891
 54,0.00000,0.00000,0.00000,0.00000,1.00000,0.00015,0.00454,0.24891
 55,0.15000,0.00000,0.85000,0.00000,0.00000,0.19647,0.00459,0.25460
 55,0.08000,0.00000,0.55500,0.05500,0.31000,0.15110,0.00459,0.25460
 55,0.00000,0.45000,0.00000,0.55000,0.00000,0.14893,0.00459,0.25460
 55,0.00000,0.00000,0.00000,0.00000,1.00000,0.00015,0.00459,0.25460
 56,0.15500,0.00000,0.84500,0.00000,0.00000,0.19623,0.00470,0.26111
 56,0.08000,0.00000,0.55500,0.05500,0.31000,0.15189,0.00470,0.26111
 56,0.00000,0.45500,0.00000,0.54500,0.00000,0.14861,0.00470,0.26111
 57,0.15500,0.00000,0.84500,0.00000,0.00000,0.19620,0.00475,0.26665
 57,0.08000,0.00000,0.55500,0.06000,0.30500,0.15193,0.00475,0.26665
 57,0.00000,0.45500,0.00000,0.54500,0.00000,0.14848,0.00475,0.26665
 58,0.15500,0.00000,0.84500,0.00000,0.00000,0.19627,0.00485,0.27251
 58,0.08000,0.00000,0.55500,0.06500,0.30000,0.15203,0.00485,0.27251
 58,0.00000,0.45500,0.00000,0.54500,0.00000,0.14836,0.00485,0.27251
 59,0.16000,0.00000,0.84000,0.00000,0.00000,0.19623,0.00507,0.28340
 59,0.07500,0.00000,0.55500,0.08000,0.29000,0.15196,0.00507,0.28340
 59,0.00000,0.45500,0.00000,0.54500,0.00000,0.14798,0.00507,0.28340
 60,0.16000,0.00000,0.84000,0.00000,0.00000,0.19614,0.00545,0.29873
 60,0.09500,0.29000,0.61500,0.00000,0.00000,0.14291,0.00545,0.29873
 60,0.07000,0.00000,0.55500,0.09000,0.28500,0.15131,0.00545,0.29873
 60,0.00000,0.46000,0.00000,0.54000,0.00000,0.14718,0.00545,0.29873
 61,0.16500,0.00000,0.83500,0.00000,0.00000,0.19605,0.00613,0.31905
 61,0.10000,0.29000,0.61000,0.00000,0.00000,0.14316,0.00613,0.31905
 61,0.06500,0.00000,0.56000,0.10000,0.27500,0.15073,0.00613,0.31905
 61,0.00000,0.46000,0.00000,0.54000,0.00000,0.14675,0.00613,0.31905
