  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,0.39500,0.23000,0.37500,0.10200,0.00575,0.64416
  3,0.00000,0.00000,1.00000,0.00000,0.00000,0.16657,0.01606,1.44287
  4,0.00000,0.00000,0.91000,0.00000,0.09000,0.16802,0.00963,0.93111
  5,0.00000,0.00000,0.63500,0.00000,0.36500,0.15928,0.00590,0.50190
  6,0.00000,0.00000,0.63000,0.00000,0.37000,0.15967,0.00517,0.52432
  7,0.00000,0.00000,0.63500,0.00000,0.36500,0.15918,0.00461,0.52128
  8,0.00000,0.00000,0.64000,0.02000,0.34000,0.15776,0.00424,0.52134
  9,0.00000,0.00000,0.64000,0.02500,0.33500,0.15759,0.00363,0.50603
 10,0.00000,0.00000,0.64500,0.02000,0.33500,0.15738,0.00337,0.50782
 11,0.00000,0.03000,0.66000,0.03000,0.28000,0.15517,0.00306,0.47344
 12,0.00000,0.03000,0.66500,0.02500,0.28000,0.15480,0.00291,0.48562
 13,0.00000,0.03000,0.66000,0.03000,0.28000,0.15481,0.00264,0.48083
 14,0.00000,0.04000,0.66000,0.02500,0.27500,0.15507,0.00253,0.48220
 15,0.00500,0.07000,0.66000,0.02000,0.24500,0.15744,0.00299,0.44402
 16,0.00000,0.06500,0.66500,0.01000,0.26000,0.15661,0.00303,0.45897
 17,0.00000,0.06500,0.66500,0.01000,0.26000,0.15627,0.00297,0.46976
 18,0.00000,0.07000,0.67000,0.00000,0.26000,0.15596,0.00301,0.48477
 19,0.00000,0.06500,0.67000,0.00000,0.26500,0.15598,0.00285,0.47721
 20,0.00000,0.07500,0.67000,0.00000,0.25500,0.15778,0.00278,0.47110
 21,0.00000,0.08000,0.67000,0.00000,0.25000,0.15791,0.00262,0.45891
 22,0.00000,0.08000,0.67000,0.00000,0.25000,0.15789,0.00250,0.45770
 23,0.00000,0.08000,0.67000,0.00000,0.25000,0.15783,0.00240,0.45743
 24,0.00000,0.08000,0.67000,0.00000,0.25000,0.15777,0.00234,0.45523
 25,0.00000,0.08000,0.67000,0.00000,0.25000,0.15738,0.00238,0.46193
 26,0.00000,0.08000,0.67000,0.00000,0.25000,0.15733,0.00235,0.46652
 27,0.00000,0.35500,0.00000,0.64500,0.00000,0.13598,0.00325,0.43707
 27,0.00000,0.08000,0.67000,0.00000,0.25000,0.15793,0.00325,0.43707
 28,0.00000,0.48000,0.00000,0.52000,0.00000,0.14659,0.00363,0.43973
 28,0.00000,0.08000,0.67000,0.00000,0.25000,0.15792,0.00363,0.43973
 29,0.00000,0.48000,0.00000,0.52000,0.00000,0.14660,0.00359,0.44401
 29,0.00000,0.08000,0.67000,0.00000,0.25000,0.15793,0.00359,0.44401
 30,0.00000,0.48500,0.00000,0.51500,0.00000,0.14608,0.00412,0.44086
 30,0.00000,0.08000,0.67000,0.00000,0.25000,0.15815,0.00412,0.44086
 31,0.00000,0.48500,0.00000,0.51500,0.00000,0.14605,0.00405,0.43862
 31,0.00000,0.07000,0.66000,0.01500,0.25500,0.15837,0.00405,0.43862
 31,0.00000,0.07000,0.66000,0.01500,0.25500,0.15837,0.00405,0.43862
 32,0.00000,0.49000,0.00000,0.51000,0.00000,0.14509,0.00424,0.43867
 32,0.00000,0.07000,0.65500,0.02000,0.25500,0.15840,0.00424,0.43867
 32,0.00000,0.07000,0.65500,0.02000,0.25500,0.15840,0.00424,0.43867
 33,0.00000,0.49000,0.00000,0.51000,0.00000,0.14490,0.00413,0.43839
 33,0.00000,0.07000,0.65500,0.02000,0.25500,0.15841,0.00413,0.43839
 33,0.00000,0.07000,0.65500,0.02000,0.25500,0.15841,0.00413,0.43839
 34,0.00000,0.49000,0.00000,0.51000,0.00000,0.14487,0.00418,0.44536
 34,0.00000,0.07000,0.65500,0.02000,0.25500,0.15831,0.00418,0.44536
 34,0.00000,0.07000,0.65500,0.02000,0.25500,0.15831,0.00418,0.44536
 35,0.00000,0.49000,0.00000,0.51000,0.00000,0.14488,0.00427,0.45006
 35,0.00000,0.07000,0.66000,0.01500,0.25500,0.15803,0.00427,0.45006
 35,0.00000,0.07000,0.66000,0.01500,0.25500,0.15803,0.00427,0.45006
 36,0.00000,0.49000,0.00000,0.51000,0.00000,0.14486,0.00428,0.45120
 36,0.00000,0.07500,0.65500,0.01500,0.25500,0.15806,0.00428,0.45120
 36,0.00000,0.07500,0.65500,0.01500,0.25500,0.15806,0.00428,0.45120
 37,0.00000,0.49000,0.00000,0.51000,0.00000,0.14491,0.00429,0.45010
 37,0.00000,0.07000,0.65000,0.02500,0.25500,0.15807,0.00429,0.45010
 37,0.00000,0.06500,0.64500,0.03000,0.26000,0.15807,0.00429,0.45010
 38,0.00000,0.49000,0.00000,0.51000,0.00000,0.14490,0.00439,0.45525
 38,0.00000,0.06500,0.65000,0.02500,0.26000,0.15805,0.00439,0.45525
 38,0.00000,0.06500,0.65000,0.02500,0.26000,0.15805,0.00439,0.45525
 39,0.00000,0.49000,0.00000,0.51000,0.00000,0.14487,0.00443,0.46090
 39,0.00000,0.06500,0.65000,0.02500,0.26000,0.15801,0.00443,0.46090
 39,0.00000,0.06500,0.65000,0.02500,0.26000,0.15801,0.00443,0.46090
 40,0.00000,0.49000,0.00000,0.51000,0.00000,0.14488,0.00440,0.46308
 40,0.00000,0.06000,0.64500,0.03500,0.26000,0.15784,0.00440,0.46308
 40,0.00000,0.06000,0.64500,0.03500,0.26000,0.15784,0.00440,0.46308
 41,0.00000,0.49000,0.00000,0.51000,0.00000,0.14489,0.00440,0.46253
 41,0.00000,0.06500,0.64500,0.03000,0.26000,0.15815,0.00440,0.46253
 41,0.00000,0.06500,0.64500,0.03000,0.26000,0.15815,0.00440,0.46253
 42,0.00000,0.48000,0.00000,0.52000,0.00000,0.14671,0.00445,0.45509
 42,0.00000,0.06500,0.64500,0.03000,0.26000,0.15820,0.00445,0.45509
 42,0.00000,0.06500,0.64500,0.03000,0.26000,0.15820,0.00445,0.45509
 43,0.00000,0.48000,0.00000,0.52000,0.00000,0.14661,0.00447,0.45918
 43,0.00000,0.06500,0.64500,0.03000,0.26000,0.15815,0.00447,0.45918
 43,0.00000,0.06500,0.64500,0.03000,0.26000,0.15815,0.00447,0.45918
 44,0.00000,0.48000,0.00000,0.52000,0.00000,0.14639,0.00448,0.46286
 44,0.00000,0.06500,0.64500,0.03000,0.26000,0.15816,0.00448,0.46286
 44,0.00000,0.06500,0.64500,0.03000,0.26000,0.15816,0.00448,0.46286
 45,0.00000,0.48000,0.00000,0.52000,0.00000,0.14637,0.00459,0.46710
 45,0.00000,0.06500,0.65000,0.02500,0.26000,0.15785,0.00459,0.46710
 45,0.00000,0.06500,0.65000,0.02500,0.26000,0.15785,0.00459,0.46710
 46,0.00000,0.48000,0.00000,0.52000,0.00000,0.14624,0.00462,0.47138
 46,0.00000,0.06500,0.65000,0.02500,0.26000,0.15778,0.00462,0.47138
 46,0.00000,0.06500,0.65000,0.02500,0.26000,0.15778,0.00462,0.47138
 47,0.00000,0.48000,0.00000,0.52000,0.00000,0.14621,0.00468,0.47415
 47,0.00000,0.07000,0.65000,0.02000,0.26000,0.15779,0.00468,0.47415
 47,0.00000,0.07000,0.65000,0.02000,0.26000,0.15779,0.00468,0.47415
 48,0.00000,0.48000,0.00000,0.52000,0.00000,0.14630,0.00487,0.48039
 48,0.00000,0.08000,0.65500,0.00500,0.26000,0.15768,0.00487,0.48039
 48,0.00000,0.08000,0.65500,0.00500,0.26000,0.15768,0.00487,0.48039
 49,0.00000,0.48000,0.00000,0.52000,0.00000,0.14629,0.00513,0.48713
 49,0.00000,0.08000,0.66000,0.00000,0.26000,0.15776,0.00513,0.48713
 49,0.00000,0.08000,0.66000,0.00000,0.26000,0.15776,0.00513,0.48713
 50,0.00000,0.48000,0.00000,0.52000,0.00000,0.14639,0.00502,0.48125
 50,0.00000,0.08500,0.65500,0.00000,0.26000,0.15888,0.00502,0.48125
 51,0.00000,0.48000,0.00000,0.52000,0.00000,0.14642,0.00493,0.47780
 51,0.00000,0.08500,0.65500,0.00000,0.26000,0.15892,0.00493,0.47780
 52,0.00000,0.48000,0.00000,0.52000,0.00000,0.14643,0.00492,0.47731
 52,0.00000,0.08500,0.65500,0.00000,0.26000,0.15907,0.00492,0.47731
 53,0.00000,0.48000,0.00000,0.52000,0.00000,0.14640,0.00494,0.47858
 53,0.00000,0.08500,0.65500,0.00000,0.26000,0.15895,0.00494,0.47858
 54,0.00000,0.48000,0.00000,0.52000,0.00000,0.14669,0.00424,0.44140
 54,0.00000,0.08500,0.66000,0.00000,0.25500,0.15950,0.00424,0.44140
 54,0.00000,0.08500,0.66000,0.00000,0.25500,0.15950,0.00424,0.44140
 55,0.00000,0.48000,0.00000,0.52000,0.00000,0.14657,0.00427,0.44461
 55,0.00000,0.08500,0.66000,0.00000,0.25500,0.15946,0.00427,0.44461
 55,0.00000,0.08500,0.66000,0.00000,0.25500,0.15946,0.00427,0.44461
 56,0.00000,0.48000,0.00000,0.52000,0.00000,0.14639,0.00420,0.44600
 56,0.00000,0.08000,0.66000,0.00000,0.26000,0.15967,0.00420,0.44600
 57,0.00000,0.48000,0.00000,0.52000,0.00000,0.14637,0.00427,0.45000
 57,0.00000,0.08000,0.66500,0.00000,0.25500,0.15967,0.00427,0.45000
 58,0.00000,0.48000,0.00000,0.52000,0.00000,0.14625,0.00427,0.45278
 58,0.00000,0.08000,0.66500,0.00000,0.25500,0.15966,0.00427,0.45278
 59,0.00000,0.48000,0.00000,0.52000,0.00000,0.14624,0.00411,0.44835
 59,0.00000,0.09000,0.65500,0.00000,0.25500,0.15913,0.00411,0.44835
 60,0.00000,0.48000,0.00000,0.52000,0.00000,0.14634,0.00403,0.44800
 60,0.00000,0.09000,0.65500,0.00000,0.25500,0.15913,0.00403,0.44800
 61,0.00000,0.47500,0.00000,0.52500,0.00000,0.14549,0.00410,0.45122
 61,0.00000,0.09000,0.65500,0.00000,0.25500,0.15912,0.00410,0.45122
 62,0.00000,0.48000,0.00000,0.52000,0.00000,0.14542,0.00424,0.45514
 62,0.00000,0.09500,0.65500,0.00000,0.25000,0.15920,0.00424,0.45514
 63,0.00000,0.48000,0.00000,0.52000,0.00000,0.14543,0.00417,0.45293
 63,0.00000,0.09000,0.65500,0.00000,0.25500,0.15890,0.00417,0.45293
 64,0.00000,0.47500,0.00000,0.52500,0.00000,0.14549,0.00415,0.45251
 64,0.00000,0.09000,0.65500,0.00000,0.25500,0.15883,0.00415,0.45251
 65,0.00000,0.47500,0.00000,0.52500,0.00000,0.14546,0.00415,0.45125
 65,0.00000,0.09000,0.65500,0.00000,0.25500,0.15886,0.00415,0.45125
 66,0.00000,0.47500,0.00000,0.52500,0.00000,0.14547,0.00408,0.44896
 66,0.00000,0.08500,0.65500,0.00000,0.26000,0.15862,0.00408,0.44896
 67,0.00000,0.48000,0.00000,0.52000,0.00000,0.14548,0.00399,0.44488
 67,0.00000,0.08500,0.65500,0.00000,0.26000,0.15882,0.00399,0.44488
 68,0.00000,0.48000,0.00000,0.52000,0.00000,0.14548,0.00399,0.44559
 68,0.00000,0.08500,0.65500,0.00000,0.26000,0.15881,0.00399,0.44559
 69,0.00000,0.48000,0.00000,0.52000,0.00000,0.14550,0.00398,0.44444
 69,0.00000,0.09000,0.65000,0.00000,0.26000,0.15879,0.00398,0.44444
 70,0.00000,0.48000,0.00000,0.52000,0.00000,0.14553,0.00376,0.43645
 70,0.00000,0.09000,0.65000,0.00000,0.26000,0.15896,0.00376,0.43645
 71,0.00000,0.49000,0.00000,0.51000,0.00000,0.14434,0.00403,0.43263
 71,0.00000,0.09000,0.65000,0.00000,0.26000,0.15895,0.00403,0.43263
 72,0.00000,0.50000,0.00000,0.50000,0.00000,0.14418,0.00423,0.43871
 72,0.00000,0.09000,0.65000,0.00000,0.26000,0.15894,0.00423,0.43871
 73,0.00000,0.50000,0.00000,0.50000,0.00000,0.14419,0.00424,0.43828
 73,0.00000,0.09000,0.65000,0.00000,0.26000,0.15908,0.00424,0.43828
 74,0.00000,0.50000,0.00000,0.50000,0.00000,0.14431,0.00423,0.43453
 74,0.00000,0.08500,0.65000,0.00000,0.26500,0.15882,0.00423,0.43453
 75,0.22000,0.00000,0.78000,0.00000,0.00000,0.20074,0.00422,0.32044
 75,0.00000,0.50500,0.00000,0.49500,0.00000,0.14507,0.00422,0.32044
 75,0.00000,0.07500,0.63000,0.02000,0.27500,0.16007,0.00422,0.32044
 76,0.21500,0.00000,0.78500,0.00000,0.00000,0.20064,0.00418,0.32034
 76,0.00000,0.51000,0.00000,0.49000,0.00000,0.14505,0.00418,0.32034
 76,0.00000,0.07500,0.63000,0.02000,0.27500,0.16008,0.00418,0.32034
 77,0.21500,0.00000,0.78500,0.00000,0.00000,0.20050,0.00419,0.32247
 77,0.00000,0.50500,0.00000,0.49500,0.00000,0.14506,0.00419,0.32247
 77,0.00000,0.08000,0.63000,0.01500,0.27500,0.16006,0.00419,0.32247
 78,0.21500,0.00000,0.78500,0.00000,0.00000,0.20040,0.00413,0.32310
 78,0.00000,0.51000,0.00000,0.49000,0.00000,0.14505,0.00413,0.32310
 78,0.00000,0.08000,0.63000,0.01500,0.27500,0.16004,0.00413,0.32310
 79,0.21500,0.00000,0.78500,0.00000,0.00000,0.20030,0.00412,0.32458
 79,0.00000,0.51000,0.00000,0.49000,0.00000,0.14501,0.00412,0.32458
 79,0.00000,0.07500,0.63000,0.02000,0.27500,0.16003,0.00412,0.32458
 80,0.21500,0.00000,0.78500,0.00000,0.00000,0.20022,0.00407,0.32519
 80,0.00000,0.51000,0.00000,0.49000,0.00000,0.14499,0.00407,0.32519
 80,0.00000,0.07500,0.63000,0.02000,0.27500,0.16003,0.00407,0.32519
 81,0.21500,0.00000,0.78500,0.00000,0.00000,0.20012,0.00409,0.32723
 81,0.00000,0.50500,0.00000,0.49500,0.00000,0.14511,0.00409,0.32723
 81,0.00000,0.07500,0.63000,0.02000,0.27500,0.16001,0.00409,0.32723
 82,0.21500,0.00000,0.78500,0.00000,0.00000,0.20005,0.00407,0.32836
 82,0.00000,0.50500,0.00000,0.49500,0.00000,0.14514,0.00407,0.32836
 82,0.00000,0.07500,0.63000,0.02000,0.27500,0.16000,0.00407,0.32836
 83,0.21500,0.00000,0.78500,0.00000,0.00000,0.19996,0.00397,0.32639
