     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.02732,0.20867,0.17202,0.28258,0.30940,0.0704195
0.00082,0.27136,0.25240,0.31112,0.16430,0.0861799
0.00025,0.12593,0.87042,0.00215,0.00126,0.0522801
0.00494,0.71758,0.15621,0.11849,0.00277,0.0854731
0.00252,0.38893,0.00211,0.60598,0.00046,0.0261656
0.00219,0.45834,0.39729,0.06079,0.08140,0.1135290
0.31026,0.36284,0.32157,0.00196,0.00336,0.0732957
0.00316,0.45534,0.28416,0.00226,0.25508,0.1466945
0.00486,0.56982,0.03634,0.00038,0.38861,0.1476586
0.00042,0.40501,0.14226,0.00383,0.44849,0.1296334
0.16495,0.55369,0.00246,0.00430,0.27460,0.1625495
0.29802,0.38114,0.00260,0.00337,0.31487,0.1110041
0.09181,0.54549,0.00157,0.12109,0.24005,0.1614018
0.10085,0.53313,0.11026,0.01405,0.24170,0.1491773
0.00145,0.08238,0.55328,0.00071,0.36219,0.0654330
0.32396,0.62486,0.00115,0.00467,0.04536,0.1157039
0.99300,0.00393,0.00065,0.00185,0.00058,0.0000036
0.23354,0.47548,0.00118,0.21302,0.07678,0.1322891
0.49729,0.00080,0.00081,0.49739,0.00371,0.0002814
0.07226,0.67323,0.00343,0.00351,0.24757,0.1494090
0.00397,0.00269,0.62018,0.37004,0.00312,0.0618801
0.37097,0.00280,0.62250,0.00211,0.00162,0.1621217
0.49223,0.00035,0.50341,0.00088,0.00314,0.1627191
0.37306,0.00169,0.50628,0.11449,0.00447,0.1172529
0.00296,0.00237,0.00117,0.00178,0.99173,0.0000000
0.38373,0.00050,0.51477,0.00090,0.10010,0.1198388
0.00200,0.55424,0.00062,0.18343,0.25971,0.1458733
0.00007,0.00481,0.00266,0.99115,0.00131,0.0000004
0.64603,0.34954,0.00030,0.00385,0.00028,0.0386136
0.10872,0.51252,0.00088,0.07757,0.30031,0.1616591
0.35200,0.00248,0.00358,0.00106,0.64088,0.0000002
0.00496,0.00162,0.00314,0.63542,0.35486,0.0002822
0.70376,0.00259,0.00033,0.00036,0.29297,0.0000026
0.12577,0.57661,0.00442,0.08595,0.20725,0.1601898
0.11664,0.54810,0.00020,0.00379,0.33127,0.1679837
0.00303,0.29065,0.54219,0.00116,0.16297,0.0855850
0.09603,0.62947,0.00447,0.26655,0.00348,0.1123136
0.00153,0.00262,0.31575,0.00403,0.67606,0.0124892
0.00443,0.50615,0.13726,0.09669,0.25548,0.1555842
0.00261,0.00020,0.32865,0.66389,0.00464,0.0197155
0.62457,0.00165,0.36798,0.00348,0.00232,0.1266240
0.00012,0.43048,0.00461,0.13093,0.43386,0.1357633
0.00361,0.00391,0.00376,0.30057,0.68815,0.0001384
0.11101,0.54349,0.00127,0.00275,0.34148,0.1635618
0.11001,0.52105,0.00181,0.07838,0.28874,0.1647931
0.09744,0.43794,0.00348,0.21971,0.24142,0.1350244
0.00492,0.48081,0.23421,0.27830,0.00176,0.0910161
0.35646,0.00066,0.00062,0.31413,0.32813,0.0002210
0.00119,0.57769,0.15244,0.00342,0.26527,0.1543886
0.14190,0.56763,0.00363,0.05164,0.23520,0.1641963
0.00148,0.00428,0.46460,0.26182,0.26782,0.0308885
0.43323,0.00266,0.55936,0.00275,0.00200,0.1622887
0.31156,0.00289,0.68116,0.00350,0.00090,0.1503478
0.24487,0.00113,0.00295,0.74798,0.00306,0.0001552
0.10557,0.53431,0.07722,0.00004,0.28286,0.1598476
0.00484,0.60395,0.00310,0.05746,0.33065,0.1535210
0.37384,0.06989,0.55119,0.00357,0.00150,0.1199287
0.14874,0.57717,0.00245,0.00123,0.27041,0.1610366
0.09536,0.51373,0.08948,0.07622,0.22522,0.1580357
0.09689,0.52456,0.00393,0.00007,0.37455,0.1610463
0.12925,0.62516,0.24124,0.00201,0.00233,0.0847935
0.26339,0.24396,0.15211,0.33689,0.00365,0.0529198
0.07358,0.49826,0.06529,0.06589,0.29699,0.1542496
0.15741,0.57787,0.00229,0.00077,0.26167,0.1688063
0.00035,0.00305,0.85135,0.00491,0.14034,0.0831351
0.16526,0.57876,0.00135,0.00239,0.25224,0.1649171
0.00312,0.33236,0.00345,0.00049,0.66059,0.0927427
0.00275,0.98872,0.00470,0.00045,0.00338,0.0352667
0.11458,0.40342,0.20807,0.00435,0.26958,0.1251449
0.36012,0.00027,0.26852,0.00318,0.36790,0.0260541
0.00294,0.50267,0.14890,0.10557,0.23991,0.1572990
0.77242,0.00263,0.00335,0.22040,0.00119,0.0010518
0.32547,0.50851,0.00103,0.16320,0.00179,0.1096085
0.12352,0.58271,0.00068,0.07431,0.21879,0.1619514
0.12731,0.58192,0.00322,0.07042,0.21713,0.1623634
0.12947,0.56878,0.00044,0.06881,0.23250,0.1620984
0.10347,0.54369,0.00104,0.00441,0.34740,0.1559493
0.00154,0.58372,0.15990,0.00346,0.25138,0.1541030
0.10652,0.60319,0.00032,0.06927,0.22069,0.1614715
0.10733,0.52292,0.00074,0.06382,0.30519,0.1656447
0.23929,0.00373,0.34506,0.40829,0.00364,0.0351038
0.19170,0.56796,0.00358,0.00490,0.23186,0.1604978
0.00172,0.24498,0.53174,0.21981,0.00175,0.0507707
0.00128,0.64016,0.00133,0.11998,0.23725,0.1351549
0.00303,0.47866,0.17241,0.10112,0.24478,0.1523395
0.00253,0.47647,0.00218,0.29552,0.22329,0.1273420
0.20392,0.79054,0.00058,0.00179,0.00317,0.0971069
0.17172,0.54218,0.00183,0.07544,0.20883,0.1616611
0.12118,0.52840,0.07906,0.09914,0.17222,0.1522685
0.10324,0.55013,0.00011,0.00364,0.34287,0.1599128
0.57232,0.14719,0.27477,0.00177,0.00395,0.0713845
0.00147,0.54794,0.21321,0.00158,0.23580,0.1538095
0.00074,0.57099,0.00201,0.00248,0.42378,0.1464249
0.11073,0.50754,0.00125,0.07508,0.30540,0.1609398
0.00428,0.00226,0.87238,0.11684,0.00423,0.0602873
0.16218,0.59480,0.00080,0.00445,0.23775,0.1571971
0.11105,0.50786,0.00366,0.07379,0.30364,0.1596792
0.10723,0.56644,0.06584,0.00420,0.25630,0.1635003
0.12386,0.61704,0.00171,0.00404,0.25335,0.1615758
0.19732,0.57022,0.00195,0.00471,0.22580,0.1559389
0.00445,0.53406,0.12507,0.00384,0.33258,0.1562757
0.53474,0.00497,0.30092,0.15769,0.00168,0.0783674
