  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.34500,0.38500,0.27000,0.00000,0.09716,0.00618,0.94022
  3,0.00000,0.37000,0.26500,0.36500,0.00000,0.09453,0.00351,0.76277
  4,0.00000,0.41500,0.20500,0.38000,0.00000,0.09570,0.00294,0.86194
  5,0.00000,0.44000,0.37500,0.11500,0.07000,0.10323,0.00277,0.55719
  6,0.00000,0.47000,0.41000,0.04000,0.08000,0.11320,0.00277,0.58632
  7,0.00000,0.47000,0.40000,0.03500,0.09500,0.11313,0.00243,0.57063
  8,0.00000,0.47500,0.22500,0.00000,0.30000,0.14817,0.00405,0.48499
  9,0.00000,0.51000,0.15500,0.00000,0.33500,0.15276,0.00447,0.53303
 10,0.00000,0.55500,0.14000,0.00000,0.30500,0.15337,0.00403,0.50714
 11,0.13500,0.54500,0.04000,0.00000,0.28000,0.16265,0.00419,0.46472
 12,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01337,0.00382,0.43145
 12,0.11500,0.57500,0.05000,0.00000,0.26000,0.16417,0.00382,0.43145
 13,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00915,0.00351,0.41019
 13,0.10000,0.55500,0.05000,0.03500,0.26000,0.16559,0.00351,0.41019
 14,0.11000,0.58500,0.00000,0.05000,0.25500,0.16423,0.00491,0.44791
 15,0.11000,0.58000,0.00000,0.05500,0.25500,0.16361,0.00443,0.44347
 16,0.10000,0.57500,0.00000,0.05500,0.27000,0.16345,0.00396,0.43868
 17,0.10000,0.57500,0.00000,0.05500,0.27000,0.16342,0.00356,0.43164
 18,0.11000,0.56500,0.00000,0.06500,0.26000,0.16314,0.00354,0.43583
 19,0.11000,0.56500,0.00000,0.06500,0.26000,0.16304,0.00332,0.43652
 20,0.11000,0.56000,0.00000,0.07000,0.26000,0.16262,0.00321,0.43984
 21,0.11000,0.56000,0.00000,0.07000,0.26000,0.16269,0.00311,0.43693
 22,0.37000,0.00000,0.63000,0.00000,0.00000,0.16222,0.00474,0.41017
 22,0.12000,0.56000,0.00000,0.06500,0.25500,0.16377,0.00474,0.41017
 23,0.43500,0.00000,0.56500,0.00000,0.00000,0.16707,0.00489,0.41495
 23,0.12000,0.56000,0.00000,0.06500,0.25500,0.16375,0.00489,0.41495
 24,0.43500,0.00000,0.56500,0.00000,0.00000,0.16696,0.00552,0.41642
 24,0.12000,0.56000,0.00000,0.06500,0.25500,0.16379,0.00552,0.41642
 25,0.43500,0.00000,0.56500,0.00000,0.00000,0.16694,0.00513,0.41163
 25,0.12000,0.56000,0.00000,0.06500,0.25500,0.16379,0.00513,0.41163
 26,0.43500,0.00000,0.56500,0.00000,0.00000,0.16698,0.00568,0.42107
 26,0.11500,0.56000,0.00000,0.06500,0.26000,0.16383,0.00568,0.42107
 27,0.43500,0.00000,0.56500,0.00000,0.00000,0.16697,0.00560,0.42146
 27,0.12000,0.56000,0.00000,0.06000,0.26000,0.16379,0.00560,0.42146
 28,0.43500,0.00000,0.56500,0.00000,0.00000,0.16694,0.00524,0.41678
 28,0.12000,0.56000,0.00000,0.06000,0.26000,0.16386,0.00524,0.41678
 29,0.43500,0.00000,0.56500,0.00000,0.00000,0.16688,0.00521,0.42167
 29,0.12000,0.56000,0.00000,0.06000,0.26000,0.16378,0.00521,0.42167
 30,0.43500,0.00000,0.56500,0.00000,0.00000,0.16687,0.00520,0.42292
 30,0.12000,0.55500,0.00000,0.06500,0.26000,0.16403,0.00520,0.42292
 31,0.43500,0.00000,0.56500,0.00000,0.00000,0.16681,0.00486,0.41736
 31,0.12000,0.56000,0.00000,0.06000,0.26000,0.16401,0.00486,0.41736
 32,0.43500,0.00000,0.56500,0.00000,0.00000,0.16677,0.00473,0.41840
 32,0.12000,0.56000,0.00000,0.06000,0.26000,0.16399,0.00473,0.41840
 33,0.43500,0.00000,0.56500,0.00000,0.00000,0.16667,0.00460,0.41972
 33,0.12000,0.56000,0.00000,0.06000,0.26000,0.16396,0.00460,0.41972
 34,0.43500,0.00000,0.56500,0.00000,0.00000,0.16666,0.00463,0.42201
 34,0.11500,0.56000,0.00000,0.06000,0.26500,0.16364,0.00463,0.42201
 35,0.43500,0.00000,0.56500,0.00000,0.00000,0.16675,0.00465,0.41295
 35,0.11500,0.56000,0.00000,0.04000,0.28500,0.16509,0.00465,0.41295
 36,0.43500,0.00000,0.56500,0.00000,0.00000,0.16673,0.00461,0.40706
 36,0.12000,0.56000,0.00000,0.04000,0.28000,0.16516,0.00461,0.40706
 37,0.43500,0.00000,0.56500,0.00000,0.00000,0.16669,0.00461,0.41103
 37,0.12000,0.56000,0.00000,0.04000,0.28000,0.16511,0.00461,0.41103
 38,0.43500,0.00000,0.56500,0.00000,0.00000,0.16659,0.00457,0.41263
 38,0.11500,0.56000,0.00000,0.04000,0.28500,0.16505,0.00457,0.41263
 39,0.43500,0.00000,0.56500,0.00000,0.00000,0.16656,0.00455,0.41477
 39,0.11500,0.56000,0.00000,0.04500,0.28000,0.16502,0.00455,0.41477
 39,0.00000,0.00000,0.00000,1.00000,0.00000,0.00039,0.00455,0.41477
 40,0.43500,0.00000,0.56500,0.00000,0.00000,0.16653,0.00447,0.41689
 40,0.11500,0.56000,0.00000,0.04500,0.28000,0.16500,0.00447,0.41689
 41,0.43000,0.00000,0.57000,0.00000,0.00000,0.16671,0.00441,0.41841
 41,0.11500,0.56000,0.00000,0.04500,0.28000,0.16497,0.00441,0.41841
 42,0.43000,0.00000,0.57000,0.00000,0.00000,0.16670,0.00447,0.42164
 42,0.11500,0.55500,0.00000,0.04500,0.28500,0.16504,0.00447,0.42164
 43,0.43000,0.00000,0.57000,0.00000,0.00000,0.16665,0.00441,0.42377
 43,0.11500,0.55500,0.00000,0.04500,0.28500,0.16501,0.00441,0.42377
 44,0.43000,0.00000,0.57000,0.00000,0.00000,0.16666,0.00441,0.42309
 44,0.11500,0.55500,0.00000,0.04500,0.28500,0.16518,0.00441,0.42309
 45,0.43000,0.00000,0.57000,0.00000,0.00000,0.16666,0.00439,0.42254
 45,0.11500,0.55500,0.00000,0.04500,0.28500,0.16534,0.00439,0.42254
 46,0.43000,0.00000,0.57000,0.00000,0.00000,0.16665,0.00434,0.41983
 46,0.11000,0.55500,0.00000,0.04500,0.29000,0.16551,0.00434,0.41983
 47,0.43000,0.00000,0.57000,0.00000,0.00000,0.16663,0.00433,0.42128
 47,0.11000,0.55500,0.00000,0.04500,0.29000,0.16549,0.00433,0.42128
