     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.20670,0.25737,0.21210,0.06570,0.25813,0.0664468
0.08625,0.33087,0.19202,0.07179,0.31907,0.0416909
0.41643,0.04083,0.24571,0.06050,0.23653,0.0759069
0.50088,0.29207,0.20470,0.00057,0.00178,0.0687978
0.28259,0.09760,0.43619,0.18128,0.00234,0.1202806
0.18281,0.05419,0.74477,0.01811,0.00012,0.1655860
0.00085,0.00329,0.99069,0.00345,0.00172,0.0647167
0.33563,0.00028,0.65979,0.00009,0.00421,0.1446915
0.15246,0.20712,0.63355,0.00370,0.00318,0.1433103
0.13384,0.00044,0.64898,0.08434,0.13240,0.1406156
0.15850,0.00251,0.68828,0.14752,0.00319,0.1425848
0.41186,0.13142,0.00167,0.45217,0.00288,0.0338230
0.00054,0.00483,0.25284,0.49567,0.24612,0.0978267
0.00257,0.00318,0.14272,0.85110,0.00043,0.0632007
0.00172,0.25507,0.29274,0.44909,0.00138,0.0919794
0.00352,0.00438,0.00374,0.31169,0.67668,0.0087315
0.00207,0.99292,0.00220,0.00048,0.00233,0.0000028
0.00325,0.00498,0.46349,0.52593,0.00235,0.0885720
0.00222,0.00121,0.47379,0.00292,0.51985,0.0984688
0.00293,0.12194,0.50313,0.19479,0.17721,0.1364403
0.07418,0.00478,0.38844,0.21502,0.31757,0.1175779
0.00112,0.57078,0.00278,0.42369,0.00163,0.1411627
0.00218,0.38785,0.00302,0.60224,0.00472,0.1358157
0.00045,0.38636,0.00127,0.44552,0.16640,0.0693525
0.22937,0.54119,0.00140,0.22778,0.00025,0.0381419
0.99257,0.00074,0.00132,0.00266,0.00271,0.0131817
0.34999,0.00206,0.00272,0.00386,0.64138,0.0095677
0.00176,0.15283,0.61519,0.00245,0.22778,0.1566693
0.14474,0.12002,0.55364,0.00005,0.18156,0.1410983
0.00238,0.58940,0.40249,0.00473,0.00100,0.0662402
0.00071,0.01875,0.69751,0.00256,0.28048,0.1527815
0.68932,0.00242,0.00235,0.00392,0.30199,0.0562770
0.22396,0.00363,0.25067,0.52035,0.00139,0.0943782
0.28941,0.00061,0.00140,0.38668,0.32189,0.0247546
