Upper Bounds	MAE	R_square	length_scale
0.11	0.1163	-0.362	0.11
0.13	0.1071	-0.061	0.13
0.15000000000000002	0.0954	0.233	0.15
0.17	0.0832	0.47	0.17
0.19	0.0747	0.637	0.19
0.21000000000000002	0.0684	0.741	0.21
0.23000000000000004	0.0644	0.802	0.23
0.25	0.0608	0.843	0.25
0.27	0.0573	0.871	0.27
0.29000000000000004	0.0541	0.891	0.29
0.31000000000000005	0.053	0.898	0.31
0.33	0.0538	0.895	0.317
0.35000000000000003	0.0539	0.894	0.317
0.37000000000000005	0.0539	0.894	0.317
0.39	0.0539	0.894	0.317
0.41000000000000003	0.0539	0.894	0.317
0.43000000000000005	0.0539	0.894	0.317
0.45000000000000007	0.0539	0.894	0.317
0.4700000000000001	0.0539	0.894	0.317
0.49000000000000005	0.0539	0.894	0.317
0.5100000000000001	0.0539	0.894	0.317
0.5300000000000001	0.0539	0.894	0.317
0.55	0.0539	0.894	0.317
0.5700000000000001	0.0539	0.894	0.317
0.5900000000000001	0.0539	0.894	0.317
