Upper Bounds	MAE	R_square	length_scale
0.11	0.1415	-1.173	0.11
0.13	0.1237	-0.323	0.13
0.15000000000000002	0.1037	0.253	0.15
0.17	0.0848	0.565	0.17
0.19	0.0696	0.732	0.19
0.21000000000000002	0.0574	0.826	0.21
0.23000000000000004	0.0488	0.881	0.23
0.25	0.0432	0.914	0.25
0.27	0.0395	0.934	0.27
0.29000000000000004	0.0366	0.947	0.29
0.31000000000000005	0.0343	0.956	0.31
0.33	0.0322	0.962	0.33
0.35000000000000003	0.0304	0.966	0.35
0.37000000000000005	0.0294	0.968	0.37
0.39	0.0288	0.97	0.388
0.41000000000000003	0.0288	0.97	0.388
0.43000000000000005	0.0288	0.97	0.388
0.45000000000000007	0.0288	0.97	0.388
0.4700000000000001	0.0288	0.97	0.388
0.49000000000000005	0.0288	0.97	0.388
0.5100000000000001	0.0288	0.97	0.388
0.5300000000000001	0.0288	0.97	0.388
0.55	0.0288	0.97	0.388
0.5700000000000001	0.0288	0.97	0.388
0.5900000000000001	0.0288	0.97	0.388
