Upper Bounds	MAE	R_square	length_scale
0.11	0.1718	-1.264	0.11
0.13	0.1592	-0.786	0.13
0.15000000000000002	0.1446	-0.311	0.15
0.17	0.1307	0.06	0.17
0.19	0.1174	0.331	0.19
0.21000000000000002	0.1046	0.523	0.21
0.23000000000000004	0.0945	0.658	0.23
0.25	0.0845	0.75	0.25
0.27	0.075	0.813	0.27
0.29000000000000004	0.0682	0.857	0.29
0.31000000000000005	0.0633	0.887	0.31
0.33	0.0586	0.908	0.33
0.35000000000000003	0.0542	0.923	0.35
0.37000000000000005	0.0502	0.935	0.37
0.39	0.0464	0.945	0.39
0.41000000000000003	0.0452	0.948	0.401
0.43000000000000005	0.0452	0.948	0.401
0.45000000000000007	0.0452	0.948	0.401
0.4700000000000001	0.0452	0.948	0.401
0.49000000000000005	0.0452	0.948	0.401
0.5100000000000001	0.0452	0.948	0.401
0.5300000000000001	0.0452	0.948	0.401
0.55	0.0452	0.948	0.401
0.5700000000000001	0.0452	0.948	0.401
0.5900000000000001	0.0452	0.948	0.401
