Upper Bounds	MAE	R_square	length_scale
0.11	0.1667	-1.281	0.11
0.13	0.1535	-0.731	0.13
0.15000000000000002	0.139	-0.229	0.15
0.17	0.124	0.145	0.17
0.19	0.1098	0.406	0.19
0.21000000000000002	0.0967	0.584	0.21
0.23000000000000004	0.0857	0.704	0.23
0.25	0.0756	0.787	0.25
0.27	0.0675	0.844	0.27
0.29000000000000004	0.0609	0.883	0.29
0.31000000000000005	0.0551	0.912	0.31
0.33	0.0502	0.931	0.33
0.35000000000000003	0.0459	0.946	0.35
0.37000000000000005	0.0421	0.956	0.37
0.39	0.0387	0.963	0.39
0.41000000000000003	0.037	0.966	0.405
0.43000000000000005	0.0369	0.966	0.405
0.45000000000000007	0.0369	0.966	0.405
0.4700000000000001	0.0369	0.966	0.405
0.49000000000000005	0.0369	0.966	0.405
0.5100000000000001	0.0369	0.966	0.405
0.5300000000000001	0.0369	0.966	0.405
0.55	0.0369	0.966	0.405
0.5700000000000001	0.0369	0.966	0.405
0.5900000000000001	0.0369	0.966	0.405
