Length Scale	MAE	R_square	RMSE
0.1	0.1153	-1.29	0.1685
0.12000000000000001	0.1074	-0.864	0.1635
0.14	0.1037	-0.731	0.163
0.16000000000000003	0.0997	-0.63	0.1621
0.18000000000000002	0.0974	-0.673	0.164
0.2	0.0934	-0.548	0.1618
0.22000000000000003	0.0864	-0.463	0.1572
0.24000000000000002	0.0826	-0.3	0.1529
0.26	0.0734	-0.155	0.1455
0.28	0.071	-0.083	0.1424
0.30000000000000004	0.0683	0.012	0.138
0.32000000000000006	0.0652	0.129	0.1322
0.3400000000000001	0.0532	0.372	0.1141
0.3600000000000001	0.0167	0.913	0.0405
0.38	0.0165	0.915	0.0402
0.4	0.0166	0.915	0.0402
0.42000000000000004	0.0177	0.905	0.0414
0.44000000000000006	0.0184	0.899	0.0427
0.4600000000000001	0.0197	0.882	0.0458
0.4800000000000001	0.0216	0.863	0.0488
0.5000000000000001	0.0233	0.847	0.0505
0.5200000000000001	0.0239	0.846	0.0503
0.54	0.0364	0.63	0.0795
