Upper Bounds	MAE	R_square	length_scale
0.11	0.1274	-1.306	0.11
0.13	0.1253	-1.13	0.13
0.15000000000000002	0.1228	-0.982	0.15
0.17	0.1193	-0.801	0.17
0.19	0.1195	-0.782	0.17
0.21000000000000002	0.1199	-0.815	0.17
0.23000000000000004	0.1234	-0.911	0.17
0.25	0.1254	-0.904	0.17
0.27	0.1282	-1.085	0.17
0.29000000000000004	0.1075	0.163	0.29
0.31000000000000005	0.1032	0.297	0.31
0.33	0.1036	0.353	0.33
0.35000000000000003	0.1038	0.391	0.35
0.37000000000000005	0.1042	0.413	0.37
0.39	0.1063	0.403	0.39
0.41000000000000003	0.1083	0.391	0.41
0.43000000000000005	0.1092	0.382	0.43
0.45000000000000007	0.1095	0.375	0.45
0.4700000000000001	0.1099	0.368	0.47
0.49000000000000005	0.1099	0.368	0.471
0.5100000000000001	0.1099	0.368	0.471
0.5300000000000001	0.1099	0.368	0.471
0.55	0.1099	0.368	0.471
0.5700000000000001	0.1099	0.368	0.471
0.5900000000000001	0.1099	0.368	0.471
