Upper Bounds	MAE	R_square	length_scale
0.11	0.1307	-0.653	0.11
0.13	0.1246	-0.256	0.13
0.15000000000000002	0.1123	0.025	0.15
0.17	0.1001	0.257	0.17
0.19	0.0885	0.437	0.19
0.21000000000000002	0.0778	0.57	0.21
0.23000000000000004	0.0707	0.664	0.23
0.25	0.0661	0.739	0.25
0.27	0.0625	0.801	0.27
0.29000000000000004	0.0583	0.85	0.29
0.31000000000000005	0.0539	0.887	0.31
0.33	0.0497	0.913	0.33
0.35000000000000003	0.0461	0.929	0.35
0.37000000000000005	0.0444	0.938	0.37
0.39	0.0446	0.94	0.382
0.41000000000000003	0.0446	0.94	0.382
0.43000000000000005	0.0446	0.94	0.382
0.45000000000000007	0.0446	0.94	0.382
0.4700000000000001	0.0446	0.94	0.382
0.49000000000000005	0.0446	0.94	0.382
0.5100000000000001	0.0446	0.94	0.382
0.5300000000000001	0.0446	0.94	0.382
0.55	0.0446	0.94	0.382
0.5700000000000001	0.0446	0.94	0.382
0.5900000000000001	0.0446	0.94	0.382
