Length Scale	MAE	R_square	RMSE
0.1	0.1679	-0.754	0.2323
0.12000000000000001	0.1523	-0.241	0.2123
0.14	0.1334	0.22	0.1863
0.16000000000000003	0.1118	0.534	0.1589
0.18000000000000002	0.0924	0.719	0.1339
0.2	0.0743	0.828	0.1117
0.22000000000000003	0.0625	0.885	0.0962
0.24000000000000002	0.0538	0.916	0.0854
0.26	0.0483	0.933	0.0779
0.28	0.0449	0.944	0.0726
0.30000000000000004	0.0431	0.951	0.0684
0.32000000000000006	0.0421	0.957	0.0649
0.3400000000000001	0.0409	0.961	0.0619
0.3600000000000001	0.0396	0.965	0.0593
0.38	0.0382	0.967	0.0571
0.4	0.0366	0.97	0.0552
0.42000000000000004	0.0349	0.971	0.0536
0.44000000000000006	0.0333	0.973	0.0519
0.4600000000000001	0.0322	0.975	0.0503
0.4800000000000001	0.0317	0.976	0.0494
0.5000000000000001	0.0315	0.976	0.0493
0.5200000000000001	0.0319	0.976	0.0496
0.54	0.032	0.976	0.0498
