Length Scale	MAE	R_square	RMSE
0.1	0.1308	-0.581	0.1848
0.12000000000000001	0.1199	-0.242	0.1731
0.14	0.1087	0.069	0.1602
0.16000000000000003	0.0962	0.32	0.146
0.18000000000000002	0.0861	0.503	0.1323
0.2	0.0781	0.63	0.1198
0.22000000000000003	0.0724	0.718	0.1095
0.24000000000000002	0.069	0.777	0.1013
0.26	0.0661	0.817	0.0945
0.28	0.0617	0.85	0.0868
0.30000000000000004	0.0571	0.873	0.0801
0.32000000000000006	0.0549	0.882	0.077
0.3400000000000001	0.055	0.882	0.0767
0.3600000000000001	0.0578	0.873	0.0792
0.38	0.0628	0.857	0.0836
0.4	0.0682	0.837	0.0886
0.42000000000000004	0.0729	0.818	0.0932
0.44000000000000006	0.0766	0.802	0.0971
0.4600000000000001	0.0793	0.788	0.1001
0.4800000000000001	0.0814	0.776	0.1024
0.5000000000000001	0.083	0.766	0.1044
0.5200000000000001	0.0844	0.758	0.106
0.54	0.0856	0.75	0.1074
