Upper Bounds	MAE	R_square	length_scale
0.11	0.1172	-0.873	0.11
0.13	0.1054	-0.386	0.13
0.15000000000000002	0.0909	0.096	0.15
0.17	0.0749	0.46	0.17
0.19	0.0602	0.688	0.19
0.21000000000000002	0.0479	0.819	0.21
0.23000000000000004	0.0378	0.892	0.23
0.25	0.0301	0.934	0.25
0.27	0.0244	0.959	0.27
0.29000000000000004	0.0196	0.974	0.29
0.31000000000000005	0.0157	0.983	0.31
0.33	0.0125	0.989	0.33
0.35000000000000003	0.0101	0.993	0.35
0.37000000000000005	0.0086	0.994	0.37
0.39	0.0077	0.995	0.39
0.41000000000000003	0.0076	0.996	0.41
0.43000000000000005	0.0082	0.995	0.43
0.45000000000000007	0.0087	0.995	0.442
0.4700000000000001	0.0087	0.995	0.442
0.49000000000000005	0.0087	0.995	0.442
0.5100000000000001	0.0087	0.995	0.442
0.5300000000000001	0.0087	0.995	0.442
0.55	0.0087	0.995	0.442
0.5700000000000001	0.0087	0.995	0.442
0.5900000000000001	0.0087	0.995	0.442
