Length Scale	MAE	R_square	RMSE
0.1	0.1294	-0.714	0.1897
0.12000000000000001	0.1246	-0.449	0.1849
0.14	0.1171	-0.177	0.1781
0.16000000000000003	0.1007	0.014	0.1633
0.18000000000000002	0.0938	0.234	0.1517
0.2	0.0896	0.411	0.1404
0.22000000000000003	0.0855	0.549	0.1293
0.24000000000000002	0.0799	0.659	0.1179
0.26	0.0761	0.739	0.1067
0.28	0.0706	0.792	0.0972
0.30000000000000004	0.0664	0.82	0.0916
0.32000000000000006	0.0682	0.825	0.0905
0.3400000000000001	0.0716	0.816	0.0925
0.3600000000000001	0.0747	0.805	0.0952
0.38	0.0775	0.793	0.0977
0.4	0.0798	0.783	0.1
0.42000000000000004	0.0816	0.774	0.1019
0.44000000000000006	0.0836	0.765	0.1038
0.4600000000000001	0.0853	0.757	0.1055
0.4800000000000001	0.0868	0.748	0.1072
0.5000000000000001	0.0882	0.738	0.1088
0.5200000000000001	0.0895	0.728	0.1104
0.54	0.0907	0.718	0.112
