Upper Bounds	MAE	R_square	length_scale
0.11	0.1235	-0.505	0.11
0.13	0.1118	-0.188	0.13
0.15000000000000002	0.0986	0.131	0.15
0.17	0.0842	0.417	0.17
0.19	0.0701	0.631	0.19
0.21000000000000002	0.057	0.771	0.21
0.23000000000000004	0.046	0.858	0.23
0.25	0.0371	0.911	0.25
0.27	0.0303	0.943	0.27
0.29000000000000004	0.0248	0.963	0.29
0.31000000000000005	0.0204	0.975	0.31
0.33	0.0172	0.983	0.33
0.35000000000000003	0.0146	0.987	0.35
0.37000000000000005	0.0132	0.989	0.37
0.39	0.0134	0.989	0.39
0.41000000000000003	0.0147	0.988	0.41
0.43000000000000005	0.0166	0.986	0.43
0.45000000000000007	0.0167	0.986	0.431
0.4700000000000001	0.0167	0.986	0.431
0.49000000000000005	0.0167	0.986	0.431
0.5100000000000001	0.0167	0.986	0.431
0.5300000000000001	0.0167	0.986	0.431
0.55	0.0167	0.986	0.431
0.5700000000000001	0.0167	0.986	0.431
0.5900000000000001	0.0167	0.986	0.431
