Upper Bounds	MAE	R_square	length_scale
0.11	0.0933	-0.815	0.11
0.13	0.0835	-0.433	0.13
0.15000000000000002	0.0771	-0.193	0.15
0.17	0.0721	-0.035	0.17
0.19	0.0682	0.07	0.19
0.21000000000000002	0.0656	0.141	0.21
0.23000000000000004	0.0637	0.187	0.23
0.25	0.0624	0.216	0.25
0.27	0.0613	0.235	0.27
0.29000000000000004	0.0604	0.247	0.29
0.31000000000000005	0.0594	0.257	0.31
0.33	0.0584	0.268	0.33
0.35000000000000003	0.0573	0.283	0.35
0.37000000000000005	0.0561	0.301	0.37
0.39	0.0547	0.321	0.388
0.41000000000000003	0.0548	0.311	0.388
0.43000000000000005	0.0548	0.311	0.388
0.45000000000000007	0.0548	0.311	0.388
0.4700000000000001	0.0548	0.311	0.388
0.49000000000000005	0.0548	0.311	0.388
0.5100000000000001	0.0548	0.311	0.388
0.5300000000000001	0.0548	0.311	0.388
0.55	0.0548	0.311	0.388
0.5700000000000001	0.0548	0.311	0.388
0.5900000000000001	0.0548	0.311	0.388
