Upper Bounds	MAE	R_square	length_scale
0.11	0.1094	-0.285	0.11
0.13	0.0988	0.049	0.13
0.15000000000000002	0.0885	0.326	0.15
0.17	0.0769	0.536	0.17
0.19	0.0674	0.683	0.19
0.21000000000000002	0.0615	0.775	0.21
0.23000000000000004	0.0585	0.826	0.23
0.25	0.0554	0.863	0.25
0.27	0.0521	0.892	0.27
0.29000000000000004	0.0499	0.907	0.29
0.31000000000000005	0.0507	0.905	0.29
0.33	0.0508	0.904	0.29
0.35000000000000003	0.0508	0.904	0.29
0.37000000000000005	0.0508	0.904	0.29
0.39	0.0508	0.904	0.29
0.41000000000000003	0.0508	0.904	0.29
0.43000000000000005	0.0508	0.904	0.29
0.45000000000000007	0.0508	0.904	0.29
0.4700000000000001	0.0508	0.904	0.29
0.49000000000000005	0.0508	0.904	0.29
0.5100000000000001	0.0508	0.904	0.29
0.5300000000000001	0.0508	0.904	0.29
0.55	0.0508	0.904	0.29
0.5700000000000001	0.0508	0.904	0.29
0.5900000000000001	0.0508	0.904	0.29
