Length Scale	MAE	R_square	RMSE
0.1	0.156	-1.696	0.2446
0.12000000000000001	0.1454	-1.271	0.2386
0.14	0.1357	-0.942	0.2335
0.16000000000000003	0.1305	-0.723	0.2302
0.18000000000000002	0.1256	-0.575	0.2278
0.2	0.1227	-0.47	0.2258
0.22000000000000003	0.1198	-0.361	0.2232
0.24000000000000002	0.1168	-0.261	0.2206
0.26	0.1138	-0.184	0.2181
0.28	0.1107	-0.12	0.2157
0.30000000000000004	0.1078	-0.065	0.2134
0.32000000000000006	0.105	-0.017	0.211
0.3400000000000001	0.1019	0.032	0.2084
0.3600000000000001	0.0986	0.081	0.2054
0.38	0.0951	0.134	0.2019
0.4	0.0916	0.188	0.1978
0.42000000000000004	0.0886	0.239	0.1937
0.44000000000000006	0.0857	0.285	0.1899
0.4600000000000001	0.0835	0.317	0.1873
0.4800000000000001	0.0835	0.319	0.1881
0.5000000000000001	0.0872	0.241	0.1981
0.5200000000000001	0.0942	0.111	0.2146
0.54	0.0998	0.006	0.2283
