Upper Bounds	MAE	R_square	length_scale
0.11	0.1342	-0.986	0.11
0.13	0.1289	-0.757	0.13
0.15000000000000002	0.123	-0.539	0.15
0.17	0.1154	-0.304	0.17
0.19	0.1065	-0.06	0.19
0.21000000000000002	0.097	0.173	0.21
0.23000000000000004	0.0872	0.378	0.23
0.25	0.0807	0.54	0.25
0.27	0.0694	0.691	0.27
0.29000000000000004	0.0623	0.785	0.29
0.31000000000000005	0.0567	0.851	0.31
0.33	0.0516	0.894	0.33
0.35000000000000003	0.0472	0.92	0.35
0.37000000000000005	0.0451	0.934	0.37
0.39	0.0454	0.934	0.372
0.41000000000000003	0.0454	0.934	0.372
0.43000000000000005	0.0454	0.934	0.372
0.45000000000000007	0.0454	0.934	0.372
0.4700000000000001	0.0454	0.934	0.372
0.49000000000000005	0.0454	0.934	0.372
0.5100000000000001	0.0454	0.934	0.372
0.5300000000000001	0.0454	0.934	0.372
0.55	0.0454	0.934	0.372
0.5700000000000001	0.0454	0.934	0.372
0.5900000000000001	0.0454	0.934	0.372
