Length Scale	MAE	R_square	RMSE
0.1	0.1318	-5.765	0.2034
0.12000000000000001	0.1241	-5.078	0.1999
0.14	0.1196	-4.746	0.1978
0.16000000000000003	0.1142	-4.175	0.1959
0.18000000000000002	0.1163	-3.63	0.1951
0.2	0.1202	-3.254	0.1949
0.22000000000000003	0.1238	-3.072	0.1946
0.24000000000000002	0.1231	-3.159	0.1922
0.26	0.1234	-3.587	0.1915
0.28	0.1219	-3.64	0.1898
0.30000000000000004	0.1199	-3.472	0.1876
0.32000000000000006	0.1176	-3.207	0.1852
0.3400000000000001	0.1155	-2.911	0.1827
0.3600000000000001	0.1135	-2.621	0.1802
0.38	0.1121	-2.359	0.1778
0.4	0.1113	-2.132	0.1757
0.42000000000000004	0.1105	-1.943	0.1738
0.44000000000000006	0.1099	-1.789	0.1722
0.4600000000000001	0.1097	-1.668	0.171
0.4800000000000001	0.1097	-1.575	0.1701
0.5000000000000001	0.1103	-1.508	0.1695
0.5200000000000001	0.1119	-1.461	0.1692
0.54	0.1135	-1.432	0.1692
