Length Scale	MAE	R_square	RMSE
0.1	0.1336	-1.212	0.1848
0.12000000000000001	0.1233	-0.935	0.1813
0.14	0.114	-0.667	0.1754
0.16000000000000003	0.1012	-0.321	0.1637
0.18000000000000002	0.0788	0.099	0.1402
0.2	0.0499	0.455	0.1088
0.22000000000000003	0.0202	0.833	0.057
0.24000000000000002	0.0147	0.891	0.046
0.26	0.0076	0.992	0.0119
0.28	0.0071	0.993	0.0112
0.30000000000000004	0.0066	0.994	0.0106
0.32000000000000006	0.0062	0.994	0.0102
0.3400000000000001	0.006	0.994	0.0102
0.3600000000000001	0.0062	0.994	0.0105
0.38	0.0068	0.993	0.0112
0.4	0.0073	0.992	0.0122
0.42000000000000004	0.0079	0.99	0.0135
0.44000000000000006	0.0085	0.988	0.0148
0.4600000000000001	0.0091	0.985	0.0163
0.4800000000000001	0.01	0.982	0.0177
0.5000000000000001	0.0119	0.977	0.0203
0.5200000000000001	0.0157	0.96	0.0261
0.54	0.0197	0.936	0.0318
