Upper Bounds	MAE	R_square	length_scale
0.11	0.1574	-5.261	0.11
0.13	0.1546	-4.532	0.13
0.15000000000000002	0.153	-4.377	0.15
0.17	0.1528	-4.475	0.17
0.19	0.1528	-4.524	0.19
0.21000000000000002	0.1532	-4.536	0.21
0.23000000000000004	0.1533	-4.541	0.23
0.25	0.1535	-4.544	0.25
0.27	0.1536	-4.547	0.267
0.29000000000000004	0.1536	-4.547	0.267
0.31000000000000005	0.1536	-4.547	0.267
0.33	0.1536	-4.547	0.267
0.35000000000000003	0.1536	-4.547	0.267
0.37000000000000005	0.1536	-4.547	0.267
0.39	0.1536	-4.547	0.267
0.41000000000000003	0.1536	-4.547	0.267
0.43000000000000005	0.1536	-4.547	0.267
0.45000000000000007	0.1536	-4.547	0.267
0.4700000000000001	0.1536	-4.547	0.267
0.49000000000000005	0.1536	-4.547	0.267
0.5100000000000001	0.1536	-4.547	0.267
0.5300000000000001	0.1536	-4.547	0.267
0.55	0.1536	-4.547	0.267
0.5700000000000001	0.1536	-4.547	0.267
0.5900000000000001	0.1536	-4.547	0.267
