Upper Bounds	MAE	R_square	length_scale
0.11	0.1205	-0.613	0.11
0.13	0.1083	-0.231	0.13
0.15000000000000002	0.094	0.154	0.15
0.17	0.0785	0.467	0.17
0.19	0.0636	0.679	0.19
0.21000000000000002	0.0507	0.808	0.21
0.23000000000000004	0.0399	0.885	0.23
0.25	0.0316	0.929	0.25
0.27	0.0253	0.956	0.27
0.29000000000000004	0.0203	0.972	0.29
0.31000000000000005	0.0164	0.982	0.31
0.33	0.0133	0.988	0.33
0.35000000000000003	0.0108	0.992	0.35
0.37000000000000005	0.0094	0.993	0.37
0.39	0.0091	0.994	0.39
0.41000000000000003	0.0095	0.993	0.41
0.43000000000000005	0.0108	0.992	0.43
0.45000000000000007	0.0115	0.991	0.439
0.4700000000000001	0.0115	0.991	0.439
0.49000000000000005	0.0115	0.991	0.439
0.5100000000000001	0.0115	0.991	0.439
0.5300000000000001	0.0115	0.991	0.439
0.55	0.0115	0.991	0.439
0.5700000000000001	0.0115	0.991	0.439
0.5900000000000001	0.0115	0.991	0.439
