Upper Bounds	MAE	R_square	length_scale
0.11	0.1238	-0.515	0.11
0.13	0.1187	-0.379	0.13
0.15000000000000002	0.115	-0.298	0.15
0.17	0.1118	-0.242	0.17
0.19	0.1087	-0.195	0.19
0.21000000000000002	0.1053	-0.149	0.21
0.23000000000000004	0.1009	-0.095	0.23
0.25	0.0957	-0.035	0.25
0.27	0.0911	0.028	0.27
0.29000000000000004	0.0874	0.089	0.29
0.31000000000000005	0.0843	0.149	0.31
0.33	0.0817	0.212	0.33
0.35000000000000003	0.0795	0.277	0.35
0.37000000000000005	0.0791	0.294	0.37
0.39	0.0796	0.293	0.371
0.41000000000000003	0.0796	0.293	0.371
0.43000000000000005	0.0796	0.293	0.371
0.45000000000000007	0.0796	0.293	0.371
0.4700000000000001	0.0796	0.293	0.371
0.49000000000000005	0.0796	0.293	0.371
0.5100000000000001	0.0796	0.293	0.371
0.5300000000000001	0.0796	0.293	0.371
0.55	0.0796	0.293	0.371
0.5700000000000001	0.0796	0.293	0.371
0.5900000000000001	0.0796	0.293	0.371
