Length Scale	MAE	R_square	RMSE
0.1	0.1541	-1.545	0.2596
0.12000000000000001	0.1461	-1.182	0.2522
0.14	0.1372	-0.82	0.2425
0.16000000000000003	0.1299	-0.488	0.2307
0.18000000000000002	0.1223	-0.185	0.2173
0.2	0.1136	0.079	0.2029
0.22000000000000003	0.1033	0.292	0.1884
0.24000000000000002	0.093	0.453	0.1745
0.26	0.0852	0.572	0.1615
0.28	0.0804	0.661	0.1494
0.30000000000000004	0.0753	0.73	0.1379
0.32000000000000006	0.0699	0.783	0.1272
0.3400000000000001	0.0644	0.824	0.1174
0.3600000000000001	0.059	0.857	0.1085
0.38	0.0537	0.883	0.1001
0.4	0.0485	0.905	0.0923
0.42000000000000004	0.0436	0.922	0.085
0.44000000000000006	0.0402	0.935	0.0784
0.4600000000000001	0.0376	0.945	0.0725
0.4800000000000001	0.0359	0.952	0.0675
0.5000000000000001	0.0352	0.957	0.0638
0.5200000000000001	0.0353	0.96	0.0615
0.54	0.0367	0.96	0.0611
