Upper Bounds	MAE	R_square	length_scale
0.11	0.1005	-0.303	0.11
0.13	0.0897	-0.037	0.13
0.15000000000000002	0.0823	0.115	0.15
0.17	0.0771	0.21	0.17
0.19	0.073	0.274	0.19
0.21000000000000002	0.0697	0.319	0.21
0.23000000000000004	0.067	0.353	0.23
0.25	0.0647	0.382	0.25
0.27	0.0624	0.414	0.27
0.29000000000000004	0.0598	0.452	0.29
0.31000000000000005	0.0568	0.499	0.31
0.33	0.0535	0.557	0.33
0.35000000000000003	0.05	0.622	0.35
0.37000000000000005	0.046	0.691	0.37
0.39	0.0414	0.76	0.39
0.41000000000000003	0.0383	0.798	0.405
0.43000000000000005	0.0383	0.798	0.405
0.45000000000000007	0.0383	0.798	0.405
0.4700000000000001	0.0383	0.798	0.405
0.49000000000000005	0.0383	0.798	0.405
0.5100000000000001	0.0383	0.798	0.405
0.5300000000000001	0.0383	0.798	0.405
0.55	0.0383	0.798	0.405
0.5700000000000001	0.0383	0.798	0.405
0.5900000000000001	0.0383	0.798	0.405
