Upper Bounds	MAE	R_square	length_scale
0.11	0.1195	-0.713	0.11
0.13	0.1071	-0.29	0.13
0.15000000000000002	0.0924	0.134	0.15
0.17	0.0766	0.466	0.17
0.19	0.0618	0.683	0.19
0.21000000000000002	0.0491	0.813	0.21
0.23000000000000004	0.0387	0.888	0.23
0.25	0.0306	0.932	0.25
0.27	0.0245	0.958	0.27
0.29000000000000004	0.0196	0.974	0.29
0.31000000000000005	0.0157	0.983	0.31
0.33	0.0126	0.989	0.33
0.35000000000000003	0.0103	0.992	0.35
0.37000000000000005	0.0091	0.994	0.37
0.39	0.0087	0.994	0.39
0.41000000000000003	0.009	0.994	0.41
0.43000000000000005	0.0097	0.993	0.43
0.45000000000000007	0.0101	0.993	0.437
0.4700000000000001	0.0101	0.993	0.437
0.49000000000000005	0.0101	0.993	0.437
0.5100000000000001	0.0101	0.993	0.437
0.5300000000000001	0.0101	0.993	0.437
0.55	0.0101	0.993	0.437
0.5700000000000001	0.0101	0.993	0.437
0.5900000000000001	0.0101	0.993	0.437
