Length Scale	MAE	R_square	RMSE
0.1	0.139	-0.659	0.192
0.12000000000000001	0.1169	-0.211	0.1734
0.14	0.0578	0.439	0.1124
0.16000000000000003	0.0252	0.807	0.0602
0.18000000000000002	0.0094	0.972	0.0206
0.2	0.0059	0.995	0.0087
0.22000000000000003	0.0047	0.997	0.0071
0.24000000000000002	0.0041	0.997	0.0067
0.26	0.0032	0.998	0.0054
0.28	0.0027	0.999	0.0045
0.30000000000000004	0.0023	0.999	0.0038
0.32000000000000006	0.0021	0.999	0.0034
0.3400000000000001	0.002	0.999	0.0032
0.3600000000000001	0.0019	0.999	0.0032
0.38	0.0021	0.999	0.0033
0.4	0.0023	0.999	0.0036
0.42000000000000004	0.0026	0.999	0.0039
0.44000000000000006	0.0029	0.999	0.0043
0.4600000000000001	0.0033	0.999	0.0047
0.4800000000000001	0.0037	0.998	0.0053
0.5000000000000001	0.0045	0.997	0.0064
0.5200000000000001	0.0055	0.996	0.0081
0.54	0.0067	0.993	0.0101
