Upper Bounds	MAE	R_square	length_scale
0.11	0.3133	-3.0	0.11
0.13	0.3133	-3.0	0.13
0.15000000000000002	0.3133	-3.0	0.15
0.17	0.3133	-3.0	0.17
0.19	0.3133	-3.0	0.19
0.21000000000000002	0.3133	-3.0	0.21
0.23000000000000004	0.3133	-3.0	0.23
0.25	0.3133	-3.0	0.25
0.27	0.3133	-3.0	0.27
0.29000000000000004	0.3133	-3.0	0.29
0.31000000000000005	0.3133	-3.0	0.31
0.33	0.3133	-3.0	0.33
0.35000000000000003	0.3133	-3.0	0.35
0.37000000000000005	0.3133	-3.0	0.37
0.39	0.3133	-3.0	0.39
0.41000000000000003	0.3133	-3.0	0.41
0.43000000000000005	0.3133	-3.0	0.43
0.45000000000000007	0.3133	-3.0	0.45
0.4700000000000001	0.3133	-3.0	0.47
0.49000000000000005	0.3133	-3.0	0.49
0.5100000000000001	0.3133	-3.0	0.51
0.5300000000000001	0.3133	-3.0	0.53
0.55	0.3133	-3.0	0.55
0.5700000000000001	0.3133	-3.0	0.57
0.5900000000000001	0.3133	-3.0	0.59
