Length Scale	MAE	R_square	RMSE
0.1	0.1577	-0.96	0.2346
0.12000000000000001	0.1419	-0.312	0.2135
0.14	0.1218	0.227	0.1845
0.16000000000000003	0.0994	0.573	0.1531
0.18000000000000002	0.0794	0.766	0.1239
0.2	0.0615	0.867	0.1002
0.22000000000000003	0.0488	0.919	0.0827
0.24000000000000002	0.0415	0.945	0.0704
0.26	0.0377	0.96	0.0615
0.28	0.0343	0.97	0.0547
0.30000000000000004	0.0319	0.976	0.0494
0.32000000000000006	0.0296	0.98	0.0451
0.3400000000000001	0.0275	0.983	0.042
0.3600000000000001	0.0258	0.985	0.0399
0.38	0.0248	0.986	0.039
0.4	0.0247	0.986	0.0386
0.42000000000000004	0.0246	0.986	0.0382
0.44000000000000006	0.0243	0.987	0.0376
0.4600000000000001	0.0243	0.987	0.0371
0.4800000000000001	0.0246	0.987	0.0366
0.5000000000000001	0.0249	0.987	0.0365
0.5200000000000001	0.0254	0.987	0.0368
0.54	0.0265	0.987	0.0375
