Upper Bounds	MAE	R_square	length_scale
0.11	0.2207	-5.195	0.11
0.13	0.2176	-5.493	0.13
0.15000000000000002	0.2142	-5.794	0.15
0.17	0.2099	-5.966	0.17
0.19	0.2042	-5.948	0.19
0.21000000000000002	0.198	-5.761	0.21
0.23000000000000004	0.1927	-5.503	0.23
0.25	0.1881	-5.212	0.25
0.27	0.184	-4.905	0.27
0.29000000000000004	0.1812	-4.561	0.29
0.31000000000000005	0.1785	-4.171	0.31
0.33	0.1774	-3.728	0.33
0.35000000000000003	0.1755	-3.238	0.35
0.37000000000000005	0.1728	-2.721	0.37
0.39	0.1694	-2.204	0.39
0.41000000000000003	0.1683	-1.923	0.41
0.43000000000000005	0.1676	-1.729	0.43
0.45000000000000007	0.1682	-1.669	0.449
0.4700000000000001	0.1699	-1.7	0.449
0.49000000000000005	0.1716	-1.731	0.449
0.5100000000000001	0.1733	-1.758	0.449
0.5300000000000001	0.1741	-1.764	0.449
0.55	0.1744	-1.755	0.449
0.5700000000000001	0.1745	-1.75	0.449
0.5900000000000001	0.1745	-1.75	0.449
