Length Scale	MAE	R_square	RMSE
0.1	0.1398	-0.847	0.1932
0.12000000000000001	0.1275	-0.527	0.1837
0.14	0.0935	0.116	0.1463
0.16000000000000003	0.049	0.586	0.0962
0.18000000000000002	0.0207	0.852	0.0519
0.2	0.0094	0.974	0.0204
0.22000000000000003	0.0062	0.994	0.0092
0.24000000000000002	0.0055	0.995	0.0086
0.26	0.0046	0.997	0.0069
0.28	0.0038	0.998	0.0057
0.30000000000000004	0.0034	0.999	0.005
0.32000000000000006	0.003	0.999	0.0045
0.3400000000000001	0.0028	0.999	0.0042
0.3600000000000001	0.0028	0.999	0.0042
0.38	0.0029	0.999	0.0044
0.4	0.0032	0.999	0.0046
0.42000000000000004	0.0035	0.998	0.005
0.44000000000000006	0.0038	0.998	0.0054
0.4600000000000001	0.0042	0.998	0.006
0.4800000000000001	0.0049	0.997	0.0072
0.5000000000000001	0.006	0.995	0.0091
0.5200000000000001	0.0074	0.992	0.0114
0.54	0.0091	0.987	0.0143
