Length Scale	MAE	R_square	RMSE
0.1	0.1597	-0.804	0.2311
0.12000000000000001	0.141	-0.197	0.2078
0.14	0.1183	0.319	0.1767
0.16000000000000003	0.0957	0.637	0.1445
0.18000000000000002	0.0759	0.803	0.1165
0.2	0.0589	0.887	0.0941
0.22000000000000003	0.0465	0.93	0.0778
0.24000000000000002	0.0394	0.952	0.0662
0.26	0.0344	0.965	0.058
0.28	0.0315	0.973	0.052
0.30000000000000004	0.0299	0.978	0.0475
0.32000000000000006	0.0285	0.981	0.0442
0.3400000000000001	0.0277	0.983	0.0421
0.3600000000000001	0.0271	0.984	0.041
0.38	0.0268	0.984	0.0405
0.4	0.0268	0.984	0.0405
0.42000000000000004	0.0273	0.985	0.0405
0.44000000000000006	0.0277	0.985	0.0402
0.4600000000000001	0.0279	0.985	0.0396
0.4800000000000001	0.0278	0.986	0.0388
0.5000000000000001	0.0276	0.986	0.0382
0.5200000000000001	0.0276	0.986	0.0383
0.54	0.0282	0.986	0.0387
