Upper Bounds	MAE	R_square	length_scale
0.11	0.069	-16.342	0.11
0.13	0.0644	-8.048	0.13
0.15000000000000002	0.061	-5.069	0.15
0.17	0.0584	-3.676	0.17
0.19	0.0576	-2.912	0.19
0.21000000000000002	0.0578	-2.445	0.21
0.23000000000000004	0.058	-2.137	0.23
0.25	0.0581	-1.925	0.25
0.27	0.0582	-1.774	0.27
0.29000000000000004	0.0583	-1.667	0.29
0.31000000000000005	0.0584	-1.59	0.31
0.33	0.0585	-1.539	0.33
0.35000000000000003	0.0586	-1.485	0.35
0.37000000000000005	0.0587	-1.433	0.37
0.39	0.0588	-1.389	0.39
0.41000000000000003	0.0588	-1.369	0.41
0.43000000000000005	0.0588	-1.368	0.414
0.45000000000000007	0.0588	-1.368	0.414
0.4700000000000001	0.0588	-1.368	0.414
0.49000000000000005	0.0588	-1.368	0.414
0.5100000000000001	0.0588	-1.368	0.414
0.5300000000000001	0.0588	-1.368	0.414
0.55	0.0588	-1.368	0.414
0.5700000000000001	0.0588	-1.368	0.414
0.5900000000000001	0.0588	-1.368	0.414
