Length Scale	MAE	R_square	RMSE
0.1	0.1314	-2.239	0.2437
0.12000000000000001	0.1235	-1.469	0.2321
0.14	0.1139	-0.81	0.2186
0.16000000000000003	0.1037	-0.296	0.2033
0.18000000000000002	0.0935	0.078	0.1869
0.2	0.0829	0.339	0.1706
0.22000000000000003	0.0728	0.519	0.1552
0.24000000000000002	0.0656	0.639	0.1408
0.26	0.0597	0.726	0.1273
0.28	0.054	0.791	0.1149
0.30000000000000004	0.0488	0.837	0.104
0.32000000000000006	0.044	0.871	0.0949
0.3400000000000001	0.0398	0.894	0.0876
0.3600000000000001	0.0361	0.911	0.0817
0.38	0.0334	0.924	0.0766
0.4	0.0311	0.935	0.0719
0.42000000000000004	0.0295	0.944	0.0672
0.44000000000000006	0.028	0.953	0.0625
0.4600000000000001	0.0266	0.96	0.0577
0.4800000000000001	0.0254	0.967	0.0531
0.5000000000000001	0.0244	0.972	0.049
0.5200000000000001	0.0236	0.976	0.0456
0.54	0.023	0.979	0.0433
