Upper Bounds	MAE	R_square	length_scale
0.11	0.1231	-0.39	0.11
0.13	0.1127	-0.097	0.13
0.15000000000000002	0.1016	0.165	0.15
0.17	0.0884	0.409	0.17
0.19	0.0746	0.607	0.19
0.21000000000000002	0.0615	0.746	0.21
0.23000000000000004	0.0505	0.837	0.23
0.25	0.0413	0.894	0.25
0.27	0.0339	0.93	0.27
0.29000000000000004	0.0282	0.953	0.29
0.31000000000000005	0.0234	0.968	0.31
0.33	0.0196	0.978	0.33
0.35000000000000003	0.0165	0.983	0.35
0.37000000000000005	0.0149	0.986	0.37
0.39	0.0153	0.987	0.39
0.41000000000000003	0.0167	0.986	0.41
0.43000000000000005	0.0191	0.984	0.43
0.45000000000000007	0.0197	0.983	0.435
0.4700000000000001	0.0197	0.983	0.435
0.49000000000000005	0.0197	0.983	0.435
0.5100000000000001	0.0197	0.983	0.435
0.5300000000000001	0.0197	0.983	0.435
0.55	0.0197	0.983	0.435
0.5700000000000001	0.0197	0.983	0.435
0.5900000000000001	0.0197	0.983	0.435
