Upper Bounds	MAE	R_square	length_scale
0.11	0.1129	-0.406	0.11
0.13	0.1029	-0.076	0.13
0.15000000000000002	0.0916	0.23	0.15
0.17	0.0798	0.472	0.17
0.19	0.0709	0.641	0.19
0.21000000000000002	0.0648	0.746	0.21
0.23000000000000004	0.0609	0.807	0.23
0.25	0.0572	0.849	0.25
0.27	0.0543	0.878	0.27
0.29000000000000004	0.0517	0.897	0.29
0.31000000000000005	0.0513	0.901	0.305
0.33	0.0516	0.899	0.305
0.35000000000000003	0.0516	0.899	0.305
0.37000000000000005	0.0516	0.899	0.305
0.39	0.0516	0.899	0.305
0.41000000000000003	0.0516	0.899	0.305
0.43000000000000005	0.0516	0.899	0.305
0.45000000000000007	0.0516	0.899	0.305
0.4700000000000001	0.0516	0.899	0.305
0.49000000000000005	0.0516	0.899	0.305
0.5100000000000001	0.0516	0.899	0.305
0.5300000000000001	0.0516	0.899	0.305
0.55	0.0516	0.899	0.305
0.5700000000000001	0.0516	0.899	0.305
0.5900000000000001	0.0516	0.899	0.305
