Upper Bounds	MAE	R_square	length_scale
0.11	0.0685	-2.031	0.11
0.13	0.064	-1.384	0.13
0.15000000000000002	0.0613	-1.041	0.15
0.17	0.0596	-0.839	0.17
0.19	0.0583	-0.716	0.19
0.21000000000000002	0.0572	-0.636	0.21
0.23000000000000004	0.0565	-0.576	0.23
0.25	0.0561	-0.533	0.25
0.27	0.0556	-0.504	0.27
0.29000000000000004	0.0552	-0.489	0.29
0.31000000000000005	0.0549	-0.486	0.31
0.33	0.0549	-0.506	0.32
0.35000000000000003	0.055	-0.516	0.32
0.37000000000000005	0.055	-0.516	0.32
0.39	0.055	-0.516	0.32
0.41000000000000003	0.055	-0.516	0.32
0.43000000000000005	0.055	-0.516	0.32
0.45000000000000007	0.055	-0.516	0.32
0.4700000000000001	0.055	-0.516	0.32
0.49000000000000005	0.055	-0.516	0.32
0.5100000000000001	0.055	-0.516	0.32
0.5300000000000001	0.055	-0.516	0.32
0.55	0.055	-0.516	0.32
0.5700000000000001	0.055	-0.516	0.32
0.5900000000000001	0.055	-0.516	0.32
