Upper Bounds	MAE	R_square	length_scale
0.11	0.1244	-1.438	0.11
0.13	0.1244	-1.297	0.13
0.15000000000000002	0.1243	-1.216	0.15
0.17	0.1245	-1.165	0.16
0.19	0.1246	-1.178	0.16
0.21000000000000002	0.1248	-1.198	0.16
0.23000000000000004	0.1248	-1.198	0.16
0.25	0.1309	-1.512	0.16
0.27	0.133	-1.532	0.27
0.29000000000000004	0.1158	-0.197	0.29
0.31000000000000005	0.1164	-0.112	0.31
0.33	0.1128	-0.018	0.33
0.35000000000000003	0.1149	-0.027	0.35
0.37000000000000005	0.1169	-0.048	0.37
0.39	0.1243	-0.224	0.371
0.41000000000000003	0.1263	-0.241	0.371
0.43000000000000005	0.1228	-0.1	0.371
0.45000000000000007	0.1238	-0.118	0.371
0.4700000000000001	0.1245	-0.127	0.371
0.49000000000000005	0.1248	-0.13	0.371
0.5100000000000001	0.1249	-0.131	0.371
0.5300000000000001	0.1249	-0.131	0.371
0.55	0.1249	-0.131	0.371
0.5700000000000001	0.1249	-0.131	0.371
0.5900000000000001	0.1249	-0.131	0.371
