Length Scale	MAE	R_square	RMSE
0.1	0.185	-2.193	0.2651
0.12000000000000001	0.18	-1.993	0.2606
0.14	0.1754	-1.665	0.2557
0.16000000000000003	0.1714	-1.269	0.2495
0.18000000000000002	0.1656	-0.87	0.241
0.2	0.1585	-0.506	0.2299
0.22000000000000003	0.1491	-0.192	0.2169
0.24000000000000002	0.1387	0.059	0.203
0.26	0.1285	0.257	0.1884
0.28	0.1185	0.418	0.1735
0.30000000000000004	0.1082	0.548	0.159
0.32000000000000006	0.0984	0.65	0.1453
0.3400000000000001	0.0891	0.728	0.1328
0.3600000000000001	0.0802	0.787	0.122
0.38	0.0724	0.829	0.113
0.4	0.0679	0.859	0.1063
0.42000000000000004	0.0654	0.878	0.1019
0.44000000000000006	0.0695	0.865	0.1052
0.4600000000000001	0.0712	0.861	0.107
0.4800000000000001	0.0728	0.852	0.109
0.5000000000000001	0.0763	0.841	0.1123
0.5200000000000001	0.0784	0.834	0.1144
0.54	0.0789	0.832	0.1149
