Upper Bounds	MAE	R_square	length_scale
0.11	0.1406	-0.951	0.11
0.13	0.1343	-0.782	0.13
0.15000000000000002	0.13	-0.668	0.15
0.17	0.1264	-0.56	0.17
0.19	0.1218	-0.427	0.19
0.21000000000000002	0.117	-0.26	0.21
0.23000000000000004	0.1095	-0.063	0.23
0.25	0.0993	0.137	0.25
0.27	0.0893	0.308	0.27
0.29000000000000004	0.084	0.446	0.29
0.31000000000000005	0.0792	0.552	0.31
0.33	0.0743	0.637	0.33
0.35000000000000003	0.0705	0.687	0.349
0.37000000000000005	0.0704	0.688	0.349
0.39	0.0704	0.688	0.349
0.41000000000000003	0.0704	0.688	0.349
0.43000000000000005	0.0704	0.688	0.349
0.45000000000000007	0.0704	0.688	0.349
0.4700000000000001	0.0704	0.688	0.349
0.49000000000000005	0.0704	0.688	0.349
0.5100000000000001	0.0704	0.688	0.349
0.5300000000000001	0.0704	0.688	0.349
0.55	0.0704	0.688	0.349
0.5700000000000001	0.0704	0.688	0.349
0.5900000000000001	0.0704	0.688	0.349
