Upper Bounds	MAE	R_square	length_scale
0.11	0.2155	-0.928	0.11
0.13	0.2101	-0.757	0.13
0.15000000000000002	0.2066	-0.661	0.15
0.17	0.205	-0.617	0.166
0.19	0.2049	-0.615	0.167
0.21000000000000002	0.2049	-0.615	0.167
0.23000000000000004	0.2048	-0.614	0.168
0.25	0.2047	-0.612	0.168
0.27	0.2045	-0.607	0.169
0.29000000000000004	0.2041	-0.596	0.169
0.31000000000000005	0.2034	-0.575	0.17
0.33	0.2021	-0.543	0.17
0.35000000000000003	0.2004	-0.497	0.17
0.37000000000000005	0.198	-0.437	0.17
0.39	0.195	-0.366	0.17
0.41000000000000003	0.1917	-0.289	0.17
0.43000000000000005	0.188	-0.209	0.169
0.45000000000000007	0.1843	-0.132	0.167
0.4700000000000001	0.181	-0.067	0.157
0.49000000000000005	0.1831	-0.089	0.119
0.5100000000000001	0.1875	-0.167	0.1
0.5300000000000001	0.184	-0.095	0.1
0.55	0.1808	-0.032	0.1
0.5700000000000001	0.1777	0.025	0.1
0.5900000000000001	0.1749	0.074	0.1
